id,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
556500334,0,6,193,228,0,160,174,343,592,616,0,559,403,0,528,441,156,0,0,569,495,444,532,0,599,443,525,507,456,699,648,559,0,447,361,483
179802466,-213,-84,-21,54,153,11,0,61,0,14,0,120,244,94,80,142,284,172,207,0,0,281,259,309,354,0,298,311,0,396,0,425,-361,-127,0,162
534689709,-81,-109,0,-90,0,0,20,186,57,204,45,64,0,-31,75,99,0,-152,91,0,94,0,0,0,-1,-65,189,170,62,141,6,0,173,85,-45,80
109051356,198,92,0,171,0,299,0,409,417,-401,0,0,-25,-121,0,0,6,29,113,25,0,0,88,0,0,95,66,110,91,0,0,165,136,115,159,210
425925660,157,0,0,0,302,0,0,277,119,256,0,0,351,213,0,315,123,48,-21,0,237,228,205,0,0,-1,376,389,0,0,334,158,281,233,238,252
72405581,587,532,561,0,0,0,0,554,655,630,0,580,0,0,0,566,0,572,616,569,0,526,0,577,553,0,544,556,535,516,561,0,-57,198,161,0
223794942,668,0,615,0,0,0,0,0,634,0,0,524,604,698,577,0,656,568,470,488,0,540,0,514,510,0,536,550,0,637,573,0,613,582,0,0
264697711,637,0,0,0,0,568,0,0,604,196,248,395,439,0,430,0,527,0,568,530,0,627,640,638,728,685,852,0,0,0,0,0,761,728,745,761
31571271,0,0,666,663,0,689,731,723,732,690,0,639,712,0,0,0,611,0,689,0,718,0,654,0,655,608,0,535,689,0,699,0,0,648,660,0
49227785,0,-50,188,0,0,287,0,0,525,389,0,0,0,0,321,291,0,245,282,272,199,310,0,-312,-146,0,0,0,-17,-37,0,99,0,171,0,245
52268834,0,332,437,0,0,0,458,429,0,0,0,535,495,0,0,0,0,527,514,447,211,571,0,0,0,475,0,0,0,462,513,0,0,0,648,454
246814825,567,526,601,0,535,610,558,0,469,298,0,0,0,606,0,0,0,0,513,538,0,567,0,0,0,0,0,567,0,584,608,0,442,0,607,0
553931716,-100,0,-36,0,-57,-57,-30,0,399,0,0,19,0,0,0,-82,-69,0,0,250,0,292,95,0,-71,-50,0,0,79,0,0,-77,0,0,0,0
237659267,593,0,0,688,521,514,597,0,0,420,0,0,0,547,0,0,0,0,0,0,0,0,574,0,0,0,0,572,592,640,604,433,467,638,0,0
297885931,0,712,711,0,0,701,665,0,0,0,0,0,722,698,703,0,0,565,0,0,0,0,0,0,0,0,706,0,716,753,0,542,0,726,611,0
51680292,0,0,0,-189,0,-30,0,56,0,155,105,0,185,0,0,19,0,0,0,0,70,0,0,-211,0,0,0,0,-60,0,0,38,0,0,43,0
193411750,499,0,0,0,0,0,556,510,0,0,0,623,565,0,0,0,-25,9,0,0,0,0,0,211,350,319,0,0,0,0,0,0,0,0,175,277
203954307,591,0,0,625,0,674,0,0,0,0,0,0,667,0,504,0,568,0,0,534,486,0,0,0,0,0,578,0,0,0,651,0,0,0,0,610
560458098,0,0,-49,-55,0,8,0,91,0,0,-26,0,0,0,0,0,0,0,124,0,0,0,56,0,0,0,0,203,0,80,0,0,0,0,0,0
28884789,0,0,0,0,0,0,0,0,550,467,0,0,521,476,0,0,0,0,0,0,0,0,-120,-28,-16,0,0,0,0,293,0,0,0,0,0,0
92585512,0,0,-102,0,0,0,0,79,0,0,-26,0,-13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-85,-78,0,0,0,0
411520923,0,523,0,0,0,0,0,585,0,0,0,703,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,643,737,0,0,0,460,0,0
54443579,0,0,0,0,0,0,25,0,0,105,0,75,0,0,0,0,0,0,0,0,0,0,0,0,-156,0,0,0,0,0,0,-57,0,0,0,14
50123430,0,-15,69,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,-184,0,-152,0,0,0,0,0,0,0,0
206032585,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,705,-74,0,0,0
186464231,0,0,0,0,0,0,0,0,503,0,0,447,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200873954,618,599,578,608,684,670,678,673,713,678,703,881,733,691,0,700,743,715,725,643,776,713,736,676,642,676,701,656,716,642,718,713,-59,181,341,234
176170546,580,572,551,0,588,588,619,575,626,491,596,552,583,576,529,523,0,595,473,528,564,468,525,550,608,565,591,457,0,588,625,593,-59,207,379,366
434167191,142,-12,465,156,147,175,364,292,226,360,342,275,403,287,306,391,273,444,-60,128,0,384,248,0,0,114,529,535,488,431,456,461,512,297,264,441
80116479,215,143,207,156,230,153,179,236,311,216,256,420,0,264,204,-162,-163,-163,-180,-154,260,-135,0,-130,-101,0,-116,9,-26,-5,-16,0,-36,30,32,77
118983149,-42,-26,-16,22,58,38,104,109,0,84,154,269,183,218,127,70,215,152,0,0,96,222,-338,-42,-181,-157,-196,0,-69,-174,-79,-105,0,-163,-146,0
41145914,350,297,430,364,501,0,463,511,536,466,0,0,454,444,449,558,0,514,567,484,380,427,463,477,527,589,466,0,553,67,197,0,52,169,0,0
256886595,726,716,715,700,626,675,711,449,736,606,664,692,744,651,0,680,0,657,0,634,332,545,457,0,0,0,622,0,714,632,696,687,716,733,721,698
125624744,0,274,404,440,425,495,566,0,528,0,515,485,539,505,425,456,489,0,0,454,305,428,508,0,510,404,382,354,359,351,322,-165,0,-26,0,0
198255436,659,643,637,0,720,687,0,682,0,602,65,325,394,0,0,574,579,0,697,602,0,611,196,429,539,0,514,600,0,616,655,0,666,722,685,715
267407401,738,789,0,711,673,626,742,753,720,0,748,721,740,754,734,751,749,737,733,721,0,0,722,769,724,0,0,774,0,788,0,690,0,0,355,446
166240296,0,0,351,429,398,453,441,-48,131,0,385,0,460,479,396,436,456,481,460,477,489,0,478,491,0,0,385,0,0,0,466,455,0,0,568,580
443249007,0,0,585,0,0,0,600,624,0,550,647,625,0,583,400,641,553,0,0,391,372,527,513,624,625,587,663,0,0,593,580,534,588,609,0,693
53994578,0,425,535,0,647,0,-215,337,0,0,492,310,0,453,376,186,420,291,255,0,392,0,459,462,466,0,587,0,0,0,615,0,468,492,493,412
55311727,0,0,337,279,312,0,265,-151,-37,-112,0,-89,0,-18,-74,0,0,16,-17,-8,-3,0,0,0,126,0,93,0,0,164,0,367,165,0,255,0
531927184,0,-35,0,0,-150,0,0,205,-21,51,0,150,0,407,379,306,7,-150,251,0,222,303,18,188,0,0,0,0,0,269,261,0,233,275,150,0
166500203,0,578,0,0,0,0,593,33,0,0,0,19,1,0,-140,0,-55,-206,-158,0,0,0,-177,-39,0,-131,-183,-134,0,-158,-149,-153,0,-102,-91,-134
278114682,628,0,0,0,536,0,0,452,277,249,588,520,0,652,419,0,610,637,0,528,576,616,0,0,584,0,0,0,576,0,570,0,0,0,621,0
21359854,481,576,552,569,0,0,576,565,0,0,0,555,576,572,0,0,0,587,0,-51,0,139,0,0,361,0,346,0,372,348,0,264,0,0,0,389
257376182,593,599,0,0,0,0,580,0,0,0,0,0,0,634,24,0,252,256,240,0,0,0,304,362,0,384,0,0,0,493,0,0,484,544,519,513
340128828,0,0,0,514,0,583,652,624,0,0,0,0,646,0,0,488,602,0,314,416,0,611,647,0,0,0,746,0,0,755,0,0,738,0,0,715
108827527,0,388,0,408,349,0,0,0,396,0,424,536,0,427,0,0,502,0,0,0,589,565,370,438,0,0,116,0,0,178,0,0,0,0,0,270
148748403,728,0,745,0,0,0,0,749,0,0,0,0,764,0,0,0,0,0,729,627,0,0,459,552,0,623,0,0,0,0,-74,0,-21,0,116,169
173720066,499,0,0,498,0,0,0,-37,336,0,450,0,441,532,444,0,0,0,0,0,0,0,0,0,574,0,0,521,0,624,0,0,-89,0,0,0
142460112,600,663,624,0,610,0,0,603,0,0,0,0,0,0,0,0,707,613,634,0,662,0,0,0,0,489,0,41,44,0,0,0,0,0,0,0
405781268,0,0,0,0,659,0,0,581,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,544,0,0,647,644,658,583,662,696,0,0
394659530,0,0,353,415,0,0,344,0,0,407,0,0,0,0,0,0,351,381,0,0,0,426,0,361,0,0,0,0,636,0,0,0,0,663,0,0
95333694,0,0,0,0,170,0,56,0,0,11,0,0,0,105,58,0,-12,48,0,0,0,0,264,0,0,0,0,0,0,0,0,-24,0,0,0,0
23257491,0,0,0,0,0,645,0,660,0,0,0,0,673,0,0,0,667,0,0,0,0,662,0,0,0,0,262,0,478,0,0,0,0,0,523,0
162230813,0,0,0,0,128,0,0,283,0,0,0,0,0,0,0,0,426,0,439,451,0,0,0,0,571,0,0,0,493,0,0,0,0,0,0,0
88712063,0,0,0,0,0,0,0,0,0,0,0,161,0,155,0,0,155,0,84,0,0,0,185,0,0,0,0,0,0,0,0,0,-106,0,0,0
539083843,0,0,36,0,0,0,0,0,108,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,208
84786938,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,-114,0,0,0,89,0,0,0,0
130149229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,305,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107926845,159,167,251,216,329,337,375,424,446,412,466,501,476,0,546,572,634,648,654,618,573,612,659,624,660,657,638,-36,443,462,487,461,520,556,537,602
105266958,-159,-119,-12,-119,-82,-58,-36,-42,0,-1,31,19,117,86,114,136,274,340,217,384,239,315,245,272,269,200,172,-306,-217,-133,-82,-142,-126,94,-91,0
189738328,0,489,378,401,434,416,413,420,426,395,430,496,490,473,437,495,624,493,484,517,433,489,474,451,0,492,453,508,516,520,473,-365,-186,0,222,272
200995740,454,580,491,0,440,397,460,477,449,457,447,0,543,440,433,0,456,510,-478,-237,-132,91,245,394,362,381,0,465,0,531,520,518,608,523,503,445
24947162,536,563,546,598,666,585,550,0,627,602,577,0,522,637,-168,-328,-261,-119,0,61,-80,31,132,78,0,237,241,-493,-141,0,219,70,251,251,422,408
102422486,129,181,337,364,423,404,413,0,382,420,424,450,435,0,420,358,0,464,426,352,251,429,0,507,365,342,356,220,0,568,504,366,0,312,332,0
269461394,0,0,688,679,658,0,618,461,319,412,723,594,743,693,245,720,734,669,0,617,716,730,0,754,0,733,745,736,811,786,790,388,0,779,793,779
63765319,499,0,528,486,569,484,0,493,550,505,474,548,0,526,446,418,421,536,0,515,0,449,0,0,83,173,263,0,256,0,358,268,351,382,417,358
43972759,0,242,370,305,348,325,314,382,449,404,0,411,529,0,0,-43,137,165,110,0,168,0,0,191,348,425,368,0,0,448,563,517,514,0,508,-173
197335187,453,0,0,0,479,0,479,418,561,487,518,0,528,550,461,-421,0,101,190,277,360,411,0,448,525,564,534,0,605,580,557,0,568,590,579,0
35218201,449,423,397,399,0,0,418,0,436,465,0,422,411,0,408,448,436,0,0,0,0,515,140,113,157,194,0,244,304,325,275,262,0,356,0,400
12554871,591,644,0,0,683,727,0,0,652,619,566,0,0,0,0,0,521,506,519,439,498,460,0,507,0,564,0,0,527,-508,34,75,249,274,314,253
25738861,392,0,435,0,417,522,0,546,519,0,0,468,496,619,0,516,526,400,267,56,-49,55,-41,0,115,0,78,29,93,0,0,0,99,0,0,0
433070150,0,0,0,23,94,110,0,197,0,0,143,8,103,76,0,231,3,40,-72,110,0,282,0,115,0,0,274,273,0,200,164,0,274,0,136,0
38478121,0,0,0,570,685,554,511,0,624,0,0,0,0,412,0,287,418,422,0,536,498,0,531,0,533,0,468,-73,0,0,555,399,588,562,548,0
565171232,201,0,19,90,53,38,0,0,0,0,0,477,314,0,234,146,49,0,0,102,169,0,0,133,0,107,0,351,327,373,410,272,258,0,0,0
224280012,0,0,531,620,731,679,0,554,0,593,560,0,622,0,0,0,0,620,-491,0,0,0,-107,0,174,0,315,0,397,0,335,353,0,422,409,460
208531432,614,0,0,546,0,0,591,0,0,0,580,603,621,0,516,607,573,0,0,518,508,0,0,0,0,0,0,486,585,534,536,-39,191,385,0,0
54104098,58,0,117,0,146,0,0,0,278,235,185,0,0,259,0,0,186,0,0,0,120,184,-154,0,30,125,-75,0,0,1,45,0,-72,0,0,0
52669858,0,0,0,0,627,547,0,0,596,581,0,0,0,0,0,0,0,485,0,0,0,532,519,361,0,0,398,341,438,447,472,0,557,476,0,483
452121909,36,-59,0,0,229,233,0,481,0,0,0,0,0,609,388,378,0,0,0,0,0,0,321,477,0,0,559,604,0,0,558,477,0,0,317,0
182066430,0,527,501,544,0,0,594,0,587,0,567,0,0,597,0,0,0,0,0,0,553,0,0,0,0,272,284,0,0,0,422,411,442,479,0,0
271531425,705,697,0,695,0,0,0,0,0,0,0,0,0,579,518,0,0,523,0,543,561,0,0,0,656,612,0,0,662,0,0,0,0,0,0,718
142469141,0,0,0,0,0,628,0,605,623,629,749,0,0,685,0,76,0,0,0,0,532,0,0,0,0,0,481,0,0,607,627,0,0,632,0,0
131957987,0,-112,0,0,99,140,0,0,0,0,0,364,0,0,0,345,0,0,0,0,0,324,246,0,0,0,316,0,344,404,0,269,0,0,0,0
383726743,0,0,0,0,0,0,296,0,0,0,0,192,0,0,0,553,429,248,102,136,0,495,0,0,0,0,461,0,0,0,0,0,0,0,0,0
142733033,0,0,0,0,0,0,0,0,673,0,0,0,0,0,617,0,0,0,0,0,410,387,0,468,532,0,0,0,0,0,685,0,596,0,0,0
139697804,477,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,555,0,0,0,520,0,0,0,0,0,0,328,420,0,0,0,408,425,0
283508460,0,0,0,533,565,0,0,0,0,0,0,0,0,0,0,0,0,0,249,313,0,0,0,0,452,489,0,0,540,0,0,0,0,0,0,0
527062455,0,0,0,37,0,0,37,0,0,124,0,0,0,0,0,0,0,0,0,149,126,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0
83573067,0,0,0,432,0,0,226,0,0,0,0,0,617,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
284064191,0,0,0,0,602,0,622,0,0,0,0,0,0,0,0,0,349,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254004261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,762,0,0,0,0,0,0,0,760,0,0,0,0
440770169,174,155,309,125,141,42,138,350,175,312,335,47,140,261,51,396,60,42,75,28,253,297,290,261,216,42,442,163,420,235,0,41,340,103,127,212
268613190,753,753,764,0,681,692,729,598,0,676,740,738,456,519,575,562,623,650,590,649,657,729,647,718,717,761,736,743,684,705,717,691,613,750,726,0
77841796,695,743,740,693,749,751,746,720,782,691,780,725,765,0,739,0,732,698,729,628,701,715,686,693,672,697,714,711,696,709,0,231,454,490,526,595
73842256,339,0,38,75,54,82,98,108,109,106,0,176,224,212,129,0,0,210,177,164,156,-147,-189,-168,-131,-161,-166,-131,-94,-100,-82,-64,-91,-79,-48,-25
4727525,406,455,384,434,517,427,451,448,438,356,0,446,0,459,0,428,289,334,0,415,327,360,434,381,413,434,374,233,286,406,426,0,449,443,473,447
473704803,588,0,506,0,110,0,-100,476,722,475,782,0,345,0,36,887,442,-9,297,119,711,89,882,322,543,139,662,638,661,656,945,834,692,853,0,130
152533377,247,189,0,251,293,332,0,0,317,-435,-371,0,-156,-87,-95,0,-24,35,59,0,21,124,0,163,203,144,99,200,0,151,169,115,87,118,135,152
82710407,0,454,0,0,603,632,669,594,0,235,397,521,693,626,636,0,395,440,0,573,0,709,666,646,667,548,485,613,635,516,657,0,0,540,625,531
87002465,-37,-3,0,117,84,143,0,170,151,0,95,0,131,67,-3,83,29,142,155,314,322,232,221,0,-289,-129,-154,0,0,0,0,0,-48,40,57,0
173431799,737,662,611,715,0,719,705,687,746,0,0,694,0,737,0,0,0,165,98,0,354,518,468,473,0,490,427,0,0,540,630,0,642,638,0,590
276511892,475,555,534,0,0,574,614,591,-202,0,-67,0,201,241,0,225,0,0,263,0,236,366,299,404,427,0,357,357,410,429,0,434,0,518,0,518
235523548,0,507,541,505,500,506,538,0,0,459,486,536,583,542,507,0,595,0,0,0,311,363,0,0,0,416,447,445,0,433,506,479,540,553,537,0
187883092,618,553,593,0,598,0,0,0,639,653,651,551,663,0,0,586,0,642,610,577,549,0,596,428,548,0,560,562,0,424,0,0,0,400,362,0
174538717,608,583,622,641,0,0,678,648,0,659,648,0,0,0,663,671,694,0,613,0,660,641,0,650,630,639,562,0,0,0,0,0,-458,0,0,203
592464353,0,-78,0,0,-8,100,0,155,0,175,0,0,85,34,46,0,0,38,177,157,129,0,0,7,54,-33,0,0,82,0,105,0,32,44,39,0
126678321,266,0,0,0,0,0,305,0,368,337,0,358,416,381,315,369,0,0,0,0,0,0,306,266,282,265,294,0,-64,14,13,75,0,23,0,52
124573780,498,0,0,528,0,589,594,0,0,599,548,0,603,615,0,0,0,652,638,0,542,554,0,0,0,594,0,0,0,0,589,-147,18,144,258,322
295721879,0,0,0,658,611,0,127,0,348,0,0,0,465,0,0,544,576,0,0,560,645,634,635,626,0,573,583,544,0,450,0,0,506,0,0,529
256796032,715,717,734,691,634,0,677,0,0,0,693,0,731,0,0,619,672,664,0,635,0,0,572,622,0,569,661,0,0,644,0,0,0,0,0,0
121224490,0,0,613,0,0,0,617,541,626,629,0,598,571,0,0,-238,0,0,0,144,0,0,138,0,0,179,248,127,0,0,353,0,0,0,0,0
73508745,0,0,562,589,613,0,501,0,0,0,0,0,0,527,320,0,356,392,411,0,0,0,0,515,575,0,0,0,504,569,0,482,574,0,0,0
101877061,158,182,165,0,0,0,178,0,0,0,247,455,0,0,0,228,251,0,0,214,0,313,0,-330,-202,0,0,0,0,0,74,78,0,0,0,0
293687979,0,0,88,116,217,0,404,0,0,251,0,0,0,0,0,0,242,0,0,203,0,0,0,0,0,284,0,377,0,320,0,162,381,295,0,0
30595786,0,68,0,0,0,0,0,0,0,326,355,0,373,0,0,378,0,0,0,440,400,0,0,470,0,0,0,389,455,0,564,0,0,0,0,482
100745629,0,0,0,113,0,0,0,0,282,0,0,0,0,337,200,0,0,0,275,288,220,376,-327,0,0,0,0,-76,0,0,0,0,0,0,93,0
46526288,0,597,621,0,0,0,0,0,684,0,669,0,0,673,0,0,0,0,0,0,676,682,609,637,0,0,0,0,0,0,0,-211,0,0,0,0
121894248,0,0,0,220,0,0,0,0,299,339,0,0,0,0,319,0,433,0,0,0,0,0,-117,0,256,211,0,0,0,0,0,0,0,0,0,0
21841668,0,0,0,0,588,0,0,585,0,0,0,0,598,0,0,516,0,0,0,0,0,0,0,624,0,0,0,0,588,0,0,391,460,0,0,0
292604458,701,604,0,659,0,0,0,0,671,0,0,0,268,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,681,0
91843881,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,528,578,0,0,0,0,619,0,0,0,0,0,0,0,668,0,674,0
122241820,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,195,0,0,236,0,0,0,0,0,0,0,0,0,89
42263207,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,231,0,0,0,0,0,0,0,0,344,0
79048820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,679,0,0,0,0,522
55035969,402,501,539,472,583,0,458,590,628,513,542,408,536,621,417,349,337,383,323,359,364,358,400,398,424,513,400,365,391,463,504,415,639,599,561,499
297165958,745,724,742,611,671,644,685,659,694,0,712,703,722,732,735,706,769,105,527,529,672,658,620,734,701,670,696,742,679,732,709,0,742,757,687,686
84022173,96,113,143,98,231,197,251,283,0,0,212,288,275,195,161,150,222,292,283,240,232,300,261,206,287,-33,164,96,0,345,248,0,234,232,0,269
211768669,324,-369,0,-127,-120,-51,-105,-85,-67,0,-83,-90,-29,-2,-8,37,53,0,0,119,96,119,159,220,259,326,228,269,0,291,322,335,329,400,347,416
203634680,706,691,659,660,672,698,0,629,0,602,672,-302,163,215,272,403,435,0,504,0,505,488,575,505,568,0,663,605,0,606,653,601,359,673,645,615
136673260,-53,-107,0,-31,65,0,88,126,173,152,170,242,264,237,195,205,264,237,240,275,0,266,-262,-298,-132,-135,-129,0,23,23,0,0,-4,72,50,0
335648790,671,579,666,584,0,610,618,601,612,699,702,676,0,714,0,551,708,645,453,0,700,674,0,0,657,586,707,733,733,765,725,680,710,0,723,713
163083663,222,308,0,230,370,0,105,337,137,311,297,234,393,0,0,79,226,417,0,0,0,476,389,290,295,380,319,366,491,476,285,0,505,419,304,0
208444983,584,696,663,647,583,651,683,670,682,581,665,546,0,528,459,465,0,613,0,562,619,0,0,545,0,676,654,606,0,0,597,0,593,665,613,605
112396824,235,224,364,255,239,0,418,248,284,0,0,236,319,259,0,270,270,0,212,351,354,0,0,0,-130,0,-157,-58,-108,0,-58,-7,-17,23,18,49
