id,year,index,magnitude,duration,rate,indexRegrowth,recoveryIndicator,regrowth60,regrowth80,regrowth100
212,2019,486,-29,17,-1.705882352941176,NaN,NaN,NaN,NaN,NaN
213,2000,393,-257,1,-257,252,-0.980544747081712,3,3,3
213,2015,401,-270,12,-22.5,NaN,NaN,1,1,1
214,1999,355,-265,1,-265,197,-0.743396226415094,5,6,10
215,1999,415,-242,1,-242,131,-0.541322314049587,1,2,NaN
216,2004,439,-6,20,-0.3,-177,29.5,NaN,NaN,NaN
216,2005,-97,-536,1,-536,359,-0.669776119402985,2,9,NaN
217,2011,189,-303,2,-151.5,119,-0.392739273927393,NaN,NaN,NaN
218,2001,290,-67,9,-7.444444444444445,-371,5.537313432835821,NaN,NaN,NaN
218,2002,-81,-371,1,-371,0,-0,NaN,NaN,NaN
219,1991,-21,-245,1,-245,0,-0,18,NaN,NaN
220,1998,501,-131,1,-131,-146,1.114503816793893,NaN,NaN,NaN
220,2001,355,-217,1,-217,0,-0,NaN,NaN,NaN
221,2005,-274,-924,1,-924,374,-0.404761904761905,11,NaN,NaN
221,2014,100,-24,8,-3,290,-12.083333333333334,1,1,1
222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,2015,277,-69,2,-34.5,NaN,NaN,NaN,NaN,NaN
223,2016,-112,-389,1,-389,NaN,NaN,NaN,NaN,NaN
224,2019,739,-8,14,-0.571428571428571,NaN,NaN,NaN,NaN,NaN
225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,1999,-23,-243,1,-243,0,-0,NaN,NaN,NaN
227,2009,389,-318,1,-318,303,-0.952830188679245,2,2,NaN
228,1997,142,-19,13,-1.461538461538461,-146,7.684210526315789,NaN,NaN,NaN
228,1998,-170,-312,1,-312,166,-0.532051282051282,7,NaN,NaN
229,2019,-39,-1,35,-0.028571428571429,NaN,NaN,NaN,NaN,NaN
230,2019,468,-128,10,-12.8,NaN,NaN,NaN,NaN,NaN
231,1988,-1,-293,4,-73.25,480,-1.638225255972696,1,1,1
231,2001,576,-109,12,-9.083333333333334,95,-0.871559633027523,4,4,7
231,2002,10,-566,1,-566,650,-1.148409893992933,1,1,3
232,2018,-471,-1056,1,-1056,NaN,NaN,NaN,NaN,NaN
233,2017,648,-44,33,-1.333333333333333,NaN,NaN,NaN,NaN,NaN
233,2018,266,-382,1,-382,NaN,NaN,1,NaN,NaN
234,2007,-99,-787,2,-393.5,198,-0.251588310038119,NaN,NaN,NaN
234,2010,-132,-162,1,-162,30,-0.185185185185185,1,1,1
234,2019,-79,-178,8,-22.25,NaN,NaN,NaN,NaN,NaN
235,2001,-94,-244,2,-122,225,-0.922131147540984,1,4,4
235,2019,-22,-296,9,-32.888888888888886,NaN,NaN,NaN,NaN,NaN
236,2007,-447,-984,1,-984,700,-0.711382113821138,1,2,NaN
236,2011,174,-265,2,-132.5,236,-0.890566037735849,3,3,3
237,2010,609,-108,26,-4.153846153846154,-218,2.018518518518519,NaN,NaN,NaN
237,2011,125,-484,1,-484,285,-0.588842975206612,6,NaN,NaN
238,2004,198,-26,20,-1.3,-260,10,NaN,NaN,NaN
238,2005,-306,-504,1,-504,252,-0.5,8,13,NaN
239,2008,139,-75,13,-5.769230769230769,-211,2.813333333333333,NaN,NaN,NaN
239,2009,-81,-220,1,-220,41,-0.186363636363636,NaN,NaN,NaN
240,1989,329,-287,1,-287,175,-0.609756097560976,2,14,25
240,2019,518,-163,5,-32.6,NaN,NaN,NaN,NaN,NaN
241,2011,466,-207,1,-207,214,-1.033816425120773,1,1,1
241,2019,665,-61,7,-8.714285714285714,NaN,NaN,NaN,NaN,NaN
242,2007,458,-262,1,-262,-77,0.293893129770992,6,6,6
242,2012,381,-77,5,-15.4,288,-3.74025974025974,1,1,1
242,2019,634,-104,6,-17.333333333333332,NaN,NaN,NaN,NaN,NaN
243,1985,76,-141,1,-141,-58,0.411347517730496,2,8,8
243,1992,50,-26,7,-3.714285714285714,-82,3.153846153846154,1,1,1
243,1996,-32,-430,2,-215,82,-0.190697674418605,NaN,NaN,NaN
244,2006,-476,-852,1,-852,657,-0.77112676056338,3,NaN,NaN
245,1999,-352,-677,1,-677,167,-0.246676514032496,6,NaN,NaN
245,2019,28,-27,14,-1.928571428571429,NaN,NaN,NaN,NaN,NaN
246,2001,470,-179,1,-179,76,-0.424581005586592,7,8,8
247,2002,555,-65,18,-3.611111111111111,8,-0.123076923076923,10,10,14
248,2009,673,-46,25,-1.84,-117,2.543478260869565,NaN,NaN,NaN
248,2010,142,-531,1,-531,414,-0.779661016949153,4,7,NaN
249,1998,-355,-719,1,-719,327,-0.454798331015299,9,15,NaN
249,2019,233,-40,6,-6.666666666666667,NaN,NaN,NaN,NaN,NaN
250,2006,493,-248,1,-248,217,-0.875,1,5,NaN
251,1998,7,-224,1,-224,71,-0.316964285714286,NaN,NaN,NaN
251,2002,-85,-92,4,-23,-208,2.260869565217391,1,1,1
251,2004,-381,-459,1,-459,280,-0.610021786492375,4,NaN,NaN
252,1992,644,-282,1,-282,-15,0.053191489361702,NaN,NaN,NaN
252,2019,600,-44,27,-1.62962962962963,NaN,NaN,NaN,NaN,NaN
253,1993,-421,-711,1,-711,374,-0.526019690576653,14,15,15
253,2019,176,-159,11,-14.454545454545455,NaN,NaN,NaN,NaN,NaN
254,1997,498,-75,13,-5.769230769230769,-120,1.6,6,6,6
254,1998,77,-421,1,-421,534,-1.268408551068884,4,5,5
254,2019,533,-78,16,-4.875,NaN,NaN,NaN,NaN,NaN
255,2010,214,-25,22,-1.136363636363636,-201,8.04,NaN,NaN,NaN
255,2011,13,-201,1,-201,0,-0,NaN,NaN,NaN
256,1998,461,-158,1,-158,203,-1.284810126582278,1,1,1
257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,2006,444,-194,2,-97,0,-0,NaN,NaN,NaN
260,2019,690,-34,35,-0.971428571428571,NaN,NaN,NaN,NaN,NaN
261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,2019,187,-59,35,-1.685714285714286,NaN,NaN,NaN,NaN,NaN
264,1985,-1,-176,1,-176,33,-0.1875,12,24,24
264,2011,-101,-237,1,-237,-28,0.118143459915612,NaN,NaN,NaN
265,1985,-196,-473,1,-473,99,-0.209302325581395,16,21,25
266,2004,-326,-778,1,-778,597,-0.767352185089974,2,10,NaN
267,1996,-34,-471,1,-471,249,-0.528662420382166,7,10,14
268,1992,281,-139,8,-17.375,40,-0.287769784172662,1,1,2
268,2001,370,-46,8,-5.75,37,-0.804347826086957,3,3,3
268,2003,146,-224,2,-112,380,-1.696428571428571,1,1,1
269,1997,578,-14,13,-1.076923076923077,-274,19.571428571428573,NaN,NaN,NaN
269,1998,-197,-775,1,-775,501,-0.646451612903226,4,6,NaN
270,2015,454,-93,20,-4.65,NaN,NaN,NaN,NaN,NaN
270,2016,-251,-705,1,-705,NaN,NaN,NaN,NaN,NaN
271,1985,-19,-434,1,-434,186,-0.428571428571429,6,12,28
272,1990,698,-52,6,-8.666666666666666,-189,3.634615384615385,NaN,NaN,NaN
272,1991,342,-356,1,-356,267,-0.75,5,NaN,NaN
272,2002,293,-316,6,-52.666666666666664,165,-0.522151898734177,1,NaN,NaN
272,2019,415,-121,16,-7.5625,NaN,NaN,NaN,NaN,NaN
273,2015,163,-536,1,-536,NaN,NaN,3,NaN,NaN
274,2017,220,-333,1,-333,NaN,NaN,NaN,NaN,NaN
275,2011,402,-5,23,-0.217391304347826,-196,39.2,NaN,NaN,NaN
275,2012,12,-390,1,-390,179,-0.458974358974359,NaN,NaN,NaN
276,1999,473,-127,13,-9.76923076923077,-143,1.125984251968504,6,15,NaN
276,2000,266,-207,1,-207,287,-1.386473429951691,5,5,5
276,2019,478,-75,14,-5.357142857142857,NaN,NaN,NaN,NaN,NaN
277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278,1990,554,-14,6,-2.333333333333333,-889,63.5,NaN,NaN,NaN
278,1991,-439,-993,1,-993,355,-0.357502517623364,11,11,NaN
279,2012,-69,-290,1,-290,75,-0.258620689655172,NaN,NaN,NaN
280,2002,510,-279,1,-279,219,-0.78494623655914,2,2,NaN
280,2019,667,-73,15,-4.866666666666666,NaN,NaN,NaN,NaN,NaN
281,1994,129,-167,1,-167,-87,0.520958083832335,1,1,1
281,1998,42,-308,3,-102.66666666666667,-4,0.012987012987013,12,13,18
282,2019,508,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
283,1987,275,-247,3,-82.33333333333333,420,-1.700404858299595,1,1,1
283,1999,242,-479,1,-479,224,-0.467640918580376,12,12,NaN
284,2016,56,-585,1,-585,NaN,NaN,NaN,NaN,NaN
285,2006,-405,-600,1,-600,318,-0.53,8,NaN,NaN
286,2019,-13,-175,34,-5.147058823529412,NaN,NaN,NaN,NaN,NaN
287,1995,324,-65,11,-5.909090909090909,-380,5.846153846153846,NaN,NaN,NaN
287,1996,-181,-505,1,-505,125,-0.247524752475248,8,9,12
288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289,2004,463,-247,1,-247,119,-0.481781376518219,6,6,10
290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,1999,221,-456,2,-228,289,-0.633771929824561,4,NaN,NaN
292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293,2001,-46,-74,17,-4.352941176470588,305,-4.121621621621622,1,1,1
294,1996,402,-230,1,-230,53,-0.230434782608696,NaN,NaN,NaN
295,2019,49,-55,13,-4.230769230769231,NaN,NaN,NaN,NaN,NaN
296,2019,664,-7,2,-3.5,NaN,NaN,NaN,NaN,NaN
297,1999,204,-352,1,-352,348,-0.988636363636364,2,4,4
297,2015,140,-421,1,-421,NaN,NaN,1,NaN,NaN
297,2019,303,-167,3,-55.666666666666664,NaN,NaN,NaN,NaN,NaN
298,1997,271,-470,7,-67.14285714285714,-162,0.34468085106383,2,10,10
298,2002,109,-482,3,-160.66666666666666,681,-1.412863070539419,3,3,3
298,2019,401,-389,12,-32.416666666666664,NaN,NaN,NaN,NaN,NaN
299,2002,70,-495,1,-495,266,-0.537373737373737,6,9,NaN
300,2006,-156,-452,1,-452,-20,0.044247787610619,NaN,NaN,NaN
301,1993,482,-220,9,-24.444444444444443,161,-0.731818181818182,1,1,NaN
301,2019,628,-31,25,-1.24,NaN,NaN,NaN,NaN,NaN
302,1991,-44,-700,1,-700,406,-0.58,3,NaN,NaN
302,2007,-340,-677,1,-677,542,-0.800590841949778,2,2,7
303,2015,329,-419,1,-419,NaN,NaN,1,NaN,NaN
303,2019,626,-3,3,-1,NaN,NaN,NaN,NaN,NaN
304,2001,-102,-280,12,-23.333333333333332,75,-0.267857142857143,1,1,1
304,2009,7,-184,7,-26.285714285714285,175,-0.951086956521739,1,1,1
304,2019,80,-193,9,-21.444444444444443,NaN,NaN,NaN,NaN,NaN
305,2001,-108,-283,2,-141.5,235,-0.830388692579505,1,4,7
306,2007,-20,-482,2,-241,71,-0.147302904564315,NaN,NaN,NaN
307,2010,301,-93,13,-7.153846153846154,-358,3.849462365591398,NaN,NaN,NaN
307,2011,41,-260,1,-260,-116,0.446153846153846,NaN,NaN,NaN
307,2019,-75,-116,8,-14.5,NaN,NaN,NaN,NaN,NaN
308,1994,-221,-584,1,-584,240,-0.410958904109589,7,14,19
309,2015,-349,-805,1,-805,NaN,NaN,NaN,NaN,NaN
310,2003,241,-172,1,-172,24,-0.13953488372093,NaN,NaN,NaN
310,2014,-125,-455,1,-455,113,-0.248351648351648,NaN,NaN,NaN
311,2015,-121,-791,1,-791,NaN,NaN,3,NaN,NaN
312,2010,560,-3,26,-0.115384615384615,-533,177.66666666666666,NaN,NaN,NaN
312,2011,-239,-799,1,-799,614,-0.76846057571965,5,7,NaN
313,1991,288,-347,1,-347,210,-0.605187319884726,1,27,NaN
313,2013,261,-286,2,-143,323,-1.129370629370629,4,4,4
314,2000,-65,-262,1,-262,153,-0.583969465648855,8,9,9
314,2015,-110,-384,1,-384,NaN,NaN,1,NaN,NaN
315,1999,409,-243,2,-121.5,148,-0.609053497942387,3,10,10
315,2019,545,-126,10,-12.6,NaN,NaN,NaN,NaN,NaN
316,1999,738,-14,15,-0.933333333333333,-240,17.142857142857142,NaN,NaN,NaN
316,2001,498,-240,2,-120,76,-0.316666666666667,6,10,NaN
317,1989,124,-99,5,-19.8,-87,0.878787878787879,1,1,1
317,1991,37,-538,1,-538,64,-0.118959107806691,NaN,NaN,NaN
317,2006,-135,-172,15,-11.466666666666667,271,-1.575581395348837,1,1,1
317,2019,50,-23,12,-1.916666666666667,NaN,NaN,NaN,NaN,NaN
318,1997,-2,-546,1,-546,105,-0.192307692307692,15,NaN,NaN
319,2019,309,-179,9,-19.88888888888889,NaN,NaN,NaN,NaN,NaN
320,2009,690,-46,25,-1.84,-110,2.391304347826087,NaN,NaN,NaN
320,2010,-1,-691,1,-691,581,-0.840810419681621,2,2,NaN
321,2001,664,-29,17,-1.705882352941176,-145,5,NaN,NaN,NaN
321,2002,165,-499,1,-499,354,-0.709418837675351,2,9,NaN
322,2012,33,-261,1,-261,156,-0.597701149425287,1,NaN,NaN
322,2019,189,-3,6,-0.5,NaN,NaN,NaN,NaN,NaN
323,2015,522,-7,31,-0.225806451612903,NaN,NaN,1,1,1
323,2017,-370,-1026,1,-1026,NaN,NaN,NaN,NaN,NaN
324,2005,515,-18,21,-0.857142857142857,-270,15,NaN,NaN,NaN
324,2006,-114,-629,1,-629,359,-0.570747217806041,12,NaN,NaN
325,1994,43,-383,1,-383,-31,0.080939947780679,NaN,NaN,NaN
325,2004,-32,-75,10,-7.5,245,-3.266666666666667,1,1,2
326,1995,154,-230,1,-230,68,-0.295652173913043,8,8,8
326,2002,-18,-240,1,-240,467,-1.945833333333333,1,1,1
327,2019,605,-46,35,-1.314285714285714,NaN,NaN,NaN,NaN,NaN
328,1991,91,-562,1,-562,0,-0,25,25,25
328,2015,75,-16,24,-0.666666666666667,NaN,NaN,1,1,1
329,2010,-378,-987,1,-987,522,-0.52887537993921,NaN,NaN,NaN
330,2016,-29,-788,1,-788,NaN,NaN,NaN,NaN,NaN
330,2017,-66,-37,1,-37,NaN,NaN,1,1,1
331,1992,541,-65,8,-8.125,-136,2.092307692307692,20,20,20
331,1993,-93,-634,1,-634,498,-0.785488958990536,3,3,14
332,1995,-479,-803,1,-803,495,-0.616438356164384,5,9,13
332,2010,225,-270,1,-270,-402,1.488888888888889,NaN,NaN,NaN
332,2011,-439,-664,1,-664,309,-0.465361445783133,7,NaN,NaN
333,1999,-453,-1101,1,-1101,732,-0.664850136239782,5,17,NaN
334,2000,543,-57,16,-3.5625,-7,0.12280701754386,10,15,17
334,2003,403,-140,3,-46.666666666666664,150,-1.071428571428571,2,2,5
334,2018,460,-166,1,-166,NaN,NaN,NaN,NaN,NaN
335,2004,141,-159,2,-79.5,125,-0.786163522012579,1,2,3
335,2012,47,-286,5,-57.2,-76,0.265734265734266,NaN,NaN,NaN
335,2019,37,-10,7,-1.428571428571429,NaN,NaN,NaN,NaN,NaN
336,1986,81,-655,1,-655,435,-0.66412213740458,2,8,15
337,2007,200,-135,23,-5.869565217391305,-191,1.414814814814815,1,1,1
337,2010,290,-121,2,-60.5,-231,1.909090909090909,NaN,NaN,NaN
337,2011,-249,-539,1,-539,316,-0.586270871985158,2,NaN,NaN
338,1993,589,-92,9,-10.222222222222221,55,-0.597826086956522,16,16,16
338,1995,366,-223,2,-111.5,258,-1.15695067264574,1,1,1
338,2019,605,-4,23,-0.173913043478261,NaN,NaN,NaN,NaN,NaN
339,1998,138,-225,2,-112.5,217,-0.964444444444444,2,2,NaN
339,2008,258,-97,8,-12.125,-229,2.360824742268041,NaN,NaN,NaN
339,2009,-175,-433,1,-433,114,-0.263279445727483,9,NaN,NaN
340,1996,-70,-394,1,-394,336,-0.852791878172589,5,5,7
341,2000,68,-466,6,-77.66666666666667,431,-0.924892703862661,1,1,1
341,2002,267,-361,1,-361,242.5,-0.671745152354571,1,12,NaN
341,2019,548,-79,4,-19.75,NaN,NaN,NaN,NaN,NaN
342,1992,530,-133,8,-16.625,-150,1.12781954887218,20,23,NaN
342,1993,-371,-901,1,-901,718,-0.796892341842397,3,4,15
343,2000,117,-510,1,-510,141,-0.276470588235294,11,14,NaN
344,1991,289,-40,4,-10,-183,4.575,17,17,17
344,1992,50,-239,1,-239,118,-0.493723849372385,7,13,16
345,1990,268,-254,2,-127,323,-1.271653543307087,2,2,3
345,2019,520,-71,26,-2.730769230769231,NaN,NaN,NaN,NaN,NaN
346,2001,-192,-621,1,-621,615,-0.990338164251208,5,5,6
347,2015,189,-427,1,-427,NaN,NaN,NaN,NaN,NaN
348,1993,381,-278,9,-30.88888888888889,44,-0.158273381294964,1,3,4
348,1998,425,-240,1,-240,-22,0.091666666666667,15,15,NaN
348,2014,213,-441,1,-441,141,-0.319727891156463,NaN,NaN,NaN
349,2019,626,-37,35,-1.057142857142857,NaN,NaN,NaN,NaN,NaN
350,2004,690,-20,20,-1,0,-0,8,8,8
351,1993,-27,-104,1,-104,0,-0,8,12,12
351,2012,-60,-219,1,-219,0,-0,NaN,NaN,NaN
352,2019,624,-90,35,-2.571428571428572,NaN,NaN,NaN,NaN,NaN
353,1995,82,-609,1,-609,254,-0.417077175697865,10,19,NaN
354,2014,-53,-458,1,-458,166,-0.362445414847162,NaN,NaN,NaN
355,2001,-74,-47,17,-2.764705882352941,279,-5.936170212765957,1,1,1
355,2007,46,-118,5,-23.6,0,-0,9,9,NaN
355,2017,-81,-240,1,-240,NaN,NaN,NaN,NaN,NaN
356,2008,-239,-382,1,-382,0,-0,NaN,NaN,NaN
357,2019,655,-26,22,-1.181818181818182,NaN,NaN,NaN,NaN,NaN
358,2019,178,-82,13,-6.307692307692307,NaN,NaN,NaN,NaN,NaN
359,2000,59,-284,1,-284,0,-0,NaN,NaN,NaN
359,2019,-12,-71,19,-3.736842105263158,NaN,NaN,NaN,NaN,NaN
360,2004,-10,-118,19,-6.210526315789473,507,-4.296610169491525,1,1,1
361,2011,140,-93,7,-13.285714285714286,182,-1.956989247311828,1,1,1
362,2019,426,-17,35,-0.485714285714286,NaN,NaN,NaN,NaN,NaN
363,2018,-1,-515,1,-515,NaN,NaN,NaN,NaN,NaN
364,1999,-334,-948,1,-948,569,-0.600210970464135,5,15,NaN
364,2008,158,-140,3,-46.666666666666664,140,-1,1,1,1
365,2009,-260,-585,1,-585,508,-0.868376068376068,4,5,6
366,2010,243,-67,11,-6.090909090909091,-386,5.761194029850746,NaN,NaN,NaN
366,2011,-23,-266,1,-266,-63,0.236842105263158,NaN,NaN,NaN
367,1999,-543,-1094,1,-1094,716,-0.654478976234004,5,10,NaN
368,1998,184,-259,1,-259,59,-0.227799227799228,6,10,11
368,2010,338,-278,1,-278,83,-0.298561151079137,NaN,NaN,NaN
369,2010,534,-188,1,-188,-394,2.095744680851064,1,1,NaN
369,2014,-5,-637,1,-637,500,-0.784929356357928,2,NaN,NaN
369,2019,495,-4,3,-1.333333333333333,NaN,NaN,NaN,NaN,NaN
370,2015,-361,-981,1,-981,NaN,NaN,3,NaN,NaN
371,2013,131,-204,1,-204,-35,0.17156862745098,NaN,NaN,NaN
371,2019,96,-35,6,-5.833333333333333,NaN,NaN,NaN,NaN,NaN
372,1988,711,-35,4,-8.75,-224,6.4,16,16,16
372,1989,258,-453,1,-453,348,-0.768211920529801,5,7,13
372,2019,674,-86,15,-5.733333333333333,NaN,NaN,NaN,NaN,NaN
373,1996,-65,-461,1,-461,101,-0.219088937093275,16,17,NaN
374,2016,-80,-425,2,-212.5,NaN,NaN,NaN,NaN,NaN
375,2010,374,-247,3,-82.33333333333333,-615,2.489878542510121,3,3,NaN
375,2014,-241,-849,1,-849,0,-0,NaN,NaN,NaN
376,1996,738,-18,12,-1.5,-140,7.777777777777778,NaN,NaN,NaN
376,1997,245,-493,1,-493,198,-0.401622718052738,3,17,NaN
376,1999,189,-56,2,-28,392,-7,1,1,1
376,2012,445,-185,12,-15.416666666666666,242,-1.308108108108108,1,2,2
377,1989,390,-3,5,-0.6,38,-12.666666666666666,1,1,1
377,1993,405,-189,2,-94.5,29,-0.153439153439153,NaN,NaN,NaN
377,2009,387,-18,16,-1.125,-204,11.333333333333334,NaN,NaN,NaN
377,2010,183,-204,1,-204,0,-0,7,NaN,NaN
378,1998,555,-41,14,-2.928571428571428,-106,2.585365853658537,14,14,18
378,1999,321,-234,1,-234,128,-0.547008547008547,11,11,13
378,2008,367,-36,8,-4.5,228,-6.333333333333333,1,1,1
379,2005,338,-40,21,-1.904761904761905,-375,9.375,NaN,NaN,NaN
379,2006,-167,-505,1,-505,130,-0.257425742574257,NaN,NaN,NaN
379,2012,-88,-136,5,-27.2,191,-1.404411764705882,1,4,4
380,2003,673,-65,19,-3.421052631578947,-147,2.261538461538461,NaN,NaN,NaN
380,2004,526,-147,1,-147,0,-0,NaN,NaN,NaN
381,2001,272,-63,17,-3.705882352941177,-146,2.317460317460318,13,NaN,NaN
381,2002,-76,-348,1,-348,202,-0.580459770114943,11,11,12
381,2012,95,-9,8,-1.125,222,-24.666666666666668,1,1,1
382,1997,-66,-312,2,-156,264,-0.846153846153846,1,1,14
382,2010,85,-113,12,-9.416666666666666,31,-0.274336283185841,1,1,1
382,2019,-51,-321,8,-40.125,NaN,NaN,NaN,NaN,NaN
383,1998,519,-13,14,-0.928571428571429,-787,60.53846153846154,NaN,NaN,NaN
383,1999,-453,-972,1,-972,197,-0.202674897119342,NaN,NaN,NaN
383,2007,-237,-300,1,-300,0,-0,NaN,NaN,NaN
384,1993,354,-249,1,-249,345,-1.385542168674699,4,4,4
384,2017,447,-252,20,-12.6,NaN,NaN,1,1,NaN
385,2009,385,-252,1,-252,43,-0.170634920634921,1,NaN,NaN
386,1994,531,-65,10,-6.5,-304,4.676923076923077,17,17,17
386,1995,227,-304,1,-304,0,-0,8,8,16
386,2002,-100,-341,1,-341,621,-1.821114369501466,1,1,1
387,1996,557,-198,1,-198,0,-0,NaN,NaN,NaN
387,2007,423,-174,1,-174,195,-1.120689655172414,1,1,1
387,2019,656,-2,11,-0.181818181818182,NaN,NaN,NaN,NaN,NaN
388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390,2001,80,-312,1,-312,0,-0,NaN,NaN,NaN
391,2019,217,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
392,2015,274,-286,2,-143,NaN,NaN,NaN,NaN,NaN
393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394,1999,228,-144,1,-144,0,-0,10,NaN,NaN
394,2008,-187,-415,1,-415,518,-1.248192771084337,1,1,1
395,2019,628,-86,35,-2.457142857142857,NaN,NaN,NaN,NaN,NaN
396,2004,331,-276,1,-276,280,-1.014492753623188,1,3,3
396,2010,374,-299,3,-99.66666666666667,181,-0.605351170568562,1,1,1
396,2019,646,-44,8,-5.5,NaN,NaN,NaN,NaN,NaN
397,1995,-251,-659,1,-659,317,-0.48103186646434,11,11,NaN
397,2019,260,-49,7,-7,NaN,NaN,NaN,NaN,NaN
398,1998,304,-339,1,-339,195,-0.575221238938053,6,7,15
398,2016,457,-221,3,-73.66666666666667,NaN,NaN,1,1,1
398,2019,656,-55,2,-27.5,NaN,NaN,NaN,NaN,NaN
399,1995,-83,-172,1,-172,60,-0.348837209302326,7,9,9
399,2015,-48,-217,1,-217,NaN,NaN,1,3,NaN
399,2019,98,-26,3,-8.666666666666666,NaN,NaN,NaN,NaN,NaN
400,2015,690,-53,31,-1.709677419354839,NaN,NaN,NaN,NaN,NaN
400,2016,311,-379,1,-379,NaN,NaN,NaN,NaN,NaN
401,2006,-423,-761,1,-761,376,-0.494086727989487,6,11,NaN
402,1999,386,-294,2,-147,211,-0.717687074829932,4,6,12
402,2012,535,-168,1,-168,-33,0.196428571428571,4,4,NaN
402,2019,502,-188,3,-62.666666666666664,NaN,NaN,NaN,NaN,NaN
403,1988,60,-114,4,-28.5,398,-3.491228070175439,1,1,1
403,2003,181,-377,8,-47.125,196,-0.519893899204244,3,7,NaN
403,2019,310,-218,9,-24.22222222222222,NaN,NaN,NaN,NaN,NaN
404,2001,504,-107,13,-8.23076923076923,103,-0.962616822429907,4,4,7
404,2010,486,-236,1,-236,151,-0.639830508474576,1,1,NaN
404,2019,683,-4,8,-0.5,NaN,NaN,NaN,NaN,NaN
405,1995,-57,-484,1,-484,228,-0.471074380165289,13,NaN,NaN
406,1998,224,-368,1,-368,260,-0.706521739130435,1,6,14
406,2000,285,-212,1,-212,191,-0.900943396226415,3,3,4
407,1990,379,-131,1,-131,-63,0.480916030534351,1,1,2
407,1995,316,-268,2,-134,144,-0.537313432835821,1,1,NaN
407,2019,465,-75,23,-3.260869565217391,NaN,NaN,NaN,NaN,NaN
408,2002,50,-351,1,-351,109,-0.310541310541311,7,10,11
409,2009,312,-235,1,-235,115,-0.48936170212766,NaN,NaN,NaN
409,2011,255,-57,2,-28.5,167,-2.929824561403509,1,1,1
409,2019,422,-22,7,-3.142857142857143,NaN,NaN,NaN,NaN,NaN
410,2011,-45,-331,1,-331,0,-0,NaN,NaN,NaN
411,2002,284,-224,2,-112,0,-0,15,17,NaN
412,2001,-326,-600,1,-600,193,-0.321666666666667,13,NaN,NaN
413,2008,151,-72,24,-3,-195,2.708333333333333,NaN,NaN,NaN
413,2009,-248,-399,1,-399,246,-0.616541353383459,5,8,NaN
414,1998,524,-1,14,-0.071428571428571,-218,218,NaN,NaN,NaN
414,1999,35,-489,1,-489,271,-0.554192229038855,10,10,NaN
415,2015,503,-18,30,-0.6,NaN,NaN,NaN,NaN,NaN
415,2017,188,-315,2,-157.5,NaN,NaN,NaN,NaN,NaN
416,1991,-24,-372,1,-372,405,-1.088709677419355,2,2,2
416,2003,-89,-470,3,-156.66666666666666,484,-1.029787234042553,1,1,1
417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418,1994,301,-235,1,-235,101,-0.429787234042553,7,7,NaN
419,1999,-485,-1046,1,-1046,831,-0.794455066921606,4,17,NaN
420,2000,108,-353,1,-353,91,-0.257790368271955,13,18,NaN
421,2003,-21,-685,1,-685,371,-0.541605839416058,6,7,13
422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
423,2019,535,-162,35,-4.628571428571429,NaN,NaN,NaN,NaN,NaN
424,2005,220,-435,1,-435,178,-0.409195402298851,7,7,NaN
425,2019,428,-102,35,-2.914285714285714,NaN,NaN,NaN,NaN,NaN
426,2019,385,-13,5,-2.6,NaN,NaN,NaN,NaN,NaN
427,2019,599,-33,35,-0.942857142857143,NaN,NaN,NaN,NaN,NaN
428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
429,2016,-296,-964,1,-964,NaN,NaN,2,NaN,NaN
430,1990,157,-482,6,-80.33333333333333,198,-0.410788381742739,9,11,NaN
430,2002,251,-333,1,-333,245,-0.735735735735736,4,NaN,NaN
430,2019,318,-168,3,-56,NaN,NaN,NaN,NaN,NaN
431,1995,-523,-931,1,-931,757,-0.813104189044039,4,5,11
431,2003,141,-93,3,-31,232,-2.494623655913978,1,1,1
431,2019,310,-107,13,-8.23076923076923,NaN,NaN,NaN,NaN,NaN
432,1998,373,-226,6,-37.666666666666664,85,-0.376106194690265,15,20,NaN
