id,year,value,magnitude,duration,rate,indexRegrowth,recoveryIndicator,regrowth60,regrowth80,regrowth100
80,2001,-150,-456,2,-228,377.2352941176471,-0.827270381836945,1,1,NaN
80,2019,150,-101,17,-5.941176470588236,NaN,NaN,NaN,NaN,NaN
81,1991,33,-560,1,-560,-119.5,0.213392857142857,NaN,NaN,NaN
81,2001,-206,-239,10,-23.9,31.944444444444457,-0.133658763365876,NaN,NaN,NaN
82,1993,249,-379,9,-42.111111111111114,170,-0.448548812664908,1,1,3
82,1998,419,-233,1,-233,193.20000000000005,-0.829184549356223,1,1,NaN
83,2003,-51,-638,1,-638,412,-0.64576802507837,5,NaN,NaN
84,1998,24,-610,1,-610,220,-0.360655737704918,10,19,NaN
84,2005,240,-12,6,-2,253,-21.083333333333332,1,1,1
85,1999,488,-158,1,-158,42,-0.265822784810127,1,1,7
85,2001,314,-288,1,-288,360,-1.25,1,3,4
85,2019,715,-31,12,-2.583333333333333,NaN,NaN,NaN,NaN,NaN
86,2006,370,-195,1,-195,-212,1.087179487179487,1,NaN,NaN
86,2008,116,-322,1,-322,70,-0.217391304347826,11,NaN,NaN
87,2004,459,-270,2,-135,164,-0.607407407407407,1,4,NaN
87,2010,-74,-697,1,-697,105.55555555555556,-0.151442690897497,NaN,NaN,NaN
88,1990,498,-1,6,-0.166666666666667,-120.85714285714283,120.85714285714283,2,7,14
88,1991,-37,-535,1,-535,427.85714285714283,-0.799732977303071,1,6,13
88,2014,-89,-713,1,-713,0,-0,NaN,NaN,NaN
89,2009,489,-173,1,-173,-446.6666666666667,2.581888246628131,NaN,NaN,NaN
89,2010,41,-448,1,-448,1.666666666666664,-0.003720238095238,NaN,NaN,NaN
90,1992,528,-131,8,-16.375,31.111111111111086,-0.237489397794741,1,1,22
91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92,2005,48,-122,21,-5.809523809523809,-72,0.590163934426229,1,1,1
92,2007,-24,-288,1,-288,0,-0,NaN,NaN,NaN
93,2010,262,-400,1,-400,238.5,-0.59625,1,NaN,NaN
94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,2007,-106,-291,1,-291,0,-0,NaN,NaN,NaN
96,2019,208,-70,25,-2.8,NaN,NaN,NaN,NaN,NaN
97,2011,-114,-436,1,-436,203,-0.465596330275229,NaN,NaN,NaN
98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,2010,638,-16,8,-2,-154.71428571428572,9.669642857142858,2,8,NaN
99,2011,-36,-674,1,-674,532.7142857142858,-0.790377278507842,1,7,NaN
100,2010,172,-168,9,-18.666666666666668,-211.33333333333331,1.257936507936508,NaN,NaN,NaN
100,2011,-306,-478,1,-478,333.3333333333333,-0.697350069735007,NaN,NaN,NaN
100,2019,-91,-185,2,-92.5,NaN,NaN,NaN,NaN,NaN
101,2014,473,-16,30,-0.533333333333333,-251,15.6875,NaN,NaN,NaN
101,2015,-365,-838,1,-838,NaN,NaN,NaN,NaN,NaN
102,2002,-478,-988,1,-988,872,-0.882591093117409,5,7,NaN
103,1998,-168,-805,1,-805,170.41666666666666,-0.211697722567288,21,NaN,NaN
103,2011,-493,-734,1,-734,806.5,-1.098773841961853,2,2,3
104,2011,220,-287,4,-71.75,213.1428571428571,-0.742658038825286,1,1,1
104,2019,332,-236,7,-33.714285714285715,NaN,NaN,NaN,NaN,NaN
105,1990,618,-70,6,-11.666666666666666,107.79999999999995,-1.539999999999999,1,4,4
105,1992,319,-299,2,-149.5,412.4,-1.379264214046823,1,2,2
106,2007,449,-50,23,-2.173913043478261,-244.54545454545456,4.890909090909092,9,12,NaN
106,2008,83,-366,1,-366,151.8181818181818,-0.414803775459513,7,10,NaN
107,1999,-43,-572,1,-572,210.85714285714286,-0.368631368631369,10,10,NaN
108,1999,-421,-882,1,-882,727.7777777777778,-0.82514487276392,5,7,8
109,2006,140,-375,1,-375,100,-0.266666666666667,9,NaN,NaN
110,1995,521,-206,6,-34.333333333333336,1.764705882352928,-0.00856653340948,1,NaN,NaN
110,2013,-508,-1035,1,-1035,766,-0.740096618357488,NaN,NaN,NaN
111,2003,56,-470,3,-156.66666666666666,13.4375,-0.028590425531915,NaN,NaN,NaN
112,1995,8,-135,1,-135,122,-0.903703703703704,2,2,3
112,2002,-72,-303,3,-101,324.8,-1.071947194719472,2,2,2
112,2019,136,-146,15,-9.733333333333333,NaN,NaN,NaN,NaN,NaN
113,1998,287,-337,2,-168.5,249,-0.738872403560831,2,5,NaN
114,1994,38,-163,10,-16.3,96.60000000000002,-0.592638036809816,1,1,1
114,2000,49,-428,5,-85.6,32.22222222222223,-0.075285565939772,10,NaN,NaN
114,2019,258,-93,9,-10.333333333333334,NaN,NaN,NaN,NaN,NaN
115,2002,-491,-1111,1,-1111,384,-0.345634563456346,14,NaN,NaN
116,2014,536,-78,30,-2.6,-151,1.935897435897436,3,NaN,NaN
116,2015,-39,-575,1,-575,NaN,NaN,2,NaN,NaN
117,2006,-154,-338,1,-338,79.33333333333333,-0.234714003944773,3,NaN,NaN
117,2010,-75,-200,1,-200,1.666666666666671,-0.008333333333333,NaN,NaN,NaN
118,2006,519,-108,22,-4.909090909090909,-117.33333333333331,1.086419753086419,3,NaN,NaN
118,2007,361,-158,1,-158,50.833333333333314,-0.321729957805907,1,6,NaN
119,1998,388,-221,6,-36.833333333333336,85.5,-0.386877828054299,1,6,NaN
119,2019,317,-242,11,-22,NaN,NaN,NaN,NaN,NaN
120,2005,272,-281,1,-281,73.92857142857144,-0.263091001525165,5,12,NaN
121,1996,695,-10,12,-0.833333333333333,-148.42857142857144,14.842857142857145,1,1,22
121,1998,518,-177,2,-88.5,47.61904761904759,-0.269034167339252,1,4,19
122,1999,76,-609,1,-609,477.0526315789474,-0.78333765448103,1,5,NaN
123,2019,269,-95,29,-3.275862068965517,NaN,NaN,NaN,NaN,NaN
124,1998,192,-104,14,-7.428571428571429,-56,0.538461538461538,1,1,1
124,2002,102,-451,3,-150.33333333333334,386.2,-0.856319290465632,2,2,NaN
124,2019,461,-34,15,-2.266666666666667,NaN,NaN,NaN,NaN,NaN
125,1998,617,-56,14,-4,-169.8,3.032142857142857,1,15,NaN
125,1999,410,-207,1,-207,46.5,-0.22463768115942,1,9,NaN
126,2011,520,-82,26,-3.153846153846154,-136.57142857142856,1.665505226480836,4,NaN,NaN
126,2012,328,-192,1,-192,69.28571428571428,-0.360863095238095,1,7,NaN
127,2002,249,-316,1,-316,220.60000000000002,-0.698101265822785,1,2,NaN
128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,1990,226,-206,1,-206,375.57142857142856,-1.823162274618585,1,1,1
129,2019,509,-108,28,-3.857142857142857,NaN,NaN,NaN,NaN,NaN
130,2000,349,-273,1,-273,10.78947368421052,-0.039521881627145,12,NaN,NaN
131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,2009,42,-211,5,-42.2,79.19999999999999,-0.375355450236967,1,1,1
132,2015,41,-401,5,-80.2,NaN,NaN,1,NaN,NaN
132,2019,127,-213,3,-71,NaN,NaN,NaN,NaN,NaN
133,1995,738,-15,11,-1.363636363636364,-160.66666666666663,10.711111111111109,1,6,NaN
133,1996,456,-282,1,-282,151.66666666666663,-0.537825059101655,1,5,NaN
133,2019,726,-3,14,-0.214285714285714,NaN,NaN,NaN,NaN,NaN
134,2015,231,-478,1,-478,NaN,NaN,1,NaN,NaN
135,1985,38,-301,1,-301,31.05263157894737,-0.103164888966603,NaN,NaN,NaN
135,2005,-147,-303,1,-303,43.57142857142857,-0.143800094295144,NaN,NaN,NaN
136,2000,289,-139,1,-139,80.55555555555554,-0.579536370903277,1,4,9
136,2011,233,-201,2,-100.5,193.5,-0.962686567164179,1,2,7
137,1990,-100,-688,6,-114.66666666666667,882,-1.281976744186047,3,4,4
137,1998,36,-746,3,-248.66666666666666,37.85714285714286,-0.050746840291076,13,16,18
137,2019,130,-723,2,-361.5,NaN,NaN,NaN,NaN,NaN
138,1993,-435,-752,1,-752,338.83333333333337,-0.450576241134752,15,NaN,NaN
138,2019,135,-68,11,-6.181818181818182,NaN,NaN,NaN,NaN,NaN
139,1993,235,-359,1,-359,309,-0.860724233983287,1,2,3
139,2000,395,-298,4,-74.5,308.4,-1.03489932885906,1,3,4
139,2019,625,-84,15,-5.6,NaN,NaN,NaN,NaN,NaN
140,2000,29,-88,14,-6.285714285714286,238.5,-2.710227272727273,1,1,1
140,2007,221,-93,4,-23.25,-384.1818181818182,4.130987292277615,NaN,NaN,NaN
140,2008,-289,-510,1,-510,157.27272727272728,-0.308377896613191,NaN,NaN,NaN
141,2001,165,-572,1,-572,358.1428571428571,-0.626123876123876,4,18,NaN
141,2003,98,-67,2,-33.5,435.42857142857144,-6.498933901918977,1,1,1
142,1992,-202,-793,1,-793,416.7826086956522,-0.525577060145841,16,24,NaN
143,2001,311,-284,1,-284,62.77777777777777,-0.221048513302034,4,14,NaN
144,2012,562,-56,28,-2,-142.8571428571429,2.551020408163266,1,1,NaN
144,2019,362,-200,7,-28.571428571428573,NaN,NaN,NaN,NaN,NaN
145,2015,562,-46,31,-1.483870967741935,NaN,NaN,NaN,NaN,NaN
145,2016,-458,-1020,1,-1020,NaN,NaN,NaN,NaN,NaN
146,2019,39,-116,29,-4,NaN,NaN,NaN,NaN,NaN
147,2012,-64,-358,1,-358,82.85714285714286,-0.231444533120511,NaN,NaN,NaN
148,2015,-147,-736,1,-736,NaN,NaN,NaN,NaN,NaN
149,1989,611,-47,5,-9.4,-263,5.595744680851064,7,8,NaN
149,1990,127,-484,1,-484,221,-0.456611570247934,6,7,NaN
149,2019,529,-15,22,-0.681818181818182,NaN,NaN,NaN,NaN,NaN
150,2019,644,-71,35,-2.028571428571428,NaN,NaN,NaN,NaN,NaN
151,1998,571,-42,14,-3,-431.6363636363636,10.277056277056277,NaN,NaN,NaN
151,1999,-238,-809,1,-809,375.8181818181818,-0.464546578267221,13,NaN,NaN
151,2011,127,-17,11,-1.545454545454545,226,-13.294117647058824,1,1,1
152,1997,527,-35,13,-2.692307692307693,-158.6190476190476,4.531972789115645,3,12,22
152,1998,320,-207,1,-207,60.47619047619048,-0.292155509546814,1,9,18
153,2007,-330,-643,1,-643,405.2,-0.630171073094868,NaN,NaN,NaN
154,2008,203,-14,19,-0.736842105263158,45,-3.214285714285714,1,1,1
154,2015,162,-215,5,-43,NaN,NaN,1,1,1
154,2019,295,-86,3,-28.666666666666668,NaN,NaN,NaN,NaN,NaN
155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,2006,-327,-703,1,-703,307.3333333333333,-0.437174016121385,NaN,NaN,NaN
157,2008,-211,-848,1,-848,0,-0,NaN,NaN,NaN
158,2006,-117,-550,1,-550,358,-0.650909090909091,NaN,NaN,NaN
158,2019,211,-45,12,-3.75,NaN,NaN,NaN,NaN,NaN
159,2015,391,-197,1,-197,NaN,NaN,1,NaN,NaN
160,1995,671,-30,11,-2.727272727272727,-235,7.833333333333333,2,12,NaN
160,1996,268,-403,1,-403,168,-0.416873449131514,1,11,11
161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,2010,89,-147,1,-147,0,-0,NaN,NaN,NaN
163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,2019,522,-60,35,-1.714285714285714,NaN,NaN,NaN,NaN,NaN
165,1998,417,-204,1,-204,-0.588235294117624,0.002883506343714,1,18,18
165,2015,415,-2,17,-0.117647058823529,NaN,NaN,1,1,1
165,2019,561,-78,3,-26,NaN,NaN,NaN,NaN,NaN
166,2001,105,-664,1,-664,568.8666666666667,-0.856726907630522,1,3,NaN
167,2009,-33,-320,1,-320,365.3333333333333,-1.141666666666667,4,4,4
167,2012,96,-68,2,-34,198.33333333333331,-2.916666666666667,1,1,1
167,2019,269,-76,6,-12.666666666666666,NaN,NaN,NaN,NaN,NaN
168,1985,-369,-693,1,-693,299.45454545454544,-0.43211334120425,24,28,33
169,1994,672,-34,10,-3.4,-304.4,8.952941176470588,6,15,NaN
169,1995,-302,-974,1,-974,737.8,-0.757494866529774,5,11,NaN
170,1986,-107,-54,2,-27,207.47058823529412,-3.842047930283224,20,20,20
170,2006,-262,-528,1,-528,179.63636363636363,-0.340220385674931,NaN,NaN,NaN
171,2001,645,-26,17,-1.529411764705882,59.3125,-2.28125,1,2,2
171,2002,453,-192,1,-192,252.75,-1.31640625,1,1,1
172,1997,79,-314,1,-314,343.8666666666667,-1.095116772823779,3,4,4
172,2019,304,-201,3,-67,NaN,NaN,NaN,NaN,NaN
173,2000,465,-217,8,-27.125,146.22222222222217,-0.673835125448028,1,1,NaN
173,2019,605,-8,18,-0.444444444444444,NaN,NaN,NaN,NaN,NaN
174,2008,-130,-484,1,-484,67.27272727272727,-0.138993238166792,NaN,NaN,NaN
175,1994,467,-250,10,-25,112.52173913043475,-0.450086956521739,2,4,NaN
175,1995,254,-213,1,-213,330.695652173913,-1.552561747295366,1,1,1
176,2007,578,-152,23,-6.608695652173913,-133,0.875,1,10,NaN
176,2009,352,-226,2,-113,155,-0.685840707964602,1,4,8
177,2016,-225,-665,1,-665,NaN,NaN,NaN,NaN,NaN
178,1990,-127,-20,6,-3.333333333333333,759,-37.95,4,4,NaN
178,1994,-95,-577,3,-192.33333333333334,306.04347826086956,-0.530404641699947,1,1,1
178,1996,171,-461,1,-461,66.73913043478262,-0.144770348014713,16,NaN,NaN
179,1999,307,-195,15,-13,45.38461538461536,-0.232741617357002,1,11,14
179,2015,365,-280,2,-140,NaN,NaN,1,1,NaN
179,2019,497,-107,3,-35.666666666666664,NaN,NaN,NaN,NaN,NaN
180,2005,-82,-262,1,-262,33.92857142857143,-0.129498364231189,NaN,NaN,NaN
181,2013,-364,-547,1,-547,110.83333333333331,-0.202620353443023,NaN,NaN,NaN
182,2005,486,-59,21,-2.809523809523809,-550,9.322033898305085,NaN,NaN,NaN
182,2006,-574,-1060,1,-1060,532.6666666666666,-0.50251572327044,NaN,NaN,NaN
183,2009,122,-235,1,-235,19.5,-0.082978723404255,NaN,NaN,NaN
184,2002,666,-27,18,-1.5,-254.39999999999998,9.42222222222222,6,12,NaN
184,2003,48,-618,1,-618,385.4666666666667,-0.623732470334412,4,10,16
185,2001,-74,-342,1,-342,261.7058823529412,-0.765221878224974,1,1,NaN
185,2019,99,-116,17,-6.823529411764706,NaN,NaN,NaN,NaN,NaN
186,2004,193,-417,1,-417,62.85714285714286,-0.150736553614251,8,8,NaN
187,2005,-376,-822,1,-822,196,-0.238442822384428,NaN,NaN,NaN
188,1993,496,-152,9,-16.88888888888889,27.307692307692264,-0.179655870445344,1,5,NaN
189,1994,325,-287,2,-143.5,236.53846153846155,-0.824175824175824,1,1,NaN
189,2009,394,-171,1,-171,65,-0.380116959064327,1,5,NaN
190,2019,555,-73,35,-2.085714285714286,NaN,NaN,NaN,NaN,NaN
191,2019,516,-14,35,-0.4,NaN,NaN,NaN,NaN,NaN
192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
193,1985,225,-165,1,-165,381.78787878787875,-2.31386593204775,1,1,1
194,2019,582,-5,35,-0.142857142857143,NaN,NaN,NaN,NaN,NaN
195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
196,2008,373,-50,24,-2.083333333333333,195.39999999999998,-3.907999999999999,1,1,1
197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198,2011,-61,-605,1,-605,408,-0.674380165289256,3,NaN,NaN
199,2001,-115,-323,2,-161.5,203.33333333333334,-0.629514963880289,6,7,8
199,2015,84,-289,2,-144.5,NaN,NaN,1,1,1
200,2010,334,-247,1,-247,63.888888888888914,-0.258659469185785,2,NaN,NaN
201,1999,424,-209,2,-104.5,180.5,-0.863636363636364,1,1,NaN
201,2019,552,-63,18,-3.5,NaN,NaN,NaN,NaN,NaN
202,1986,78,-318,1,-318,-210.3448275862069,0.661461721969204,NaN,NaN,NaN
202,1990,-130,-208,4,-52,-11.724137931034477,0.056366047745358,NaN,NaN,NaN
202,2019,-198,-68,29,-2.344827586206896,NaN,NaN,NaN,NaN,NaN
203,2010,-521,-785,1,-785,481,-0.612738853503185,NaN,NaN,NaN
204,2008,-24,-484,1,-484,431.75,-0.892045454545455,3,3,NaN
204,2019,407,-1,8,-0.125,NaN,NaN,NaN,NaN,NaN
205,1995,-246,-502,1,-502,180,-0.358565737051793,18,19,19
205,2011,60,-90,5,-18,254.5,-2.827777777777778,1,1,2
205,2019,262,-70,4,-17.5,NaN,NaN,NaN,NaN,NaN
206,2001,628,-56,17,-3.294117647058823,-376,6.714285714285714,14,NaN,NaN
206,2002,-244,-872,1,-872,514.2307692307693,-0.589714184897671,11,NaN,NaN
207,1998,510,-70,14,-5,-20.444444444444457,0.292063492063492,1,2,2
207,1999,359,-151,1,-151,139.33333333333331,-0.922737306843267,1,1,1
207,2001,472,-198,1,-198,43.888888888888914,-0.221661054994388,1,8,NaN
208,2005,567,-166,1,-166,107,-0.644578313253012,1,1,NaN
208,2011,251,-423,1,-423,273.57142857142856,-0.646740965889902,1,6,NaN
209,1998,545,-124,1,-124,152.89473684210532,-1.233022071307301,1,1,2
210,2014,690,-24,30,-0.8,-453,18.875,NaN,NaN,NaN
210,2015,-309,-999,1,-999,NaN,NaN,NaN,NaN,NaN
211,1991,626,-14,7,-2,-628,44.857142857142854,6,NaN,NaN
211,1992,-321,-947,1,-947,728,-0.768743400211193,5,26,NaN
212,2019,486,-29,17,-1.705882352941176,NaN,NaN,NaN,NaN,NaN
213,2000,393,-257,1,-257,233,-0.906614785992218,1,2,3
213,2015,401,-270,12,-22.5,NaN,NaN,1,1,1
214,1999,355,-265,1,-265,158,-0.59622641509434,1,5,9
215,1999,415,-242,1,-242,179.57894736842104,-0.742061765985211,1,1,NaN
216,2004,439,-6,20,-0.3,-152.83333333333331,25.472222222222218,4,11,NaN
216,2005,-97,-536,1,-536,395.25,-0.73740671641791,3,10,NaN
217,2011,189,-303,2,-151.5,74.375,-0.24546204620462,8,NaN,NaN
218,2001,290,-67,9,-7.444444444444445,-361.3529411764706,5.39332748024583,NaN,NaN,NaN
218,2002,-81,-371,1,-371,12.058823529411768,-0.032503567464722,NaN,NaN,NaN
219,1991,-21,-245,1,-245,30,-0.122448979591837,26,NaN,NaN
220,1998,501,-131,1,-131,-136.55555555555554,1.042408821034775,1,1,NaN
220,2001,355,-217,1,-217,23.611111111111086,-0.108806963645673,1,NaN,NaN
221,2005,-274,-924,1,-924,386,-0.417748917748918,14,NaN,NaN
221,2014,100,-24,8,-3,290,-12.083333333333334,1,1,1
222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223,2015,277,-69,2,-34.5,NaN,NaN,NaN,NaN,NaN
223,2016,-112,-389,1,-389,NaN,NaN,NaN,NaN,NaN
224,2019,739,-8,14,-0.571428571428571,NaN,NaN,NaN,NaN,NaN
225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
226,1999,-23,-243,1,-243,0,-0,NaN,NaN,NaN
227,2009,389,-318,1,-318,303,-0.952830188679245,1,2,NaN
228,1997,142,-19,13,-1.461538461538461,-140,7.368421052631579,NaN,NaN,NaN
228,1998,-170,-312,1,-312,174,-0.557692307692308,NaN,NaN,NaN
229,2019,-39,-1,35,-0.028571428571429,NaN,NaN,NaN,NaN,NaN
230,2019,468,-128,10,-12.8,NaN,NaN,NaN,NaN,NaN
231,1988,-1,-293,4,-73.25,649.6666666666666,-2.217292377701934,1,1,1
231,2001,576,-109,12,-9.083333333333334,-70.6875,0.648509174311927,2,9,NaN
231,2002,10,-566,1,-566,506.75,-0.895318021201413,1,1,11
232,2018,-471,-1056,1,-1056,NaN,NaN,NaN,NaN,NaN
233,2017,648,-44,33,-1.333333333333333,NaN,NaN,2,NaN,NaN
233,2018,266,-382,1,-382,NaN,NaN,1,NaN,NaN
234,2007,-99,-787,2,-393.5,175.75,-0.223316391359593,NaN,NaN,NaN
234,2010,-132,-162,1,-162,142,-0.876543209876543,1,1,1
234,2019,-79,-178,8,-22.25,NaN,NaN,NaN,NaN,NaN
235,2001,-94,-244,2,-122,196,-0.80327868852459,4,7,9
235,2019,-22,-296,9,-32.888888888888886,NaN,NaN,NaN,NaN,NaN
236,2007,-447,-984,1,-984,658.875,-0.669588414634146,2,2,NaN
236,2011,174,-265,2,-132.5,189.375,-0.714622641509434,3,5,7
237,2010,609,-108,26,-4.153846153846154,-199.57142857142856,1.847883597883598,7,NaN,NaN
237,2011,125,-484,1,-484,301.57142857142856,-0.623081463990555,2,NaN,NaN
238,2004,198,-26,20,-1.3,-241.36363636363637,9.283216783216783,15,NaN,NaN
238,2005,-306,-504,1,-504,281.27272727272725,-0.558080808080808,13,NaN,NaN
239,2008,139,-75,13,-5.769230769230769,-199.2,2.656,NaN,NaN,NaN
239,2009,-81,-220,1,-220,26,-0.118181818181818,NaN,NaN,NaN
240,1989,329,-287,1,-287,178.8181818181818,-0.623059866962306,1,2,25
240,2019,518,-163,5,-32.6,NaN,NaN,NaN,NaN,NaN
241,2011,466,-207,1,-207,225.1428571428571,-1.087646652864044,1,1,1
241,2019,665,-61,7,-8.714285714285714,NaN,NaN,NaN,NaN,NaN
242,2007,458,-262,1,-262,-77,0.293893129770992,1,6,6
242,2012,381,-77,5,-15.4,287.66666666666663,-3.735930735930736,1,1,1
242,2019,634,-104,6,-17.333333333333332,NaN,NaN,NaN,NaN,NaN
243,1985,76,-141,1,-141,-18.57142857142857,0.131712259371834,8,8,8
243,1992,50,-26,7,-3.714285714285714,-79.86956521739131,3.07190635451505,1,1,1
243,1996,-32,-430,2,-215,10.652173913043477,-0.024772497472194,NaN,NaN,NaN
244,2006,-476,-852,1,-852,522.1818181818181,-0.61288945795988,NaN,NaN,NaN
245,1999,-352,-677,1,-677,167,-0.246676514032496,NaN,NaN,NaN
245,2019,28,-27,14,-1.928571428571429,NaN,NaN,NaN,NaN,NaN
246,2001,470,-179,1,-179,55.55555555555554,-0.310366232153942,1,5,17
247,2002,555,-65,18,-3.611111111111111,32.05882352941171,-0.493212669683257,1,1,11
248,2009,673,-46,25,-1.84,-117,2.543478260869565,4,8,NaN
248,2010,142,-531,1,-531,423.20000000000005,-0.7969868173258,3,4,NaN
249,1998,-355,-719,1,-719,353.7692307692308,-0.492029528190863,15,NaN,NaN
249,2019,233,-40,6,-6.666666666666667,NaN,NaN,NaN,NaN,NaN
250,2006,493,-248,1,-248,184.66666666666663,-0.744623655913978,1,1,NaN
251,1998,7,-224,1,-224,71,-0.316964285714286,NaN,NaN,NaN
251,2002,-85,-92,4,-23,-234,2.543478260869565,1,1,1
251,2004,-381,-459,1,-459,103.33333333333331,-0.225127087872186,NaN,NaN,NaN
252,1992,644,-282,1,-282,-8.148148148148152,0.02889414236932,1,NaN,NaN
252,2019,600,-44,27,-1.62962962962963,NaN,NaN,NaN,NaN,NaN
253,1993,-421,-711,1,-711,345.54545454545456,-0.485999232834676,15,15,15
253,2019,176,-159,11,-14.454545454545455,NaN,NaN,NaN,NaN,NaN
254,1997,498,-75,13,-5.769230769230769,-99.5,1.326666666666667,5,6,6
254,1998,77,-421,1,-421,534,-1.268408551068884,4,4,5
254,2019,533,-78,16,-4.875,NaN,NaN,NaN,NaN,NaN
255,2010,214,-25,22,-1.136363636363636,-201,8.04,NaN,NaN,NaN
255,2011,13,-201,1,-201,0,-0,NaN,NaN,NaN
256,1998,461,-158,1,-158,212.79999999999995,-1.346835443037974,1,1,1
257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259,2006,444,-194,2,-97,0,-0,1,NaN,NaN
260,2019,690,-34,35,-0.971428571428571,NaN,NaN,NaN,NaN,NaN
261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
263,2019,187,-59,35,-1.685714285714286,NaN,NaN,NaN,NaN,NaN
264,1985,-1,-176,1,-176,27.4,-0.155681818181818,20,NaN,NaN
264,2011,-101,-237,1,-237,36.25,-0.15295358649789,NaN,NaN,NaN
265,1985,-196,-473,1,-473,71.47058823529412,-0.151100609376943,26,30,34
266,2004,-326,-778,1,-778,582.0769230769231,-0.748170852283963,7,15,NaN
267,1996,-34,-471,1,-471,272.27272727272725,-0.578073730939973,7,12,17
268,1992,281,-139,8,-17.375,112,-0.805755395683453,1,1,12
268,2001,370,-46,8,-5.75,145.86666666666667,-3.171014492753623,1,3,3
268,2003,146,-224,2,-112,389.73333333333335,-1.739880952380952,1,1,1
269,1997,578,-14,13,-1.076923076923077,-276,19.714285714285715,9,17,NaN
269,1998,-197,-775,1,-775,514,-0.663225806451613,7,15,NaN
270,2015,454,-93,20,-4.65,NaN,NaN,NaN,NaN,NaN
270,2016,-251,-705,1,-705,NaN,NaN,NaN,NaN,NaN
271,1985,-19,-434,1,-434,208.53125,-0.480486751152074,12,22,31
272,1990,698,-52,6,-8.666666666666666,-142.39999999999998,2.738461538461538,4,6,NaN
272,1991,342,-356,1,-356,267,-0.75,2,5,NaN
272,2002,293,-316,6,-52.666666666666664,212.75,-0.673259493670886,1,1,NaN
272,2019,415,-121,16,-7.5625,NaN,NaN,NaN,NaN,NaN
273,2015,163,-536,1,-536,NaN,NaN,3,NaN,NaN
274,2017,220,-333,1,-333,NaN,NaN,NaN,NaN,NaN
275,2011,402,-5,23,-0.217391304347826,-177.5,35.5,NaN,NaN,NaN
275,2012,12,-390,1,-390,218.66666666666666,-0.560683760683761,7,NaN,NaN
276,1999,473,-127,13,-9.76923076923077,-143,1.125984251968504,6,6,NaN
276,2000,266,-207,1,-207,287,-1.386473429951691,2,5,5
276,2019,478,-75,14,-5.357142857142857,NaN,NaN,NaN,NaN,NaN
277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
278,1990,554,-14,6,-2.333333333333333,-889,63.5,11,NaN,NaN
278,1991,-439,-993,1,-993,339,-0.341389728096677,10,NaN,NaN
279,2012,-69,-290,1,-290,87.14285714285714,-0.300492610837438,NaN,NaN,NaN
280,2002,510,-279,1,-279,215.39999999999998,-0.772043010752688,1,2,NaN
280,2019,667,-73,15,-4.866666666666666,NaN,NaN,NaN,NaN,NaN
281,1994,129,-167,1,-167,-70.66666666666667,0.42315369261477,1,1,1
281,1998,42,-308,3,-102.66666666666667,81.66666666666667,-0.265151515151515,11,15,19
282,2019,508,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
283,1987,275,-247,3,-82.33333333333333,433.4,-1.754655870445344,1,1,1
283,1999,242,-479,1,-479,255.36842105263156,-0.533128227667289,1,16,NaN
284,2016,56,-585,1,-585,NaN,NaN,NaN,NaN,NaN
285,2006,-405,-600,1,-600,313.9090909090909,-0.523181818181818,NaN,NaN,NaN
286,2019,-13,-175,34,-5.147058823529412,NaN,NaN,NaN,NaN,NaN
287,1995,324,-65,11,-5.909090909090909,-433.57142857142856,6.67032967032967,23,NaN,NaN
287,1996,-181,-505,1,-505,89.28571428571429,-0.176803394625177,11,NaN,NaN
288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289,2004,463,-247,1,-247,94.66666666666663,-0.383265856950067,1,6,14
290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,1999,221,-456,2,-228,289,-0.633771929824561,4,NaN,NaN
292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
