id,year,value,magnitude,duration,rate,indexRegrowth,recoveryIndicator,regrowth60,regrowth80,regrowth100
293,2001,-46,-74,17,-4.352941176470588,326.29411764705884,-4.409379968203498,1,1,1
294,1996,402,-230,1,-230,18.043478260869563,-0.078449905482042,1,NaN,NaN
295,2019,49,-55,13,-4.230769230769231,NaN,NaN,NaN,NaN,NaN
296,2019,664,-7,2,-3.5,NaN,NaN,NaN,NaN,NaN
297,1999,204,-352,1,-352,119,-0.338068181818182,6,11,15
297,2015,140,-421,1,-421,NaN,NaN,1,1,NaN
297,2019,303,-167,3,-55.666666666666664,NaN,NaN,NaN,NaN,NaN
298,1997,271,-470,7,-67.14285714285714,-162,0.34468085106383,2,9,10
298,2002,109,-482,3,-160.66666666666666,681,-1.412863070539419,2,3,4
298,2019,401,-389,12,-32.416666666666664,NaN,NaN,NaN,NaN,NaN
299,2002,70,-495,1,-495,281.2,-0.568080808080808,5,12,NaN
300,2006,-156,-452,1,-452,27.69230769230768,-0.061266167460858,NaN,NaN,NaN
301,1993,482,-220,9,-24.444444444444443,172.03999999999996,-0.782,1,1,NaN
301,2019,628,-31,25,-1.24,NaN,NaN,NaN,NaN,NaN
302,1991,-44,-700,1,-700,127,-0.181428571428571,25,NaN,NaN
302,2007,-340,-677,1,-677,637.7,-0.941949778434269,2,4,7
303,2015,329,-419,1,-419,NaN,NaN,1,1,NaN
303,2019,626,-3,3,-1,NaN,NaN,NaN,NaN,NaN
304,2001,-102,-280,12,-23.333333333333332,187.85714285714286,-0.670918367346939,1,1,1
304,2009,7,-184,7,-26.285714285714285,180.22222222222223,-0.979468599033816,1,1,1
304,2019,80,-193,9,-21.444444444444443,NaN,NaN,NaN,NaN,NaN
305,2001,-108,-283,2,-141.5,187.05882352941177,-0.660985242153398,NaN,NaN,NaN
306,2007,-20,-482,2,-241,56.25,-0.116701244813278,NaN,NaN,NaN
307,2010,301,-93,13,-7.153846153846154,-318,3.419354838709677,NaN,NaN,NaN
307,2011,41,-260,1,-260,-72.5,0.278846153846154,NaN,NaN,NaN
307,2019,-75,-116,8,-14.5,NaN,NaN,NaN,NaN,NaN
308,1994,-221,-584,1,-584,342.16666666666663,-0.585901826484018,12,18,23
309,2015,-349,-805,1,-805,NaN,NaN,NaN,NaN,NaN
310,2003,241,-172,1,-172,44.5,-0.258720930232558,1,NaN,NaN
310,2014,-125,-455,1,-455,113,-0.248351648351648,NaN,NaN,NaN
311,2015,-121,-791,1,-791,NaN,NaN,NaN,NaN,NaN
312,2010,560,-3,26,-0.115384615384615,-533,177.66666666666666,6,NaN,NaN
312,2011,-239,-799,1,-799,614,-0.76846057571965,5,NaN,NaN
313,1991,288,-347,1,-347,220.31578947368422,-0.634915819808888,1,5,NaN
313,2013,261,-286,2,-143,269.16666666666674,-0.941142191142191,2,4,6
314,2000,-65,-262,1,-262,121.07142857142857,-0.462104689203926,8,10,11
314,2015,-110,-384,1,-384,NaN,NaN,1,NaN,NaN
315,1999,409,-243,2,-121.5,131,-0.539094650205761,1,5,10
315,2019,545,-126,10,-12.6,NaN,NaN,NaN,NaN,NaN
316,1999,738,-14,15,-0.933333333333333,-202.33333333333337,14.452380952380954,1,1,NaN
316,2001,498,-240,2,-120,62.77777777777783,-0.261574074074074,1,8,NaN
317,1989,124,-99,5,-19.8,-121.4,1.226262626262626,1,1,1
317,1991,37,-538,1,-538,-57.333333333333336,0.106567534076828,NaN,NaN,NaN
317,2006,-135,-172,15,-11.466666666666667,200.33333333333331,-1.164728682170542,1,1,1
317,2019,50,-23,12,-1.916666666666667,NaN,NaN,NaN,NaN,NaN
318,1997,-2,-546,1,-546,93.4090909090909,-0.171078921078921,18,NaN,NaN
319,2019,309,-179,9,-19.88888888888889,NaN,NaN,NaN,NaN,NaN
320,2009,690,-46,25,-1.84,-94.28571428571433,2.04968944099379,3,5,NaN
320,2010,-1,-691,1,-691,604.5714285714286,-0.874922472606988,2,2,NaN
321,2001,664,-29,17,-1.705882352941176,-130.20000000000005,4.489655172413794,3,8,NaN
321,2002,165,-499,1,-499,376.20000000000005,-0.753907815631263,2,4,NaN
322,2012,33,-261,1,-261,157,-0.601532567049808,1,NaN,NaN
322,2019,189,-3,6,-0.5,NaN,NaN,NaN,NaN,NaN
323,2015,522,-7,31,-0.225806451612903,NaN,NaN,1,1,1
323,2017,-370,-1026,1,-1026,NaN,NaN,NaN,NaN,NaN
324,2005,515,-18,21,-0.857142857142857,-265.5,14.75,NaN,NaN,NaN
324,2006,-114,-629,1,-629,365,-0.580286168521463,NaN,NaN,NaN
325,1994,43,-383,1,-383,-37.5,0.097911227154047,23,NaN,NaN
325,2004,-32,-75,10,-7.5,257,-3.426666666666667,1,1,1
326,1995,154,-230,1,-230,56.66666666666666,-0.246376811594203,8,8,8
326,2002,-18,-240,1,-240,448.25,-1.867708333333333,1,1,1
327,2019,605,-46,35,-1.314285714285714,NaN,NaN,NaN,NaN,NaN
328,1991,91,-562,1,-562,-3.333333333333329,0.005931198102017,25,25,25
328,2015,75,-16,24,-0.666666666666667,NaN,NaN,1,1,1
329,2010,-378,-987,1,-987,522,-0.52887537993921,NaN,NaN,NaN
330,2016,-29,-788,1,-788,NaN,NaN,NaN,NaN,NaN
330,2017,-66,-37,1,-37,NaN,NaN,NaN,NaN,NaN
331,1992,541,-65,8,-8.125,-96.13043478260869,1.478929765886287,4,11,26
331,1993,-93,-634,1,-634,545.7391304347826,-0.860787271979152,3,3,17
332,1995,-479,-803,1,-803,347.85714285714283,-0.433196940046255,10,11,12
332,2010,225,-270,1,-270,-443,1.640740740740741,NaN,NaN,NaN
332,2011,-439,-664,1,-664,276.25,-0.416039156626506,NaN,NaN,NaN
333,1999,-453,-1101,1,-1101,719.25,-0.653269754768392,13,NaN,NaN
334,2000,543,-57,16,-3.5625,-108.14285714285717,1.897243107769424,1,1,16
334,2003,403,-140,3,-46.666666666666664,79.64285714285711,-0.568877551020408,1,2,9
334,2018,460,-166,1,-166,NaN,NaN,1,1,NaN
335,2004,141,-159,2,-79.5,77.6,-0.488050314465409,1,2,3
335,2012,47,-286,5,-57.2,-7.142857142857146,0.024975024975025,NaN,NaN,NaN
335,2019,37,-10,7,-1.428571428571429,NaN,NaN,NaN,NaN,NaN
336,1986,81,-655,1,-655,502.5,-0.767175572519084,2,6,NaN
337,2007,200,-135,23,-5.869565217391305,-191,1.414814814814815,1,1,1
337,2010,290,-121,2,-60.5,-239.85714285714286,1.982290436835891,NaN,NaN,NaN
337,2011,-249,-539,1,-539,312.85714285714283,-0.58043996819507,NaN,NaN,NaN
338,1993,589,-92,9,-10.222222222222221,19.652173913043498,-0.213610586011342,1,3,NaN
338,1995,366,-223,2,-111.5,242.304347826087,-1.086566582179762,1,1,1
338,2019,605,-4,23,-0.173913043478261,NaN,NaN,NaN,NaN,NaN
339,1998,138,-225,2,-112.5,180.625,-0.802777777777778,1,2,NaN
339,2008,258,-97,8,-12.125,-341.4,3.519587628865979,NaN,NaN,NaN
339,2009,-175,-433,1,-433,114.5,-0.264434180138568,NaN,NaN,NaN
340,1996,-70,-394,1,-394,312.5,-0.793147208121827,5,6,7
341,2000,68,-466,6,-77.66666666666667,282.0769230769231,-0.605315285572796,1,1,1
341,2002,267,-361,1,-361,138.46153846153845,-0.383549968037503,4,9,NaN
341,2019,548,-79,4,-19.75,NaN,NaN,NaN,NaN,NaN
342,1992,530,-133,8,-16.625,-178.95652173913044,1.345537757437071,9,18,NaN
342,1993,-371,-901,1,-901,736.0869565217391,-0.816966655407036,3,10,17
343,2000,117,-510,1,-510,265.44444444444446,-0.520479302832244,5,14,NaN
344,1991,289,-40,4,-10,-222.51999999999998,5.563,27,27,28
344,1992,50,-239,1,-239,20.599999999999994,-0.086192468619247,26,26,27
345,1990,268,-254,2,-127,317.53846153846155,-1.25015142337977,1,2,3
345,2019,520,-71,26,-2.730769230769231,NaN,NaN,NaN,NaN,NaN
346,2001,-192,-621,1,-621,615,-0.990338164251208,5,5,6
347,2015,189,-427,1,-427,NaN,NaN,NaN,NaN,NaN
348,1993,381,-278,9,-30.88888888888889,44,-0.158273381294964,1,3,4
348,1998,425,-240,1,-240,76.33333333333331,-0.318055555555555,1,8,NaN
348,2014,213,-441,1,-441,141,-0.319727891156463,NaN,NaN,NaN
349,2019,626,-37,35,-1.057142857142857,NaN,NaN,NaN,NaN,NaN
350,2004,690,-20,20,-1,14,-0.7,1,1,8
351,1993,-27,-104,1,-104,51.666666666666664,-0.496794871794872,8,9,11
351,2012,-60,-219,1,-219,0,-0,NaN,NaN,NaN
352,2019,624,-90,35,-2.571428571428572,NaN,NaN,NaN,NaN,NaN
353,1995,82,-609,1,-609,254,-0.417077175697865,9,19,NaN
354,2014,-53,-458,1,-458,166,-0.362445414847162,NaN,NaN,NaN
355,2001,-74,-47,17,-2.764705882352941,143.6,-3.05531914893617,16,16,16
355,2007,46,-118,5,-23.6,62.77777777777777,-0.532015065913371,5,7,NaN
355,2017,-81,-240,1,-240,NaN,NaN,NaN,NaN,NaN
356,2008,-239,-382,1,-382,30.45454545454544,-0.079723940980485,NaN,NaN,NaN
357,2019,655,-26,22,-1.181818181818182,NaN,NaN,NaN,NaN,NaN
358,2019,178,-82,13,-6.307692307692307,NaN,NaN,NaN,NaN,NaN
359,2000,59,-284,1,-284,-18.684210526315795,0.065789473684211,NaN,NaN,NaN
359,2019,-12,-71,19,-3.736842105263158,NaN,NaN,NaN,NaN,NaN
360,2004,-10,-118,19,-6.210526315789473,507,-4.296610169491525,1,1,1
361,2011,140,-93,7,-13.285714285714286,182,-1.956989247311828,1,1,1
362,2019,426,-17,35,-0.485714285714286,NaN,NaN,NaN,NaN,NaN
363,2018,-1,-515,1,-515,NaN,NaN,NaN,NaN,NaN
364,1999,-334,-948,1,-948,576.25,-0.607858649789029,17,NaN,NaN
364,2008,158,-140,3,-46.666666666666664,140.4545454545455,-1.003246753246753,1,3,5
365,2009,-260,-585,1,-585,507.5,-0.867521367521368,5,6,6
366,2010,243,-67,11,-6.090909090909091,-247,3.686567164179105,NaN,NaN,NaN
366,2011,-23,-266,1,-266,23.75,-0.089285714285714,NaN,NaN,NaN
367,1999,-543,-1094,1,-1094,716,-0.654478976234004,12,17,NaN
368,1998,184,-259,1,-259,65.55555555555554,-0.253110253110253,7,10,10
368,2010,338,-278,1,-278,20.555555555555543,-0.073940847322142,8,NaN,NaN
369,2010,534,-188,1,-188,-287,1.526595744680851,1,2,NaN
369,2014,-5,-637,1,-637,500,-0.784929356357928,2,NaN,NaN
369,2019,495,-4,3,-1.333333333333333,NaN,NaN,NaN,NaN,NaN
370,2015,-361,-981,1,-981,NaN,NaN,NaN,NaN,NaN
371,2013,131,-204,1,-204,-29.16666666666667,0.14297385620915,NaN,NaN,NaN
371,2019,96,-35,6,-5.833333333333333,NaN,NaN,NaN,NaN,NaN
372,1988,711,-35,4,-8.75,-166.28571428571433,4.751020408163266,2,8,16
372,1989,258,-453,1,-453,306.28571428571433,-0.676127404604226,1,6,13
372,2019,674,-86,15,-5.733333333333333,NaN,NaN,NaN,NaN,NaN
373,1996,-65,-461,1,-461,91.95652173913044,-0.199471847590305,17,21,NaN
374,2016,-80,-425,2,-212.5,NaN,NaN,NaN,NaN,NaN
375,2010,374,-247,3,-82.33333333333333,-615,2.489878542510121,1,2,NaN
375,2014,-241,-849,1,-849,0,-0,NaN,NaN,NaN
376,1996,738,-18,12,-1.5,-123.41666666666663,6.856481481481479,4,4,NaN
376,1997,245,-493,1,-493,354.16666666666663,-0.718390804597701,3,3,NaN
376,1999,189,-56,2,-28,379.33333333333337,-6.773809523809525,1,1,1
376,2012,445,-185,12,-15.416666666666666,159.28571428571422,-0.861003861003861,1,2,6
377,1989,390,-3,5,-0.6,13.875,-4.625,1,1,1
377,1993,405,-189,2,-94.5,-5.625,0.029761904761905,1,NaN,NaN
377,2009,387,-18,16,-1.125,-160.44444444444446,8.91358024691358,7,NaN,NaN
377,2010,183,-204,1,-204,54.44444444444446,-0.266884531590414,5,NaN,NaN
378,1998,555,-41,14,-2.928571428571428,-165.5,4.036585365853658,2,12,17
378,1999,321,-234,1,-234,64,-0.273504273504274,1,10,12
378,2008,367,-36,8,-4.5,211,-5.861111111111111,1,1,1
379,2005,338,-40,21,-1.904761904761905,-371.6,9.290000000000001,NaN,NaN,NaN
379,2006,-167,-505,1,-505,106.2,-0.21029702970297,NaN,NaN,NaN
379,2012,-88,-136,5,-27.2,136.42857142857142,-1.003151260504202,5,5,5
380,2003,673,-65,19,-3.421052631578947,-133.39999999999998,2.052307692307692,1,NaN,NaN
380,2004,526,-147,1,-147,17,-0.115646258503401,1,4,NaN
381,2001,272,-63,17,-3.705882352941177,-170.25,2.702380952380953,12,13,NaN
381,2002,-76,-348,1,-348,176.625,-0.507543103448276,11,12,12
381,2012,95,-9,8,-1.125,222,-24.666666666666668,1,1,1
382,1997,-66,-312,2,-156,226.33333333333334,-0.72542735042735,1,1,14
382,2010,85,-113,12,-9.416666666666666,24.5,-0.216814159292035,1,1,1
382,2019,-51,-321,8,-40.125,NaN,NaN,NaN,NaN,NaN
383,1998,519,-13,14,-0.928571428571429,-815.25,62.71153846153846,NaN,NaN,NaN
383,1999,-453,-972,1,-972,276.5,-0.284465020576132,NaN,NaN,NaN
383,2007,-237,-300,1,-300,60.41666666666666,-0.201388888888889,NaN,NaN,NaN
384,1993,354,-249,1,-249,332.4,-1.334939759036144,1,4,4
384,2017,447,-252,20,-12.6,NaN,NaN,1,1,NaN
385,2009,385,-252,1,-252,184.55555555555554,-0.732363315696649,1,1,NaN
386,1994,531,-65,10,-6.5,-294.66666666666663,4.533333333333332,9,9,25
386,1995,227,-304,1,-304,11.666666666666657,-0.038377192982456,8,8,11
386,2002,-100,-341,1,-341,640,-1.87683284457478,1,1,1
387,1996,557,-198,1,-198,20,-0.101010101010101,1,12,NaN
387,2007,423,-174,1,-174,234.27272727272725,-1.346394984326019,1,1,1
387,2019,656,-2,11,-0.181818181818182,NaN,NaN,NaN,NaN,NaN
388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390,2001,80,-312,1,-312,0,-0,NaN,NaN,NaN
391,2019,217,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
392,2015,274,-286,2,-143,NaN,NaN,NaN,NaN,NaN
393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394,1999,228,-144,1,-144,0,-0,1,10,NaN
394,2008,-187,-415,1,-415,518,-1.248192771084337,1,1,1
395,2019,628,-86,35,-2.457142857142857,NaN,NaN,NaN,NaN,NaN
396,2004,331,-276,1,-276,142.66666666666663,-0.516908212560386,1,2,3
396,2010,374,-299,3,-99.66666666666667,294,-0.983277591973244,1,1,1
396,2019,646,-44,8,-5.5,NaN,NaN,NaN,NaN,NaN
397,1995,-251,-659,1,-659,171,-0.25948406676783,17,NaN,NaN
397,2019,260,-49,7,-7,NaN,NaN,NaN,NaN,NaN
398,1998,304,-339,1,-339,124.66666666666669,-0.367748279252704,4,9,14
398,2016,457,-221,3,-73.66666666666667,NaN,NaN,1,1,1
398,2019,656,-55,2,-27.5,NaN,NaN,NaN,NaN,NaN
399,1995,-83,-172,1,-172,66.3157894736842,-0.385556915544676,11,12,13
399,2015,-48,-217,1,-217,NaN,NaN,1,NaN,NaN
399,2019,98,-26,3,-8.666666666666666,NaN,NaN,NaN,NaN,NaN
400,2015,690,-53,31,-1.709677419354839,NaN,NaN,NaN,NaN,NaN
400,2016,311,-379,1,-379,NaN,NaN,NaN,NaN,NaN
401,2006,-423,-761,1,-761,447.72727272727275,-0.588340700035838,12,NaN,NaN
402,1999,386,-294,2,-147,132.08333333333337,-0.449263038548753,1,6,12
402,2012,535,-168,1,-168,92.33333333333337,-0.549603174603175,1,1,NaN
402,2019,502,-188,3,-62.666666666666664,NaN,NaN,NaN,NaN,NaN
403,1988,60,-114,4,-28.5,448,-3.929824561403509,1,1,1
403,2003,181,-377,8,-47.125,247.8571428571429,-0.657446002273589,4,6,NaN
403,2019,310,-218,9,-24.22222222222222,NaN,NaN,NaN,NaN,NaN
404,2001,504,-107,13,-8.23076923076923,136.25,-1.273364485981308,1,1,4
404,2010,486,-236,1,-236,199,-0.843220338983051,1,1,NaN
404,2019,683,-4,8,-0.5,NaN,NaN,NaN,NaN,NaN
405,1995,-57,-484,1,-484,196.43478260869566,-0.405856988860941,23,NaN,NaN
406,1998,224,-368,1,-368,280,-0.760869565217391,1,1,11
406,2000,285,-212,1,-212,295,-1.391509433962264,1,2,3
407,1990,379,-131,1,-131,-63,0.480916030534351,1,1,2
407,1995,316,-268,2,-134,210.95652173913038,-0.787151200519143,1,1,NaN
407,2019,465,-75,23,-3.260869565217391,NaN,NaN,NaN,NaN,NaN
408,2002,50,-351,1,-351,109.41176470588235,-0.311714429361488,9,13,17
409,2009,312,-235,1,-235,125.71428571428572,-0.534954407294833,3,3,NaN
409,2011,255,-57,2,-28.5,176.42857142857144,-3.095238095238095,1,1,1
409,2019,422,-22,7,-3.142857142857143,NaN,NaN,NaN,NaN,NaN
410,2011,-45,-331,1,-331,0,-0,NaN,NaN,NaN
411,2002,284,-224,2,-112,53.23529411764707,-0.23765756302521,2,12,NaN
412,2001,-326,-600,1,-600,123.33333333333331,-0.205555555555556,NaN,NaN,NaN
413,2008,151,-72,24,-3,-143.66666666666666,1.99537037037037,NaN,NaN,NaN
413,2009,-248,-399,1,-399,272.44444444444446,-0.682818156502367,9,NaN,NaN
414,1998,524,-1,14,-0.071428571428571,-192.57894736842104,192.57894736842104,4,16,NaN
414,1999,35,-489,1,-489,304.89473684210526,-0.623506619309009,2,15,NaN
415,2015,503,-18,30,-0.6,NaN,NaN,1,NaN,NaN
415,2017,188,-315,2,-157.5,NaN,NaN,NaN,NaN,NaN
416,1991,-24,-372,1,-372,225,-0.604838709677419,6,7,9
416,2003,-89,-470,3,-156.66666666666666,495.73333333333335,-1.054751773049645,1,1,1
417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
418,1994,301,-235,1,-235,45,-0.191489361702128,3,15,NaN
419,1999,-485,-1046,1,-1046,837.0625,-0.800250956022945,4,NaN,NaN
420,2000,108,-353,1,-353,77.89473684210526,-0.220664976889817,11,17,NaN
421,2003,-21,-685,1,-685,459.26666666666665,-0.670462287104623,4,10,16
422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
423,2019,535,-162,35,-4.628571428571429,NaN,NaN,NaN,NaN,NaN
424,2005,220,-435,1,-435,196.39999999999998,-0.451494252873563,1,7,NaN
425,2019,428,-102,35,-2.914285714285714,NaN,NaN,NaN,NaN,NaN
426,2019,385,-13,5,-2.6,NaN,NaN,NaN,NaN,NaN
427,2019,599,-33,35,-0.942857142857143,NaN,NaN,NaN,NaN,NaN
428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
429,2016,-296,-964,1,-964,NaN,NaN,NaN,NaN,NaN
430,1990,157,-482,6,-80.33333333333333,194.09090909090912,-0.402678234628442,6,10,NaN
430,2002,251,-333,1,-333,87.27272727272725,-0.262080262080262,6,13,NaN
430,2019,318,-168,3,-56,NaN,NaN,NaN,NaN,NaN
431,1995,-523,-931,1,-931,757,-0.813104189044039,10,11,11
431,2003,141,-93,3,-31,259.53846153846155,-2.790736145574855,1,1,2
431,2019,310,-107,13,-8.23076923076923,NaN,NaN,NaN,NaN,NaN
432,1998,373,-226,6,-37.666666666666664,52.5,-0.232300884955752,1,11,NaN
432,2016,370,-171,2,-85.5,NaN,NaN,1,1,1
433,2004,-54,-586,1,-586,409.8,-0.699317406143345,4,13,NaN
433,2011,261,-129,1,-129,155,-1.201550387596899,1,2,5
434,1997,136,-346,2,-173,-25,0.072254335260116,1,1,17
434,2001,380,-21,3,-7,-140.76470588235293,6.703081232492996,6,8,11
434,2002,111,-269,1,-269,160.29411764705878,-0.595888913186092,4,7,9
435,2010,290,-102,7,-14.571428571428571,-345.57142857142856,3.387955182072829,NaN,NaN,NaN
435,2011,-432,-722,1,-722,379.57142857142856,-0.525722200237436,NaN,NaN,NaN
436,1993,589,-115,9,-12.777777777777779,-535.7692307692307,4.65886287625418,16,17,NaN
436,1994,-52,-641,1,-641,131.53846153846155,-0.205208208328333,14,15,16
437,2002,112,-507,1,-507,255.25,-0.5034516765286,6,NaN,NaN
438,2006,-47,-359,1,-359,34.23076923076923,-0.095350332119134,NaN,NaN,NaN
439,1986,-221,-494,1,-494,197.27272727272728,-0.399337504600663,10,13,26
439,2013,-197,-474,1,-474,113.33333333333333,-0.239099859353024,NaN,NaN,NaN
440,1995,337,-230,3,-76.66666666666667,239.5,-1.041304347826087,1,1,2
440,2013,427,-184,16,-11.5,203.39999999999998,-1.105434782608695,1,1,1
440,2019,619,-57,5,-11.4,NaN,NaN,NaN,NaN,NaN
441,1991,-338,-608,1,-608,405.15,-0.666365131578947,12,16,20
441,2016,26,-310,1,-310,NaN,NaN,NaN,NaN,NaN
442,1988,513,-152,4,-38,-376.5,2.476973684210526,8,21,NaN
442,1989,-32,-545,1,-545,416,-0.763302752293578,5,8,19
442,1992,-111,-79,3,-26.333333333333332,524.76,-6.64253164556962,NaN,NaN,NaN
443,2016,96,-536,1,-536,NaN,NaN,1,NaN,NaN
444,1998,42,-502,1,-502,-8.333333333333336,0.01660026560425,16,16,17
444,2007,27,-15,9,-1.666666666666667,163.33333333333334,-10.88888888888889,1,1,1
445,2014,730,-9,30,-0.3,-216,24,2,NaN,NaN
445,2015,429,-301,1,-301,NaN,NaN,1,NaN,NaN
446,1985,54,-374,1,-374,244,-0.6524064171123,5,6,6
447,1997,326,-62,6,-10.333333333333334,-171.8,2.770967741935484,8,10,NaN
447,1998,19,-307,1,-307,169,-0.550488599348534,6,8,10
447,2019,173,-184,11,-16.727272727272727,NaN,NaN,NaN,NaN,NaN
448,2002,507,-118,17,-6.941176470588236,-17.428571428571445,0.14769975786925,4,6,8
448,2003,233,-274,1,-274,320.7142857142858,-1.170490093847758,2,3,5
448,2019,476,-206,9,-22.88888888888889,NaN,NaN,NaN,NaN,NaN
449,2008,-421,-557,1,-557,345.6,-0.620466786355476,NaN,NaN,NaN
450,1994,618,-55,10,-5.5,-129.14285714285717,2.348051948051948,4,12,13
450,1995,31,-587,1,-587,451.7142857142857,-0.769530299342906,3,3,12
450,2005,452,-43,7,-6.142857142857143,265.5,-6.174418604651163,1,1,1
451,2010,279,-236,1,-236,-21.666666666666686,0.09180790960452,NaN,NaN,NaN
451,2019,240,-39,9,-4.333333333333333,NaN,NaN,NaN,NaN,NaN
452,1993,562,-10,9,-1.111111111111111,-157.77777777777777,15.777777777777777,2,9,19
452,1994,338,-224,1,-224,82.77777777777777,-0.369543650793651,1,7,18
452,2010,388,-99,7,-14.142857142857142,315,-3.181818181818182,1,1,1
453,1999,72,-456,1,-456,40,-0.087719298245614,12,12,NaN
453,2019,430,-39,8,-4.875,NaN,NaN,NaN,NaN,NaN
454,1989,550,-143,5,-28.6,22.66666666666663,-0.158508158508158,1,1,NaN
455,2019,404,-72,35,-2.057142857142857,NaN,NaN,NaN,NaN,NaN
456,2015,-52,-601,1,-601,NaN,NaN,NaN,NaN,NaN
457,2006,-218,-358,1,-358,68.46153846153845,-0.191233347657929,NaN,NaN,NaN
458,2002,479,-98,18,-5.444444444444445,-107.60000000000002,1.09795918367347,3,16,NaN
458,2003,195,-284,1,-284,185.2,-0.652112676056338,1,6,NaN
459,1990,311,-70,6,-11.666666666666666,-114.66666666666666,1.638095238095238,1,1,1
459,1992,202,-366,1,-366,-9.444444444444457,0.025804493017608,NaN,NaN,NaN
459,2019,151,-51,27,-1.888888888888889,NaN,NaN,NaN,NaN,NaN
460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461,2019,592,-13,34,-0.382352941176471,NaN,NaN,NaN,NaN,NaN
462,1985,433,-157,1,-157,-100,0.636942675159236,1,1,NaN
462,1990,333,-210,4,-52.5,160.14285714285717,-0.762585034013606,1,1,NaN
462,2019,470,-27,28,-0.964285714285714,NaN,NaN,NaN,NaN,NaN
463,1998,621,-10,14,-0.714285714285714,-253,25.3,6,18,NaN
463,1999,163,-458,1,-458,216,-0.471615720524017,5,16,NaN
464,1998,603,-24,14,-1.714285714285714,-187.39999999999998,7.808333333333333,2,12,NaN
464,1999,364,-239,1,-239,64.5,-0.269874476987448,1,10,19
465,2004,378,-222,1,-222,49,-0.220720720720721,1,1,NaN
465,2006,316,-234,1,-234,185,-0.790598290598291,1,4,7
465,2019,374,-201,6,-33.5,NaN,NaN,NaN,NaN,NaN
466,1988,-82,-507,1,-507,310,-0.611439842209073,6,7,22
466,2009,9,-405,13,-31.153846153846153,418.44444444444446,-1.033196159122085,1,1,1
466,2019,293,-242,9,-26.88888888888889,NaN,NaN,NaN,NaN,NaN
467,2006,-9,-397,1,-397,78.46153846153847,-0.197636117031583,NaN,NaN,NaN
468,1990,664,-119,1,-119,-108,0.907563025210084,1,1,NaN
468,1995,556,-206,4,-51.5,27.70833333333337,-0.13450647249191,1,10,NaN
469,2001,-71,-417,2,-208.5,301.3076923076923,-0.722560413207895,1,15,15
469,2015,168,-90,13,-6.923076923076923,NaN,NaN,1,1,1
469,2019,189,-312,3,-104,NaN,NaN,NaN,NaN,NaN
470,1992,352,-317,1,-317,254.91304347826087,-0.804142092991359,1,1,NaN
470,2016,597,-12,23,-0.521739130434783,NaN,NaN,1,NaN,NaN
470,2019,256,-341,3,-113.66666666666667,NaN,NaN,NaN,NaN,NaN
471,1985,101,-171,1,-171,365.09090909090907,-2.135034556087188,1,1,1
471,1998,453,-18,11,-1.636363636363636,-288,16,1,1,6
471,2003,165,-288,5,-57.6,288.5333333333333,-1.001851851851852,1,1,1
471,2019,268,-253,15,-16.866666666666667,NaN,NaN,NaN,NaN,NaN
472,2005,105,-425,2,-212.5,78.21428571428572,-0.184033613445378,14,NaN,NaN
473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474,1999,351,-297,3,-99,279.47368421052636,-0.940988835725678,1,1,1
474,2019,516,-145,19,-7.631578947368421,NaN,NaN,NaN,NaN,NaN
475,2002,-340,-860,1,-860,267.0833333333333,-0.310562015503876,NaN,NaN,NaN
475,2015,-248,-549,1,-549,NaN,NaN,1,NaN,NaN
476,2016,-44,-648,1,-648,NaN,NaN,NaN,NaN,NaN
477,2001,700,-30,17,-1.764705882352941,-79.125,2.6375,2,2,NaN
477,2002,146,-554,1,-554,478.5,-0.863718411552347,1,1,NaN
478,2019,613,-26,35,-0.742857142857143,NaN,NaN,NaN,NaN,NaN
479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
480,2015,-77,-423,1,-423,NaN,NaN,NaN,NaN,NaN
481,1995,207,-14,11,-1.272727272727273,-159,11.357142857142858,18,18,18
481,1996,-225,-432,1,-432,269.5833333333333,-0.624035493827161,17,17,17
481,2012,7,-41,12,-3.416666666666667,187.33333333333331,-4.56910569105691,1,1,1
481,2019,154,-121,6,-20.166666666666668,NaN,NaN,NaN,NaN,NaN
482,1995,60,-524,1,-524,78.125,-0.149093511450382,17,17,NaN
482,2019,510,-16,7,-2.285714285714286,NaN,NaN,NaN,NaN,NaN
483,1985,209,-161,1,-161,384.33333333333337,-2.387163561076605,1,1,1
483,2000,127,-623,2,-311.5,288.1764705882353,-0.462562553111132,12,NaN,NaN
484,2014,-355,-884,1,-884,697,-0.788461538461538,5,NaN,NaN
485,2001,194,-441,1,-441,71.11111111111109,-0.161249685059209,14,NaN,NaN
486,2001,-37,-205,1,-205,102.5,-0.5,7,9,9
