# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=false
id, year, value, magnitude, duration, rate, postMagnitude, postDuration, postRate
225,2019,142,98,27,3.62962962962963,NaN,NaN,NaN
226,1984,190,NaN,NaN,NaN,30,14,2.142857142857143
226,1998,220,30,14,2.142857142857143,-243,1,-243
226,1999,-23,-243,1,-243,0,20,0
226,2019,-23,0,20,0,NaN,NaN,NaN
227,1984,584,NaN,NaN,NaN,123,24,5.125
227,2008,707,123,24,5.125,-318,1,-318
227,2009,389,-318,1,-318,303,2,151.5
227,2011,692,303,2,151.5,0,8,0
227,2019,692,0,8,0,NaN,NaN,NaN
228,1984,161,NaN,NaN,NaN,-19,13,-1.461538461538461
228,1997,142,-19,13,-1.461538461538461,-312,1,-312
228,1998,-170,-312,1,-312,166,1,166
228,1999,-4,166,1,166,40,20,2
228,2019,36,40,20,2,NaN,NaN,NaN
229,1984,-38,NaN,NaN,NaN,-1,35,-0.028571428571429
229,2019,-39,-1,35,-0.028571428571429,NaN,NaN,NaN
230,1984,346,NaN,NaN,NaN,0,24,0
230,2008,346,0,24,0,250,1,250
230,2009,596,250,1,250,-128,10,-12.8
230,2019,468,-128,10,-12.8,NaN,NaN,NaN
231,1984,292,NaN,NaN,NaN,-293,4,-73.25
231,1988,-1,-293,4,-73.25,686,1,686
231,1989,685,686,1,686,-109,12,-9.083333333333334
231,2001,576,-109,12,-9.083333333333334,-566,1,-566
231,2002,10,-566,1,-566,461,1,461
231,2003,471,461,1,461,183,16,11.4375
231,2019,654,183,16,11.4375,NaN,NaN,NaN
232,1984,558,NaN,NaN,NaN,27,33,0.818181818181818
232,2017,585,27,33,0.818181818181818,-1056,1,-1056
232,2018,-471,-1056,1,-1056,33,1,33
232,2019,-438,33,1,33,NaN,NaN,NaN
233,1984,692,NaN,NaN,NaN,-44,33,-1.333333333333333
233,2017,648,-44,33,-1.333333333333333,-382,1,-382
233,2018,266,-382,1,-382,248,1,248
233,2019,514,248,1,248,NaN,NaN,NaN
234,1984,619,NaN,NaN,NaN,69,21,3.285714285714286
234,2005,688,69,21,3.285714285714286,-787,2,-393.5
234,2007,-99,-787,2,-393.5,129,2,64.5
234,2009,30,129,2,64.5,-162,1,-162
234,2010,-132,-162,1,-162,231,1,231
234,2011,99,231,1,231,-178,8,-22.25
234,2019,-79,-178,8,-22.25,NaN,NaN,NaN
235,1984,-79,NaN,NaN,NaN,229,15,15.266666666666667
235,1999,150,229,15,15.266666666666667,-244,2,-122
235,2001,-94,-244,2,-122,160,1,160
235,2002,66,160,1,160,63,7,9
235,2009,129,63,7,9,145,1,145
235,2010,274,145,1,145,-296,9,-32.888888888888886
235,2019,-22,-296,9,-32.888888888888886,NaN,NaN,NaN
236,1984,271,NaN,NaN,NaN,266,22,12.090909090909092
236,2006,537,266,22,12.090909090909092,-984,1,-984
236,2007,-447,-984,1,-984,602,1,602
236,2008,155,602,1,602,284,1,284
236,2009,439,284,1,284,-265,2,-132.5
236,2011,174,-265,2,-132.5,303,8,37.875
236,2019,477,303,8,37.875,NaN,NaN,NaN
237,1984,717,NaN,NaN,NaN,-108,26,-4.153846153846154
237,2010,609,-108,26,-4.153846153846154,-484,1,-484
237,2011,125,-484,1,-484,233,1,233
237,2012,358,233,1,233,120,7,17.142857142857142
237,2019,478,120,7,17.142857142857142,NaN,NaN,NaN
238,1984,224,NaN,NaN,NaN,-26,20,-1.3
238,2004,198,-26,20,-1.3,-504,1,-504
238,2005,-306,-504,1,-504,244,3,81.33333333333333
238,2008,-62,244,3,81.33333333333333,205,11,18.636363636363637
238,2019,143,205,11,18.636363636363637,NaN,NaN,NaN
239,1984,-2,NaN,NaN,NaN,34,10,3.4
239,1994,32,34,10,3.4,182,1,182
239,1995,214,182,1,182,-75,13,-5.769230769230769
239,2008,139,-75,13,-5.769230769230769,-220,1,-220
239,2009,-81,-220,1,-220,52,10,5.2
239,2019,-29,52,10,5.2,NaN,NaN,NaN
240,1984,551,NaN,NaN,NaN,65,4,16.25
240,1988,616,65,4,16.25,-287,1,-287
240,1989,329,-287,1,-287,178,2,89
240,1991,507,178,2,89,6,22,0.272727272727273
240,2013,513,6,22,0.272727272727273,168,1,168
240,2014,681,168,1,168,-163,5,-32.6
240,2019,518,-163,5,-32.6,NaN,NaN,NaN
241,1984,618,NaN,NaN,NaN,55,26,2.115384615384615
241,2010,673,55,26,2.115384615384615,-207,1,-207
241,2011,466,-207,1,-207,260,1,260
241,2012,726,260,1,260,-61,7,-8.714285714285714
241,2019,665,-61,7,-8.714285714285714,NaN,NaN,NaN
242,1984,654,NaN,NaN,NaN,66,22,3
242,2006,720,66,22,3,-262,1,-262
242,2007,458,-262,1,-262,-77,5,-15.4
242,2012,381,-77,5,-15.4,357,1,357
242,2013,738,357,1,357,-104,6,-17.333333333333332
242,2019,634,-104,6,-17.333333333333332,NaN,NaN,NaN
243,1984,217,NaN,NaN,NaN,-141,1,-141
243,1985,76,-141,1,-141,-26,7,-3.714285714285714
243,1992,50,-26,7,-3.714285714285714,299,1,299
243,1993,349,299,1,299,49,1,49
243,1994,398,49,1,49,-430,2,-215
243,1996,-32,-430,2,-215,49,23,2.130434782608696
243,2019,17,49,23,2.130434782608696,NaN,NaN,NaN
244,1984,132,NaN,NaN,NaN,170,5,34
244,1989,302,170,5,34,74,16,4.625
244,2005,376,74,16,4.625,-852,1,-852
244,2006,-476,-852,1,-852,472,2,236
244,2008,-4,472,2,236,184,11,16.727272727272727
244,2019,180,184,11,16.727272727272727,NaN,NaN,NaN
245,1984,215,NaN,NaN,NaN,110,14,7.857142857142857
245,1998,325,110,14,7.857142857142857,-677,1,-677
245,1999,-352,-677,1,-677,167,1,167
245,2000,-185,167,1,167,0,4,0
245,2004,-185,0,4,0,240,1,240
245,2005,55,240,1,240,-27,14,-1.928571428571429
245,2019,28,-27,14,-1.928571428571429,NaN,NaN,NaN
246,1984,611,NaN,NaN,NaN,38,16,2.375
246,2000,649,38,16,2.375,-179,1,-179
246,2001,470,-179,1,-179,200,18,11.11111111111111
246,2019,670,200,18,11.11111111111111,NaN,NaN,NaN
247,1984,620,NaN,NaN,NaN,-65,18,-3.611111111111111
247,2002,555,-65,18,-3.611111111111111,109,17,6.411764705882353
247,2019,664,109,17,6.411764705882353,NaN,NaN,NaN
248,1984,719,NaN,NaN,NaN,-46,25,-1.84
248,2009,673,-46,25,-1.84,-531,1,-531
248,2010,142,-531,1,-531,414,4,103.5
248,2014,556,414,4,103.5,46,5,9.2
248,2019,602,46,5,9.2,NaN,NaN,NaN
249,1984,275,NaN,NaN,NaN,89,13,6.846153846153846
249,1997,364,89,13,6.846153846153846,-719,1,-719
249,1998,-355,-719,1,-719,327,1,327
249,1999,-28,327,1,327,87,13,6.692307692307693
249,2012,59,87,13,6.692307692307693,214,1,214
249,2013,273,214,1,214,-40,6,-6.666666666666667
249,2019,233,-40,6,-6.666666666666667,NaN,NaN,NaN
250,1984,701,NaN,NaN,NaN,40,21,1.904761904761905
250,2005,741,40,21,1.904761904761905,-248,1,-248
250,2006,493,-248,1,-248,183,1,183
250,2007,676,183,1,183,5,12,0.416666666666667
250,2019,681,5,12,0.416666666666667,NaN,NaN,NaN
251,1984,98,NaN,NaN,NaN,133,13,10.23076923076923
251,1997,231,133,13,10.23076923076923,-224,1,-224
251,1998,7,-224,1,-224,-92,4,-23
251,2002,-85,-92,4,-23,163,1,163
251,2003,78,163,1,163,-459,1,-459
251,2004,-381,-459,1,-459,310,15,20.666666666666668
251,2019,-71,310,15,20.666666666666668,NaN,NaN,NaN
252,1984,926,NaN,NaN,NaN,0,7,0
252,1991,926,0,7,0,-282,1,-282
252,1992,644,-282,1,-282,-44,27,-1.62962962962963
252,2019,600,-44,27,-1.62962962962963,NaN,NaN,NaN
253,1984,236,NaN,NaN,NaN,54,8,6.75
253,1992,290,54,8,6.75,-711,1,-711
253,1993,-421,-711,1,-711,339,2,169.5
253,1995,-82,339,2,169.5,24,11,2.181818181818182
253,2006,-58,24,11,2.181818181818182,393,2,196.5
253,2008,335,393,2,196.5,-159,11,-14.454545454545455
253,2019,176,-159,11,-14.454545454545455,NaN,NaN,NaN
254,1984,573,NaN,NaN,NaN,-75,13,-5.769230769230769
254,1997,498,-75,13,-5.769230769230769,-421,1,-421
254,1998,77,-421,1,-421,109,3,36.333333333333336
254,2001,186,109,3,36.333333333333336,425,2,212.5
254,2003,611,425,2,212.5,-78,16,-4.875
254,2019,533,-78,16,-4.875,NaN,NaN,NaN
255,1984,-108,NaN,NaN,NaN,0,2,0
255,1986,-108,0,2,0,347,2,173.5
255,1988,239,347,2,173.5,-25,22,-1.136363636363636
255,2010,214,-25,22,-1.136363636363636,-201,1,-201
255,2011,13,-201,1,-201,0,8,0
255,2019,13,0,8,0,NaN,NaN,NaN
256,1984,606,NaN,NaN,NaN,13,13,1
256,1997,619,13,13,1,-158,1,-158
256,1998,461,-158,1,-158,203,1,203
256,1999,664,203,1,203,49,20,2.45
256,2019,713,49,20,2.45,NaN,NaN,NaN
257,1984,520,NaN,NaN,NaN,205,35,5.857142857142857
257,2019,725,205,35,5.857142857142857,NaN,NaN,NaN
258,1984,616,NaN,NaN,NaN,57,35,1.628571428571429
258,2019,673,57,35,1.628571428571429,NaN,NaN,NaN
259,1984,468,NaN,NaN,NaN,170,20,8.5
259,2004,638,170,20,8.5,-194,2,-97
259,2006,444,-194,2,-97,0,13,0
259,2019,444,0,13,0,NaN,NaN,NaN
260,1984,724,NaN,NaN,NaN,-34,35,-0.971428571428571
260,2019,690,-34,35,-0.971428571428571,NaN,NaN,NaN
261,1984,112,NaN,NaN,NaN,17,27,0.62962962962963
261,2011,129,17,27,0.62962962962963,325,3,108.33333333333333
261,2014,454,325,3,108.33333333333333,0,5,0
261,2019,454,0,5,0,NaN,NaN,NaN
262,1984,503,NaN,NaN,NaN,125,35,3.571428571428572
262,2019,628,125,35,3.571428571428572,NaN,NaN,NaN
263,1984,246,NaN,NaN,NaN,-59,35,-1.685714285714286
263,2019,187,-59,35,-1.685714285714286,NaN,NaN,NaN
264,1984,175,NaN,NaN,NaN,-176,1,-176
264,1985,-1,-176,1,-176,137,25,5.48
264,2010,136,137,25,5.48,-237,1,-237
264,2011,-101,-237,1,-237,58,8,7.25
264,2019,-43,58,8,7.25,NaN,NaN,NaN
265,1984,277,NaN,NaN,NaN,-473,1,-473
265,1985,-196,-473,1,-473,486,34,14.294117647058824
265,2019,290,486,34,14.294117647058824,NaN,NaN,NaN
266,1984,448,NaN,NaN,NaN,4,19,0.210526315789474
266,2003,452,4,19,0.210526315789474,-778,1,-778
266,2004,-326,-778,1,-778,384,1,384
266,2005,58,384,1,384,166,1,166
266,2006,224,166,1,166,139,13,10.692307692307692
266,2019,363,139,13,10.692307692307692,NaN,NaN,NaN
267,1984,390,NaN,NaN,NaN,47,11,4.272727272727272
267,1995,437,47,11,4.272727272727272,-471,1,-471
267,1996,-34,-471,1,-471,203,1,203
267,1997,169,203,1,203,381,22,17.318181818181817
267,2019,550,381,22,17.318181818181817,NaN,NaN,NaN
268,1984,420,NaN,NaN,NaN,-139,8,-17.375
268,1992,281,-139,8,-17.375,135,1,135
268,1993,416,135,1,135,-46,8,-5.75
268,2001,370,-46,8,-5.75,-224,2,-112
268,2003,146,-224,2,-112,350,1,350
268,2004,496,350,1,350,149,15,9.933333333333334
268,2019,645,149,15,9.933333333333334,NaN,NaN,NaN
269,1984,592,NaN,NaN,NaN,-14,13,-1.076923076923077
269,1997,578,-14,13,-1.076923076923077,-775,1,-775
269,1998,-197,-775,1,-775,454,1,454
269,1999,257,454,1,454,300,20,15
269,2019,557,300,20,15,NaN,NaN,NaN
270,1984,218,NaN,NaN,NaN,329,11,29.90909090909091
270,1995,547,329,11,29.90909090909091,-93,20,-4.65
270,2015,454,-93,20,-4.65,-705,1,-705
270,2016,-251,-705,1,-705,363,1,363
270,2017,112,363,1,363,0,2,0
270,2019,112,0,2,0,NaN,NaN,NaN
271,1984,415,NaN,NaN,NaN,-434,1,-434
271,1985,-19,-434,1,-434,182,2,91
271,1987,163,182,2,91,283,32,8.84375
271,2019,446,283,32,8.84375,NaN,NaN,NaN
272,1984,750,NaN,NaN,NaN,-52,6,-8.666666666666666
272,1990,698,-52,6,-8.666666666666666,-356,1,-356
272,1991,342,-356,1,-356,267,5,53.4
272,1996,609,267,5,53.4,-316,6,-52.666666666666664
272,2002,293,-316,6,-52.666666666666664,243,1,243
272,2003,536,243,1,243,-121,16,-7.5625
272,2019,415,-121,16,-7.5625,NaN,NaN,NaN
273,1984,654,NaN,NaN,NaN,45,30,1.5
273,2014,699,45,30,1.5,-536,1,-536
273,2015,163,-536,1,-536,210,1,210
273,2016,373,210,1,210,121,3,40.333333333333336
273,2019,494,121,3,40.333333333333336,NaN,NaN,NaN
274,1984,526,NaN,NaN,NaN,27,32,0.84375
274,2016,553,27,32,0.84375,-333,1,-333
274,2017,220,-333,1,-333,90,2,45
274,2019,310,90,2,45,NaN,NaN,NaN
275,1984,165,NaN,NaN,NaN,242,4,60.5
275,1988,407,242,4,60.5,-5,23,-0.217391304347826
275,2011,402,-5,23,-0.217391304347826,-390,1,-390
275,2012,12,-390,1,-390,194,1,194
275,2013,206,194,1,194,37,6,6.166666666666667
275,2019,243,37,6,6.166666666666667,NaN,NaN,NaN
276,1984,166,NaN,NaN,NaN,434,2,217
276,1986,600,434,2,217,-127,13,-9.76923076923077
276,1999,473,-127,13,-9.76923076923077,-207,1,-207
276,2000,266,-207,1,-207,64,4,16
276,2004,330,64,4,16,223,1,223
276,2005,553,223,1,223,-75,14,-5.357142857142857
276,2019,478,-75,14,-5.357142857142857,NaN,NaN,NaN
277,1984,609,NaN,NaN,NaN,25,35,0.714285714285714
277,2019,634,25,35,0.714285714285714,NaN,NaN,NaN
278,1984,568,NaN,NaN,NaN,-14,6,-2.333333333333333
278,1990,554,-14,6,-2.333333333333333,-993,1,-993
278,1991,-439,-993,1,-993,104,4,26
278,1995,-335,104,4,26,470,2,235
278,1997,135,470,2,235,282,5,56.4
278,2002,417,282,5,56.4,6,17,0.352941176470588
278,2019,423,6,17,0.352941176470588,NaN,NaN,NaN
279,1984,155,NaN,NaN,NaN,66,27,2.444444444444445
279,2011,221,66,27,2.444444444444445,-290,1,-290
279,2012,-69,-290,1,-290,122,7,17.428571428571427
279,2019,53,122,7,17.428571428571427,NaN,NaN,NaN
280,1984,751,NaN,NaN,NaN,38,17,2.235294117647059
280,2001,789,38,17,2.235294117647059,-279,1,-279
280,2002,510,-279,1,-279,230,2,115
280,2004,740,230,2,115,-73,15,-4.866666666666666
280,2019,667,-73,15,-4.866666666666666,NaN,NaN,NaN
281,1984,-82,NaN,NaN,NaN,378,9,42
281,1993,296,378,9,42,-167,1,-167
281,1994,129,-167,1,-167,221,1,221
281,1995,350,221,1,221,-308,3,-102.66666666666667
281,1998,42,-308,3,-102.66666666666667,343,21,16.333333333333332
281,2019,385,343,21,16.333333333333332,NaN,NaN,NaN
282,1984,512,NaN,NaN,NaN,-4,35,-0.114285714285714
282,2019,508,-4,35,-0.114285714285714,NaN,NaN,NaN
283,1984,522,NaN,NaN,NaN,-247,3,-82.33333333333333
283,1987,275,-247,3,-82.33333333333333,425,1,425
283,1988,700,425,1,425,21,10,2.1
283,1998,721,21,10,2.1,-479,1,-479
283,1999,242,-479,1,-479,224,1,224
283,2000,466,224,1,224,149,19,7.842105263157895
283,2019,615,149,19,7.842105263157895,NaN,NaN,NaN
284,1984,556,NaN,NaN,NaN,85,31,2.741935483870968
284,2015,641,85,31,2.741935483870968,-585,1,-585
284,2016,56,-585,1,-585,282,1,282
284,2017,338,282,1,282,0,2,0
284,2019,338,0,2,0,NaN,NaN,NaN
285,1984,119,NaN,NaN,NaN,76,21,3.619047619047619
285,2005,195,76,21,3.619047619047619,-600,1,-600
285,2006,-405,-600,1,-600,261,2,130.5
285,2008,-144,261,2,130.5,194,11,17.636363636363637
285,2019,50,194,11,17.636363636363637,NaN,NaN,NaN
286,1984,-26,NaN,NaN,NaN,188,1,188
286,1985,162,188,1,188,-175,34,-5.147058823529412
286,2019,-13,-175,34,-5.147058823529412,NaN,NaN,NaN
287,1984,389,NaN,NaN,NaN,-65,11,-5.909090909090909
287,1995,324,-65,11,-5.909090909090909,-505,1,-505
287,1996,-181,-505,1,-505,125,7,17.857142857142858
287,2003,-56,125,7,17.857142857142858,241,1,241
287,2004,185,241,1,241,53,15,3.533333333333333
287,2019,238,53,15,3.533333333333333,NaN,NaN,NaN
288,1984,442,NaN,NaN,NaN,52,16,3.25
288,2000,494,52,16,3.25,137,1,137
288,2001,631,137,1,137,94,18,5.222222222222222
288,2019,725,94,18,5.222222222222222,NaN,NaN,NaN
289,1984,618,NaN,NaN,NaN,92,19,4.842105263157895
289,2003,710,92,19,4.842105263157895,-247,1,-247
289,2004,463,-247,1,-247,284,15,18.933333333333334
289,2019,747,284,15,18.933333333333334,NaN,NaN,NaN
290,1984,536,NaN,NaN,NaN,3,35,0.085714285714286
290,2019,539,3,35,0.085714285714286,NaN,NaN,NaN
291,1984,584,NaN,NaN,NaN,93,13,7.153846153846154
291,1997,677,93,13,7.153846153846154,-456,2,-228
291,1999,221,-456,2,-228,62,3,20.666666666666668
291,2002,283,62,3,20.666666666666668,227,1,227
291,2003,510,227,1,227,0,16,0
291,2019,510,0,16,0,NaN,NaN,NaN
292,1984,-85,NaN,NaN,NaN,61,5,12.2
292,1989,-24,61,5,12.2,206,1,206
292,1990,182,206,1,206,36,29,1.241379310344828
292,2019,218,36,29,1.241379310344828,NaN,NaN,NaN
293,1984,28,NaN,NaN,NaN,-74,17,-4.352941176470588
293,2001,-46,-74,17,-4.352941176470588,279,1,279
293,2002,233,279,1,279,201,17,11.823529411764707
293,2019,434,201,17,11.823529411764707,NaN,NaN,NaN
294,1984,632,NaN,NaN,NaN,0,11,0
294,1995,632,0,11,0,-230,1,-230
294,1996,402,-230,1,-230,83,23,3.608695652173913
294,2019,485,83,23,3.608695652173913,NaN,NaN,NaN
295,1984,-95,NaN,NaN,NaN,0,21,0
295,2005,-95,0,21,0,199,1,199
295,2006,104,199,1,199,-55,13,-4.230769230769231
295,2019,49,-55,13,-4.230769230769231,NaN,NaN,NaN
296,1984,333,NaN,NaN,NaN,0,32,0
296,2016,333,0,32,0,338,1,338
296,2017,671,338,1,338,-7,2,-3.5
296,2019,664,-7,2,-3.5,NaN,NaN,NaN
297,1984,440,NaN,NaN,NaN,116,14,8.285714285714286
297,1998,556,116,14,8.285714285714286,-352,1,-352
297,1999,204,-352,1,-352,357,15,23.8
297,2014,561,357,15,23.8,-421,1,-421
297,2015,140,-421,1,-421,330,1,330
297,2016,470,330,1,330,-167,3,-55.666666666666664
297,2019,303,-167,3,-55.666666666666664,NaN,NaN,NaN
298,1984,195,NaN,NaN,NaN,546,6,91
298,1990,741,546,6,91,-470,7,-67.14285714285714
298,1997,271,-470,7,-67.14285714285714,320,2,160
298,1999,591,320,2,160,-482,3,-160.66666666666666
298,2002,109,-482,3,-160.66666666666666,681,5,136.2
298,2007,790,681,5,136.2,-389,12,-32.416666666666664
298,2019,401,-389,12,-32.416666666666664,NaN,NaN,NaN
299,1984,541,NaN,NaN,NaN,24,17,1.411764705882353
299,2001,565,24,17,1.411764705882353,-495,1,-495
299,2002,70,-495,1,-495,238,2,119
299,2004,308,238,2,119,216,15,14.4
299,2019,524,216,15,14.4,NaN,NaN,NaN
300,1984,186,NaN,NaN,NaN,110,21,5.238095238095238
300,2005,296,110,21,5.238095238095238,-452,1,-452
300,2006,-156,-452,1,-452,72,13,5.538461538461538
300,2019,-84,72,13,5.538461538461538,NaN,NaN,NaN
301,1984,702,NaN,NaN,NaN,-220,9,-24.444444444444443
301,1993,482,-220,9,-24.444444444444443,177,1,177
301,1994,659,177,1,177,-31,25,-1.24
301,2019,628,-31,25,-1.24,NaN,NaN,NaN
302,1984,635,NaN,NaN,NaN,21,6,3.5
302,1990,656,21,6,3.5,-700,1,-700
302,1991,-44,-700,1,-700,381,15,25.4
302,2006,337,381,15,25.4,-677,1,-677
302,2007,-340,-677,1,-677,557,2,278.5
302,2009,217,557,2,278.5,269,10,26.9
302,2019,486,269,10,26.9,NaN,NaN,NaN
303,1984,722,NaN,NaN,NaN,26,30,0.866666666666667
303,2014,748,26,30,0.866666666666667,-419,1,-419
303,2015,329,-419,1,-419,300,1,300
303,2016,629,300,1,300,-3,3,-1
303,2019,626,-3,3,-1,NaN,NaN,NaN
304,1984,-72,NaN,NaN,NaN,250,5,50
304,1989,178,250,5,50,-280,12,-23.333333333333332
304,2001,-102,-280,12,-23.333333333333332,293,1,293
304,2002,191,293,1,293,-184,7,-26.285714285714285
304,2009,7,-184,7,-26.285714285714285,266,1,266
304,2010,273,266,1,266,-193,9,-21.444444444444443
304,2019,80,-193,9,-21.444444444444443,NaN,NaN,NaN
305,1984,-31,NaN,NaN,NaN,206,15,13.733333333333333
305,1999,175,206,15,13.733333333333333,-283,2,-141.5
305,2001,-108,-283,2,-141.5,184,1,184
305,2002,76,184,1,184,13,17,0.764705882352941
305,2019,89,13,17,0.764705882352941,NaN,NaN,NaN
306,1984,391,NaN,NaN,NaN,71,21,3.380952380952381
306,2005,462,71,21,3.380952380952381,-482,2,-241
306,2007,-20,-482,2,-241,135,12,11.25
306,2019,115,135,12,11.25,NaN,NaN,NaN
307,1984,-189,NaN,NaN,NaN,229,1,229
307,1985,40,229,1,229,354,12,29.5
307,1997,394,354,12,29.5,-93,13,-7.153846153846154
307,2010,301,-93,13,-7.153846153846154,-260,1,-260
307,2011,41,-260,1,-260,-116,8,-14.5
307,2019,-75,-116,8,-14.5,NaN,NaN,NaN
308,1984,296,NaN,NaN,NaN,67,9,7.444444444444445
308,1993,363,67,9,7.444444444444445,-584,1,-584
308,1994,-221,-584,1,-584,286,1,286
308,1995,65,286,1,286,337,24,14.041666666666666
308,2019,402,337,24,14.041666666666666,NaN,NaN,NaN
309,1984,428,NaN,NaN,NaN,28,30,0.933333333333333
309,2014,456,28,30,0.933333333333333,-805,1,-805
309,2015,-349,-805,1,-805,287,4,71.75
309,2019,-62,287,4,71.75,NaN,NaN,NaN
310,1984,268,NaN,NaN,NaN,145,18,8.055555555555555
310,2002,413,145,18,8.055555555555555,-172,1,-172
310,2003,241,-172,1,-172,89,10,8.9
310,2013,330,89,10,8.9,-455,1,-455
310,2014,-125,-455,1,-455,113,5,22.6
310,2019,-12,113,5,22.6,NaN,NaN,NaN
311,1984,643,NaN,NaN,NaN,27,30,0.9
311,2014,670,27,30,0.9,-791,1,-791
311,2015,-121,-791,1,-791,378,1,378
311,2016,257,378,1,378,117,3,39
311,2019,374,117,3,39,NaN,NaN,NaN
312,1984,563,NaN,NaN,NaN,-3,26,-0.115384615384615
312,2010,560,-3,26,-0.115384615384615,-799,1,-799
312,2011,-239,-799,1,-799,231,1,231
312,2012,-8,231,1,231,35,3,11.666666666666666
312,2015,27,35,3,11.666666666666666,348,1,348
312,2016,375,348,1,348,61,3,20.333333333333332
312,2019,436,61,3,20.333333333333332,NaN,NaN,NaN
313,1984,565,NaN,NaN,NaN,70,6,11.666666666666666
313,1990,635,70,6,11.666666666666666,-347,1,-347
313,1991,288,-347,1,-347,210,1,210
313,1992,498,210,1,210,49,19,2.578947368421053
313,2011,547,49,19,2.578947368421053,-286,2,-143
313,2013,261,-286,2,-143,323,6,53.833333333333336
313,2019,584,323,6,53.833333333333336,NaN,NaN,NaN
314,1984,-42,NaN,NaN,NaN,239,15,15.933333333333334
314,1999,197,239,15,15.933333333333334,-262,1,-262
314,2000,-65,-262,1,-262,339,14,24.214285714285715
314,2014,274,339,14,24.214285714285715,-384,1,-384
314,2015,-110,-384,1,-384,300,1,300
314,2016,190,300,1,300,0,3,0
314,2019,190,0,3,0,NaN,NaN,NaN
315,1984,584,NaN,NaN,NaN,68,13,5.230769230769231
315,1997,652,68,13,5.230769230769231,-243,2,-121.5
315,1999,409,-243,2,-121.5,262,10,26.2
315,2009,671,262,10,26.2,-126,10,-12.6
315,2019,545,-126,10,-12.6,NaN,NaN,NaN
316,1984,752,NaN,NaN,NaN,-14,15,-0.933333333333333
316,1999,738,-14,15,-0.933333333333333,-240,2,-120
316,2001,498,-240,2,-120,226,18,12.555555555555555
316,2019,724,226,18,12.555555555555555,NaN,NaN,NaN
317,1984,223,NaN,NaN,NaN,-99,5,-19.8
317,1989,124,-99,5,-19.8,451,1,451
317,1990,575,451,1,451,-538,1,-538
317,1991,37,-538,1,-538,-172,15,-11.466666666666667
317,2006,-135,-172,15,-11.466666666666667,208,1,208
317,2007,73,208,1,208,-23,12,-1.916666666666667
317,2019,50,-23,12,-1.916666666666667,NaN,NaN,NaN
318,1984,407,NaN,NaN,NaN,137,12,11.416666666666666
318,1996,544,137,12,11.416666666666666,-546,1,-546
318,1997,-2,-546,1,-546,411,22,18.681818181818183
318,2019,409,411,22,18.681818181818183,NaN,NaN,NaN
319,1984,44,NaN,NaN,NaN,127,25,5.08
319,2009,171,127,25,5.08,317,1,317
319,2010,488,317,1,317,-179,9,-19.88888888888889
319,2019,309,-179,9,-19.88888888888889,NaN,NaN,NaN
320,1984,736,NaN,NaN,NaN,-46,25,-1.84
320,2009,690,-46,25,-1.84,-691,1,-691
320,2010,-1,-691,1,-691,581,2,290.5
320,2012,580,581,2,290.5,55,7,7.857142857142857
320,2019,635,55,7,7.857142857142857,NaN,NaN,NaN
321,1984,693,NaN,NaN,NaN,-29,17,-1.705882352941176
321,2001,664,-29,17,-1.705882352941176,-499,1,-499
321,2002,165,-499,1,-499,354,2,177
321,2004,519,354,2,177,111,15,7.4
321,2019,630,111,15,7.4,NaN,NaN,NaN
322,1984,256,NaN,NaN,NaN,38,27,1.407407407407407
322,2011,294,38,27,1.407407407407407,-261,1,-261
322,2012,33,-261,1,-261,159,1,159
322,2013,192,159,1,159,-3,6,-0.5
322,2019,189,-3,6,-0.5,NaN,NaN,NaN
323,1984,529,NaN,NaN,NaN,-7,31,-0.225806451612903
323,2015,522,-7,31,-0.225806451612903,134,1,134
323,2016,656,134,1,134,-1026,1,-1026
323,2017,-370,-1026,1,-1026,0,2,0
323,2019,-370,0,2,0,NaN,NaN,NaN
324,1984,533,NaN,NaN,NaN,-18,21,-0.857142857142857
324,2005,515,-18,21,-0.857142857142857,-629,1,-629
324,2006,-114,-629,1,-629,359,1,359
324,2007,245,359,1,359,18,12,1.5
324,2019,263,18,12,1.5,NaN,NaN,NaN
325,1984,426,NaN,NaN,NaN,0,9,0
325,1993,426,0,9,0,-383,1,-383
325,1994,43,-383,1,-383,-75,10,-7.5
325,2004,-32,-75,10,-7.5,245,2,122.5
325,2006,213,245,2,122.5,52,13,4
325,2019,265,52,13,4,NaN,NaN,NaN
326,1984,384,NaN,NaN,NaN,0,10,0
326,1994,384,0,10,0,-230,1,-230
326,1995,154,-230,1,-230,68,6,11.333333333333334
326,2001,222,68,6,11.333333333333334,-240,1,-240
326,2002,-18,-240,1,-240,442,1,442
326,2003,424,442,1,442,25,16,1.5625
326,2019,449,25,16,1.5625,NaN,NaN,NaN
327,1984,651,NaN,NaN,NaN,-46,35,-1.314285714285714
327,2019,605,-46,35,-1.314285714285714,NaN,NaN,NaN
328,1984,653,NaN,NaN,NaN,0,6,0
328,1990,653,0,6,0,-562,1,-562
328,1991,91,-562,1,-562,-16,24,-0.666666666666667
328,2015,75,-16,24,-0.666666666666667,630,1,630
328,2016,705,630,1,630,0,3,0
328,2019,705,0,3,0,NaN,NaN,NaN
329,1984,609,NaN,NaN,NaN,0,25,0
329,2009,609,0,25,0,-987,1,-987
