# Running class it.unibo.c2c.CommandLineMain with args: [--negativeMagnitudeOnly, ./src/test/resources/it/unibo/c2c/input.csv]
# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true
id, year, value, magnitude, duration, rate, postMagnitude, postDuration, postRate
959,2006,291,-232,1,-232,199,2,99.5
960,2011,470,-162,2,-81,78,4,19.5
960,2016,20,-528,1,-528,0,3,0
961,1985,576,-29,1,-29,-347,1,-347
961,1986,229,-347,1,-347,260,8,32.5
961,1995,232,-257,1,-257,217,1,217
962,2001,-54,-403,8,-50.375,399,11,36.27272727272727
962,2014,-11,-356,2,-178,112,5,22.4
963,2005,469,-20,21,-0.952380952380952,-765,1,-765
963,2006,-296,-765,1,-765,570,4,142.5
964,1989,453,-234,1,-234,189,1,189
964,1999,345,-297,9,-33,249,1,249
964,2019,551,-43,19,-2.263157894736842,NaN,NaN,NaN
965,1999,506,-174,11,-15.818181818181818,165,9,18.333333333333332
965,2009,476,-195,1,-195,162,10,16.2
966,2004,-375,-1135,1,-1135,70,1,70
967,2019,606,-31,35,-0.885714285714286,NaN,NaN,NaN
968,1993,358,-251,9,-27.88888888888889,282,7,40.285714285714285
968,2001,378,-262,1,-262,-84,8,-10.5
968,2009,294,-84,8,-10.5,339,1,339
968,2019,563,-70,9,-7.777777777777778,NaN,NaN,NaN
969,1996,701,-13,12,-1.083333333333333,-678,1,-678
969,1997,23,-678,1,-678,596,4,149
969,2002,256,-363,1,-363,263,1,263
970,2001,559,-103,17,-6.058823529411764,-551,1,-551
970,2002,8,-551,1,-551,33,2,16.5
971,2002,492,-159,5,-31.8,153,1,153
971,2004,519,-126,1,-126,121,15,8.066666666666666
972,2015,-29,-694,1,-694,321,1,321
973,1988,101,-54,4,-13.5,144,1,144
973,2009,35,-210,20,-10.5,217,1,217
973,2019,97,-155,9,-17.22222222222222,NaN,NaN,NaN
974,1985,125,-192,1,-192,13,3,4.333333333333333
974,2006,318,-54,17,-3.176470588235294,195,2,97.5
974,2019,466,-47,11,-4.272727272727272,NaN,NaN,NaN
975,2019,299,-93,35,-2.657142857142857,NaN,NaN,NaN
976,2003,-149,-778,1,-778,443,3,147.66666666666666
978,1994,630,-103,10,-10.3,-632,1,-632
978,1995,-2,-632,1,-632,390,1,390
979,1997,674,-46,13,-3.538461538461538,-232,2,-116
979,1999,442,-232,2,-116,167,1,167
980,2019,514,-22,35,-0.628571428571429,NaN,NaN,NaN
981,1998,457,-215,1,-215,123,21,5.857142857142857
982,2019,305,-78,12,-6.5,NaN,NaN,NaN
983,2013,508,-203,2,-101.5,0,6,0
984,2004,177,-128,20,-6.4,-282,1,-282
984,2005,-105,-282,1,-282,0,14,0
985,2008,338,-73,9,-8.11111111111111,263,2,131.5
985,2019,556,-45,9,-5,NaN,NaN,NaN
986,2010,-234,-965,1,-965,0,9,0
987,2019,326,-82,23,-3.565217391304348,NaN,NaN,NaN
990,1989,294,-146,1,-146,202,6,33.666666666666664
990,2007,233,-263,12,-21.916666666666668,258,1,258
990,2019,286,-205,11,-18.636363636363637,NaN,NaN,NaN
991,1993,648,-122,9,-13.555555555555555,186,3,62
991,2017,693,-141,21,-6.714285714285714,-699,1,-699
991,2018,-6,-699,1,-699,177,1,177
992,1990,-78,-36,6,-6,278,3,92.66666666666667
992,2001,-41,-241,8,-30.125,195,1,195
993,2014,-165,-453,1,-453,195,5,39
994,2001,693,-9,17,-0.529411764705882,-742,1,-742
994,2002,-49,-742,1,-742,619,1,619
995,2000,-38,-365,1,-365,422,12,35.166666666666664
995,2013,-184,-568,1,-568,891,1,891
995,2019,632,-75,5,-15,NaN,NaN,NaN
996,1996,-54,-688,1,-688,363,3,121
996,2019,394,-135,4,-33.75,NaN,NaN,NaN
997,1999,733,-3,15,-0.2,-257,1,-257
997,2000,476,-257,1,-257,258,16,16.125
997,2019,598,-136,3,-45.333333333333336,NaN,NaN,NaN
998,1998,-168,-646,1,-646,345,2,172.5
998,2015,-158,-565,1,-565,363,4,90.75
999,2001,-114,-185,1,-185,306,1,306
999,2009,-20,-212,7,-30.285714285714285,362,1,362
999,2019,153,-189,9,-21,NaN,NaN,NaN
