# Running class it.unibo.c2c.CommandLineMain with args: [--negativeMagnitudeOnly, ./src/test/resources/it/unibo/c2c/input.csv]
# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true
id, year, value, magnitude, duration, rate, postMagnitude, postDuration, postRate
658,2009,27,-151,1,-151,-22,10,-2.2
658,2019,5,-22,10,-2.2,NaN,NaN,NaN
659,2019,809,-36,3,-12,NaN,NaN,NaN
660,1997,-39,-223,2,-111.5,184,2,92
660,2001,-167,-312,2,-156,301,1,301
660,2019,80,-54,17,-3.176470588235294,NaN,NaN,NaN
661,2010,323,-269,7,-38.42857142857143,-736,1,-736
661,2011,-413,-736,1,-736,458,2,229
662,2001,-108,-286,2,-143,349,1,349
662,2009,73,-168,7,-24,201,1,201
662,2019,41,-233,9,-25.88888888888889,NaN,NaN,NaN
663,2014,538,-198,1,-198,157,5,31.4
664,2005,390,-84,21,-4,-774,1,-774
664,2006,-384,-774,1,-774,394,2,197
665,1992,570,-3,8,-0.375,-132,5,-26.4
665,1997,438,-132,5,-26.4,236,17,13.882352941176471
665,2015,-71,-745,1,-745,583,1,583
665,2019,493,-19,3,-6.333333333333333,NaN,NaN,NaN
666,1998,-98,-715,1,-715,214,2,107
667,2006,-336,-537,1,-537,129,1,129
668,1988,-160,-524,4,-131,677,1,677
668,2000,397,-120,11,-10.909090909090908,-638,2,-319
668,2002,-241,-638,2,-319,843,4,210.75
669,2011,-229,-554,1,-554,270,2,135
669,2019,39,-2,6,-0.333333333333333,NaN,NaN,NaN
670,2015,672,-6,31,-0.193548387096774,-395,1,-395
670,2016,277,-395,1,-395,216,1,216
670,2019,419,-74,2,-37,NaN,NaN,NaN
671,1992,329,-292,8,-36.5,364,2,182
671,2000,629,-64,6,-10.666666666666666,-394,2,-197
671,2002,235,-394,2,-197,403,13,31
671,2019,559,-79,4,-19.75,NaN,NaN,NaN
672,1995,-500,-897,1,-897,481,2,240.5
673,2001,252,-716,1,-716,-142,4,-35.5
673,2005,110,-142,4,-35.5,637,3,212.33333333333334
673,2009,173,-574,1,-574,49,10,4.9
674,2006,495,-140,7,-20,-228,1,-228
674,2007,267,-228,1,-228,350,2,175
674,2011,416,-201,2,-100.5,124,8,15.5
675,2013,-109,-409,1,-409,116,6,19.333333333333332
676,2016,-464,-997,1,-997,453,1,453
677,1999,585,-7,15,-0.466666666666667,-361,2,-180.5
677,2001,224,-361,2,-180.5,165,1,165
678,1989,9,-195,2,-97.5,274,1,274
678,2001,-41,-324,11,-29.454545454545453,276,3,92
678,2019,-17,-252,15,-16.8,NaN,NaN,NaN
679,1994,511,-138,3,-46,-296,1,-296
679,1995,215,-296,1,-296,181,1,181
680,1991,391,-210,1,-210,-141,8,-17.625
680,1999,250,-141,8,-17.625,274,1,274
680,2019,507,-17,19,-0.894736842105263,NaN,NaN,NaN
681,2014,260,-276,1,-276,74,5,14.8
682,2001,256,-282,1,-282,51,18,2.833333333333333
683,2004,-33,-116,20,-5.8,205,1,205
683,2006,70,-102,1,-102,184,1,184
683,2019,-45,-299,12,-24.916666666666668,NaN,NaN,NaN
684,1999,-70,-569,1,-569,187,1,187
685,2004,572,-165,2,-82.5,115,15,7.666666666666667
686,1997,-60,-15,13,-1.153846153846154,207,2,103.5
686,2006,-177,-354,1,-354,226,1,226
687,2010,688,-16,26,-0.615384615384615,-234,1,-234
687,2011,454,-234,1,-234,164,1,164
688,1985,224,-294,1,-294,0,3,0
688,2019,457,-89,30,-2.966666666666667,NaN,NaN,NaN
691,2010,568,-74,26,-2.846153846153846,-384,1,-384
691,2011,184,-384,1,-384,0,8,0
692,2019,634,-43,35,-1.228571428571429,NaN,NaN,NaN
693,2006,-45,-407,1,-407,174,13,13.384615384615385
694,2002,396,-262,10,-26.2,97,17,5.705882352941177
695,2006,-477,-863,1,-863,620,2,310
696,2011,415,-136,27,-5.037037037037037,310,4,77.5
696,2016,-119,-844,1,-844,318,3,106
697,1990,292,-342,1,-342,126,1,126
697,1993,329,-89,2,-44.5,315,3,105
698,2004,116,-4,20,-0.2,-438,1,-438
698,2005,-322,-438,1,-438,290,3,96.66666666666667
698,2010,-153,-121,2,-60.5,143,1,143
699,1998,95,-366,4,-91.5,430,1,430
699,2002,-1,-526,3,-175.33333333333334,404,1,404
700,2015,-139,-330,1,-330,128,4,32
701,1996,124,-583,1,-583,358,4,89.5
702,1995,-426,-737,1,-737,344,1,344
702,2011,-395,-625,1,-625,321,8,40.125
703,2002,-138,-1078,1,-1078,543,1,543
703,2009,178,-227,6,-37.833333333333336,595,1,595
704,1995,-102,-351,1,-351,425,24,17.708333333333332
705,2011,418,-80,27,-2.962962962962963,158,1,158
705,2013,42,-534,1,-534,241,6,40.166666666666664
706,2011,-100,-391,1,-391,103,8,12.875
707,1994,434,-133,10,-13.3,184,8,23
707,2003,437,-181,1,-181,152,1,152
707,2015,406,-183,11,-16.636363636363637,113,4,28.25
708,2009,-110,-334,1,-334,94,10,9.4
709,2011,-343,-814,1,-814,600,1,600
710,2011,198,-170,2,-85,24,8,3
711,1987,702,-113,3,-37.666666666666664,-765,2,-382.5
711,1989,-63,-765,2,-382.5,654,1,654
711,1995,554,-37,5,-7.4,-485,2,-242.5
711,1997,69,-485,2,-242.5,403,22,18.318181818181817
712,1995,436,-23,11,-2.090909090909091,-423,1,-423
712,1996,13,-423,1,-423,316,3,105.33333333333333
713,1999,85,-455,1,-455,24,10,2.4
714,1995,659,-3,11,-0.272727272727273,-363,1,-363
714,1996,296,-363,1,-363,163,1,163
716,1993,-17,-224,1,-224,138,26,5.307692307692307
717,2006,-277,-503,1,-503,156,1,156
718,2008,234,-189,1,-189,0,11,0
719,2009,-145,-298,1,-298,151,10,15.1
720,2019,576,-20,35,-0.571428571428571,NaN,NaN,NaN
721,1998,-47,-374,1,-374,149,21,7.095238095238095
722,2019,692,-14,35,-0.4,NaN,NaN,NaN
724,1997,-50,-557,1,-557,0,22,0
725,2011,-21,-237,1,-237,-22,8,-2.75
725,2019,-43,-22,8,-2.75,NaN,NaN,NaN
726,1988,-81,-116,4,-29,281,8,35.125
726,2001,-27,-227,5,-45.4,254,4,63.5
726,2019,181,-46,14,-3.285714285714286,NaN,NaN,NaN
727,1993,517,-212,9,-23.555555555555557,168,1,168
727,2004,667,-18,10,-1.8,-240,1,-240
727,2005,427,-240,1,-240,153,2,76.5
728,1986,477,-205,2,-102.5,213,3,71
728,2010,668,-22,21,-1.047619047619048,-222,1,-222
728,2011,446,-222,1,-222,140,1,140
729,1985,104,-132,1,-132,342,25,13.68
729,2011,-160,-606,1,-606,192,1,192
730,1995,-468,-1119,1,-1119,578,1,578
731,2016,-88,-706,1,-706,344,3,114.66666666666667
732,2007,300,-105,23,-4.565217391304348,-698,1,-698
732,2008,-398,-698,1,-698,552,5,110.4
733,1992,362,-8,7,-1.142857142857143,341,9,37.888888888888886
733,2002,535,-168,1,-168,126,1,126
733,2019,608,-53,16,-3.3125,NaN,NaN,NaN
734,2004,728,-6,20,-0.3,-254,1,-254
734,2005,474,-254,1,-254,181,1,181
735,2015,-4,-682,1,-682,417,2,208.5
736,2013,255,-27,29,-0.931034482758621,-518,1,-518
736,2014,-263,-518,1,-518,305,5,61
737,1998,493,-230,2,-115,153,8,19.125
737,2016,530,-116,10,-11.6,-166,1,-166
737,2017,364,-166,1,-166,142,2,71
738,2002,-273,-860,1,-860,568,3,189.33333333333334
739,2006,-21,-553,1,-553,253,1,253
739,2019,291,-118,7,-16.857142857142858,NaN,NaN,NaN
740,2004,212,-178,9,-19.77777777777778,-544,1,-544
740,2005,-332,-544,1,-544,603,14,43.07142857142857
741,2002,472,-234,1,-234,237,12,19.75
741,2015,422,-287,1,-287,294,2,147
742,1999,200,-146,2,-73,107,9,11.88888888888889
742,2010,100,-207,2,-103.5,-80,6,-13.333333333333334
742,2016,20,-80,6,-13.333333333333334,162,3,54
743,1995,361,-215,2,-107.5,187,2,93.5
744,2012,513,-24,27,-0.888888888888889,-262,1,-262
744,2013,251,-262,1,-262,74,6,12.333333333333334
745,1994,209,-411,1,-411,377,25,15.08
746,2015,625,-28,31,-0.903225806451613,-866,1,-866
746,2016,-241,-866,1,-866,399,1,399
747,2014,229,-290,1,-290,0,5,0
748,2014,-126,-447,2,-223.5,11,5,2.2
749,1998,-392,-594,1,-594,230,1,230
750,1991,54,-535,1,-535,178,3,59.333333333333336
750,2006,200,-32,12,-2.666666666666667,264,2,132
751,2007,1,-316,1,-316,177,1,177
752,1988,-135,-61,4,-15.25,322,2,161
752,2006,-102,-294,1,-294,72,13,5.538461538461538
753,2019,520,-101,34,-2.970588235294118,NaN,NaN,NaN
754,2015,370,-160,31,-5.161290322580645,-594,1,-594
754,2016,-224,-594,1,-594,0,3,0
756,1995,194,-192,1,-192,-9,24,-0.375
756,2019,185,-9,24,-0.375,NaN,NaN,NaN
757,2019,359,-82,8,-10.25,NaN,NaN,NaN
758,1991,-106,-305,1,-305,0,28,0
759,2019,712,-35,35,-1,NaN,NaN,NaN
760,2001,582,-48,17,-2.823529411764706,-149,1,-149
760,2002,433,-149,1,-149,110,1,110
761,2014,154,-48,4,-12,-347,1,-347
761,2015,-193,-347,1,-347,173,4,43.25
762,1990,376,-275,2,-137.5,77,13,5.923076923076923
762,2004,198,-255,1,-255,361,5,72.2
762,2019,512,-47,10,-4.7,NaN,NaN,NaN
763,1995,346,-326,7,-46.57142857142857,259,1,259
763,1999,397,-208,3,-69.33333333333333,173,1,173
763,2019,434,-136,19,-7.157894736842105,NaN,NaN,NaN
764,2001,691,-3,17,-0.176470588235294,-263,1,-263
764,2002,428,-263,1,-263,240,17,14.117647058823529
765,2006,-138,-330,1,-330,134,13,10.307692307692308
766,2002,17,-406,1,-406,-148,2,-74
766,2004,-131,-148,2,-74,460,9,51.111111111111114
766,2019,328,-1,6,-0.166666666666667,NaN,NaN,NaN
767,1996,309,-312,1,-312,-239,14,-17.071428571428573
767,2010,70,-239,14,-17.071428571428573,306,1,306
767,2019,328,-48,8,-6,NaN,NaN,NaN
768,2013,-228,-845,1,-845,574,3,191.33333333333334
768,2019,305,-41,3,-13.666666666666666,NaN,NaN,NaN
769,2015,-10,-597,1,-597,447,2,223.5
769,2019,426,-11,2,-5.5,NaN,NaN,NaN
770,2001,633,-26,17,-1.529411764705882,-317,1,-317
770,2002,316,-317,1,-317,202,17,11.882352941176471
771,1993,256,-31,9,-3.444444444444445,234,3,78
771,1997,-208,-698,1,-698,-14,7,-2
771,2004,-222,-14,7,-2,397,4,99.25
771,2019,121,-54,11,-4.909090909090909,NaN,NaN,NaN
772,2014,299,-253,2,-126.5,143,5,28.6
773,2002,297,-111,1,-111,177,1,177
773,2010,428,-46,7,-6.571428571428571,-368,1,-368
773,2011,60,-368,1,-368,152,8,19
774,2014,259,-235,5,-47,-462,1,-462
774,2015,-203,-462,1,-462,0,4,0
775,2001,-33,-253,8,-31.625,21,8,2.625
775,2019,95,-111,9,-12.333333333333334,NaN,NaN,NaN
776,2000,238,-219,1,-219,19,8,2.375
777,2013,-142,-802,1,-802,501,1,501
777,2019,324,-35,5,-7,NaN,NaN,NaN
778,2010,624,-40,26,-1.538461538461539,-213,1,-213
778,2011,411,-213,1,-213,0,2,0
778,2015,156,-493,1,-493,65,4,16.25
779,1985,-104,-240,1,-240,82,23,3.565217391304348
779,2016,-14,-255,1,-255,0,3,0
780,1998,433,-299,2,-149.5,17,13,1.307692307692308
780,2012,-119,-569,1,-569,0,7,0
781,2002,-150,-543,3,-181,458,1,458
781,2019,273,-35,16,-2.1875,NaN,NaN,NaN
782,2004,358,-232,1,-232,84,6,14
783,2001,76,-287,1,-287,174,1,174
784,2002,195,-360,1,-360,141,7,20.142857142857142
784,2010,160,-176,1,-176,0,9,0
785,2001,-202,-547,1,-547,304,4,76
787,2019,156,-36,26,-1.384615384615385,NaN,NaN,NaN
788,2014,-130,-622,1,-622,0,5,0
789,1999,-414,-800,1,-800,944,1,944
789,2019,479,-51,19,-2.684210526315789,NaN,NaN,NaN
790,1998,25,-391,1,-391,219,1,219
791,1991,49,-466,1,-466,390,1,390
792,2006,673,-17,22,-0.772727272727273,-274,2,-137
792,2008,399,-274,2,-137,245,1,245
793,1998,370,-139,2,-69.5,130,8,16.25
793,2007,27,-473,1,-473,405,2,202.5
794,2009,469,-7,25,-0.28,-685,1,-685
794,2010,-216,-685,1,-685,439,2,219.5
794,2019,211,-12,7,-1.714285714285714,NaN,NaN,NaN
795,1995,-220,-808,1,-808,524,2,262
796,1999,-148,-262,2,-131,261,6,43.5
797,1998,654,-1,14,-0.071428571428571,-272,1,-272
797,1999,382,-272,1,-272,279,4,69.75
797,2013,482,-179,10,-17.9,274,1,274
797,2019,648,-108,5,-21.6,NaN,NaN,NaN
798,1988,-116,-352,1,-352,446,3,148.66666666666666
798,2001,-145,-475,10,-47.5,481,1,481
798,2019,79,-257,17,-15.117647058823529,NaN,NaN,NaN
799,1997,608,-32,13,-2.461538461538462,-302,3,-100.66666666666667
799,2000,306,-302,3,-100.66666666666667,277,1,277
799,2002,430,-153,1,-153,264,2,132
799,2019,589,-105,15,-7,NaN,NaN,NaN
800,2008,-82,-771,1,-771,421,2,210.5
801,2003,468,-136,19,-7.157894736842105,-253,1,-253
801,2004,215,-253,1,-253,330,5,66
802,1994,654,-25,10,-2.5,-326,1,-326
802,1995,328,-326,1,-326,239,1,239
802,2002,373,-194,6,-32.333333333333336,143,1,143
803,2019,624,-89,35,-2.542857142857143,NaN,NaN,NaN
804,1990,456,-174,6,-29,234,1,234
804,2002,355,-335,11,-30.454545454545453,217,6,36.166666666666664
804,2009,428,-144,1,-144,94,10,9.4
805,2016,442,-228,2,-114,83,3,27.666666666666668
806,1985,-111,-473,1,-473,329,15,21.933333333333334
806,2001,-102,-320,1,-320,207,1,207
807,1998,551,-172,4,-43,-313,1,-313
807,1999,238,-313,1,-313,-9,3,-3
807,2002,229,-9,3,-3,301,2,150.5
808,1993,71,-328,1,-328,131,21,6.238095238095238
808,2019,-11,-213,5,-42.6,NaN,NaN,NaN
809,2002,-123,-587,8,-73.375,524,1,524
809,2013,129,-272,10,-27.2,538,1,538
809,2019,467,-200,5,-40,NaN,NaN,NaN
810,2019,465,-3,35,-0.085714285714286,NaN,NaN,NaN
811,2005,-154,-794,1,-794,200,1,200
811,2019,231,-50,7,-7.142857142857143,NaN,NaN,NaN
812,1985,361,-278,1,-278,193,5,38.6
813,1985,227,-270,1,-270,0,2,0
813,2019,495,-101,31,-3.258064516129032,NaN,NaN,NaN
814,2019,539,-132,35,-3.771428571428571,NaN,NaN,NaN
815,2015,-133,-370,2,-185,0,4,0
816,2011,-372,-661,1,-661,310,1,310
817,2003,177,-222,1,-222,-38,13,-2.923076923076923
817,2016,139,-38,13,-2.923076923076923,210,1,210
817,2019,277,-72,2,-36,NaN,NaN,NaN
818,2010,300,-8,16,-0.5,128,1,128
818,2019,371,-57,8,-7.125,NaN,NaN,NaN
820,2019,137,-115,5,-23,NaN,NaN,NaN
821,2019,489,-23,35,-0.657142857142857,NaN,NaN,NaN
822,2019,-52,-24,35,-0.685714285714286,NaN,NaN,NaN
823,2019,517,-109,35,-3.114285714285714,NaN,NaN,NaN
825,1985,-8,-157,1,-157,386,1,386
825,2001,40,-570,6,-95,516,1,516
826,2016,91,-305,2,-152.5,131,3,43.666666666666664
827,2004,731,-17,20,-0.85,-173,2,-86.5
827,2006,558,-173,2,-86.5,144,9,16
827,2016,410,-292,1,-292,163,3,54.333333333333336
828,1993,-484,-1039,1,-1039,983,2,491.5
829,2006,-410,-796,1,-796,257,2,128.5
830,1994,479,-102,10,-10.2,-387,1,-387
830,1995,92,-387,1,-387,440,5,88
830,2002,-51,-583,2,-291.5,598,2,299
831,1997,-130,-377,5,-75.4,217,4,54.25
831,2019,-92,-179,18,-9.944444444444445,NaN,NaN,NaN
832,1992,439,-250,6,-41.666666666666664,257,2,128.5
832,1999,374,-322,5,-64.4,187,1,187
833,1987,-38,-456,1,-456,584,14,41.714285714285715
833,2004,-93,-639,3,-213,288,15,19.2
834,1999,657,-9,15,-0.6,-293,4,-73.25
834,2003,364,-293,4,-73.25,156,1,156
835,2016,-276,-908,1,-908,534,2,267
836,2001,723,-1,17,-0.058823529411765,-312,1,-312
836,2002,411,-312,1,-312,145,5,29
836,2008,245,-311,1,-311,206,1,206
837,1991,-61,-117,6,-19.5,301,1,301
837,1993,-11,-251,1,-251,221,5,44.2
837,2019,-28,-238,21,-11.333333333333334,NaN,NaN,NaN
838,2005,546,-191,3,-63.666666666666664,138,7,19.714285714285715
838,2013,468,-216,1,-216,200,6,33.333333333333336
839,1993,-478,-864,1,-864,427,1,427
839,2005,-122,-71,11,-6.454545454545454,368,14,26.285714285714285
840,2002,66,-739,1,-739,237,1,237
841,2015,-301,-620,1,-620,391,1,391
842,1988,196,-188,1,-188,235,5,47
842,1994,262,-169,1,-169,34,25,1.36
843,1998,-266,-876,1,-876,517,1,517
844,1996,393,-253,12,-21.083333333333332,216,1,216
844,2003,441,-168,6,-28,227,2,113.5
844,2019,600,-68,14,-4.857142857142857,NaN,NaN,NaN
845,2016,105,-515,1,-515,225,1,225
846,1998,444,-4,14,-0.285714285714286,-169,1,-169
846,1999,275,-169,1,-169,17,9,1.888888888888889
846,2019,400,-137,7,-19.571428571428573,NaN,NaN,NaN
847,2012,584,-42,28,-1.5,-615,2,-307.5
847,2014,-31,-615,2,-307.5,0,5,0
848,2006,68,-361,1,-361,214,1,214
849,2001,367,-345,1,-345,112,12,9.333333333333334
850,2016,-391,-1094,1,-1094,0,3,0
851,2006,485,-18,22,-0.818181818181818,-374,1,-374
851,2007,111,-374,1,-374,276,1,276
851,2019,336,-51,11,-4.636363636363637,NaN,NaN,NaN
852,2002,-120,-714,1,-714,266,1,266
853,2019,379,-103,35,-2.942857142857143,NaN,NaN,NaN
854,2017,-36,-283,1,-283,76,2,38
855,2002,-418,-926,1,-926,163,1,163
856,2019,362,-52,35,-1.485714285714286,NaN,NaN,NaN
858,1997,742,-17,13,-1.307692307692308,-447,2,-223.5
858,1999,295,-447,2,-223.5,426,20,21.3
859,1999,534,-78,15,-5.2,-1049,1,-1049
859,2000,-515,-1049,1,-1049,755,3,251.66666666666666
859,2009,263,-149,2,-74.5,308,10,30.8
860,1989,165,-476,5,-95.2,755,1,755
860,1997,-57,-977,7,-139.57142857142858,844,2,422
860,2000,-125,-912,1,-912,887,19,46.68421052631579
861,2011,49,-236,1,-236,-57,8,-7.125
861,2019,-8,-57,8,-7.125,NaN,NaN,NaN
862,1995,10,-239,3,-79.66666666666667,271,19,14.263157894736842
862,2015,18,-263,1,-263,185,4,46.25
863,2015,59,-386,1,-386,22,4,5.5
864,1993,444,-171,3,-57,170,1,170
864,2000,418,-196,6,-32.666666666666664,202,19,10.631578947368421
865,1989,-80,-209,3,-69.66666666666667,295,4,73.75
865,1995,-53,-268,2,-134,105,24,4.375
866,1991,141,-431,1,-431,592,5,118.4
866,2004,207,-526,8,-65.75,315,1,315
866,2019,521,-1,14,-0.071428571428571,NaN,NaN,NaN
867,1992,566,-7,8,-0.875,-822,1,-822
867,1993,-256,-822,1,-822,564,2,282
867,2019,586,-35,9,-3.888888888888889,NaN,NaN,NaN
868,1991,543,-73,7,-10.428571428571429,-322,1,-322
868,1992,221,-322,1,-322,229,1,229
869,2017,346,-363,1,-363,105,2,52.5
870,2009,-376,-690,1,-690,360,2,180
871,1991,245,-346,7,-49.42857142857143,392,2,196
871,1999,616,-21,6,-3.5,-521,2,-260.5
871,2001,95,-521,2,-260.5,472,1,472
871,2019,469,-98,17,-5.764705882352941,NaN,NaN,NaN
872,1988,678,-7,4,-1.75,-279,1,-279
872,1989,399,-279,1,-279,315,11,28.636363636363637
872,2002,380,-334,2,-167,261,6,43.5
872,2019,523,-118,11,-10.727272727272727,NaN,NaN,NaN
873,2019,566,-168,35,-4.8,NaN,NaN,NaN
874,1985,-45,-379,1,-379,354,34,10.411764705882353
875,1989,358,-118,5,-23.6,-432,1,-432
875,1990,-74,-432,1,-432,511,24,21.291666666666668
875,2015,-571,-1008,1,-1008,686,1,686
875,2019,108,-7,3,-2.333333333333333,NaN,NaN,NaN
876,1997,380,-135,4,-33.75,187,17,11
876,2015,354,-213,1,-213,0,4,0
877,2009,337,-206,4,-51.5,252,1,252
877,2019,552,-37,9,-4.111111111111111,NaN,NaN,NaN
878,2017,606,-36,33,-1.090909090909091,143,2,71.5
879,1998,596,-209,2,-104.5,82,12,6.833333333333333
879,2011,337,-341,1,-341,208,1,208
880,2019,216,-54,33,-1.636363636363636,NaN,NaN,NaN
881,2006,524,-224,3,-74.66666666666667,143,1,143
882,2003,110,-623,1,-623,395,1,395
883,2008,-158,-310,1,-310,201,11,18.272727272727273
884,2019,480,-103,35,-2.942857142857143,NaN,NaN,NaN
885,2006,553,-203,2,-101.5,37,9,4.111111111111111
885,2016,-242,-832,1,-832,0,3,0
886,2005,452,-1,21,-0.047619047619048,-630,1,-630
886,2006,-178,-630,1,-630,0,13,0
887,1997,-356,-689,1,-689,0,12,0
888,1997,288,-153,1,-153,18,7,2.571428571428572
889,2019,585,-14,35,-0.4,NaN,NaN,NaN
891,1988,128,-275,1,-275,362,7,51.714285714285715
891,2013,234,-256,18,-14.222222222222221,291,1,291
891,2019,238,-287,5,-57.4,NaN,NaN,NaN
892,2015,-328,-959,1,-959,473,2,236.5
893,1985,59,-77,1,-77,337,5,67.4
893,2006,116,-397,1,-397,380,13,29.23076923076923
894,1999,-22,-612,1,-612,659,9,73.22222222222223
894,2011,268,-369,3,-123,355,3,118.33333333333333
894,2019,505,-118,5,-23.6,NaN,NaN,NaN
895,2011,-429,-1048,1,-1048,622,3,207.33333333333334
895,2019,192,-1,5,-0.2,NaN,NaN,NaN
896,1995,407,-257,4,-64.25,280,1,280
896,2002,460,-227,6,-37.833333333333336,193,1,193
896,2019,646,-7,16,-0.4375,NaN,NaN,NaN
897,2006,54,-597,1,-597,290,1,290
898,2006,-249,-370,1,-370,173,2,86.5
898,2010,-199,-123,2,-61.5,209,2,104.5
898,2019,-13,-23,7,-3.285714285714286,NaN,NaN,NaN
899,1985,471,-139,1,-139,83,9,9.222222222222221
899,1995,-24,-578,1,-578,446,2,223
900,2014,416,-179,2,-89.5,-952,1,-952
900,2015,-536,-952,1,-952,371,1,371
901,1999,-7,-475,1,-475,-3,3,-1
901,2002,-10,-3,3,-1,615,4,153.75
902,2001,-84,-208,14,-14.857142857142858,318,2,159
902,2019,28,-206,16,-12.875,NaN,NaN,NaN
903,2019,610,-106,35,-3.028571428571428,NaN,NaN,NaN
904,2009,569,-55,25,-2.2,-385,1,-385
904,2010,184,-385,1,-385,206,3,68.66666666666667
904,2014,149,-241,1,-241,292,1,292
906,2000,614,-56,16,-3.5,-231,1,-231
906,2001,383,-231,1,-231,194,7,27.714285714285715
906,2015,401,-176,7,-25.142857142857142,243,1,243
906,2019,568,-76,3,-25.333333333333332,NaN,NaN,NaN
907,1985,-6,-244,1,-244,338,1,338
907,2000,165,-326,1,-326,523,7,74.71428571428571
907,2019,541,-147,12,-12.25,NaN,NaN,NaN
908,2007,275,-241,1,-241,112,12,9.333333333333334
909,2015,526,-148,1,-148,96,2,48
909,2019,489,-133,2,-66.5,NaN,NaN,NaN
910,2017,87,-569,1,-569,451,1,451
911,2002,241,-332,1,-332,462,2,231
911,2019,695,-8,15,-0.533333333333333,NaN,NaN,NaN
912,2007,-70,-289,1,-289,20,12,1.666666666666667
913,2018,-14,-700,1,-700,132,1,132
914,2019,507,-169,35,-4.828571428571428,NaN,NaN,NaN
915,2008,595,-21,24,-0.875,-195,1,-195
915,2009,400,-195,1,-195,0,10,0
916,2001,345,-64,17,-3.764705882352941,191,2,95.5
918,1999,450,-256,1,-256,-51,3,-17
918,2002,399,-51,3,-17,210,1,210
918,2019,406,-203,16,-12.6875,NaN,NaN,NaN
919,2018,158,-612,1,-612,0,1,0
921,2019,412,-10,35,-0.285714285714286,NaN,NaN,NaN
922,1992,223,-104,8,-13,365,1,365
922,2019,563,-25,26,-0.961538461538462,NaN,NaN,NaN
924,1991,-198,-753,1,-753,478,3,159.33333333333334
924,2015,-334,-873,1,-873,748,4,187
925,1995,380,-218,1,-218,363,19,19.105263157894736
925,2015,259,-484,1,-484,283,1,283
925,2019,410,-132,3,-44,NaN,NaN,NaN
926,1985,-67,-286,1,-286,427,13,32.84615384615385
926,2001,-15,-375,3,-125,515,3,171.66666666666666
926,2005,132,-368,1,-368,174,14,12.428571428571429
927,1998,439,-45,14,-3.214285714285714,-491,1,-491
927,1999,-52,-491,1,-491,346,1,346
928,2001,-75,-171,2,-85.5,150,1,150
929,2005,288,-134,1,-134,37,4,9.25
929,2012,11,-314,3,-104.66666666666667,76,7,10.857142857142858
930,2006,-360,-608,1,-608,302,2,151
930,2019,95,-47,5,-9.4,NaN,NaN,NaN
931,2005,428,-118,1,-118,243,1,243
931,2014,623,-48,8,-6,-473,1,-473
931,2015,150,-473,1,-473,21,4,5.25
932,1995,354,-242,1,-242,473,1,473
932,1997,567,-260,1,-260,186,22,8.454545454545455
933,1993,494,-219,1,-219,227,3,75.66666666666667
933,2002,473,-248,6,-41.333333333333336,252,1,252
933,2019,688,-37,16,-2.3125,NaN,NaN,NaN
934,2015,549,-20,31,-0.645161290322581,164,1,164
934,2017,395,-318,1,-318,-56,2,-28
934,2019,339,-56,2,-28,NaN,NaN,NaN
935,1992,481,-198,1,-198,209,7,29.857142857142858
935,2019,650,-40,20,-2,NaN,NaN,NaN
936,1998,582,-19,14,-1.357142857142857,-160,1,-160
936,1999,422,-160,1,-160,176,2,88
936,2010,394,-204,9,-22.666666666666668,128,1,128
936,2019,511,-11,8,-1.375,NaN,NaN,NaN
937,1998,562,-176,14,-12.571428571428571,-200,1,-200
937,1999,362,-200,1,-200,280,1,280
937,2002,518,-124,2,-62,175,1,175
937,2019,636,-57,16,-3.5625,NaN,NaN,NaN
938,2000,187,-358,1,-358,-40,5,-8
938,2005,147,-40,5,-8,270,3,90
938,2012,255,-162,4,-40.5,214,7,30.571428571428573
939,2000,-73,-188,1,-188,319,1,319
939,2004,46,-240,1,-240,-137,15,-9.133333333333333
939,2019,-91,-137,15,-9.133333333333333,NaN,NaN,NaN
940,1988,31,-520,1,-520,392,1,392
940,2006,246,-177,17,-10.411764705882353,346,2,173
940,2019,509,-83,11,-7.545454545454546,NaN,NaN,NaN
941,2011,421,-169,1,-169,218,1,218
941,2019,485,-154,7,-22,NaN,NaN,NaN
942,1995,432,-202,2,-101,123,24,5.125
943,1992,580,-36,8,-4.5,-567,1,-567
943,1993,13,-567,1,-567,522,2,261
944,1997,129,-149,13,-11.461538461538462,181,1,181
944,2015,279,-31,17,-1.823529411764706,516,1,516
944,2017,514,-281,1,-281,0,2,0
945,1985,409,-165,1,-165,136,1,136
945,2019,436,-212,9,-23.555555555555557,NaN,NaN,NaN
946,2006,519,-76,22,-3.454545454545455,-853,1,-853
946,2007,-334,-853,1,-853,294,1,294
947,2006,293,-163,1,-163,164,13,12.615384615384615
949,1994,110,-568,1,-568,320,1,320
950,2004,205,-93,20,-4.65,-329,1,-329
950,2005,-124,-329,1,-329,50,14,3.571428571428572
951,2007,68,-200,1,-200,54,12,4.5
952,2013,184,-101,6,-16.833333333333332,158,1,158
954,2002,-63,-85,18,-4.722222222222222,480,1,480
955,2004,404,-145,1,-145,7,15,0.466666666666667
956,2000,-237,-355,1,-355,0,19,0
957,1985,562,-126,1,-126,159,16,9.9375
957,2002,281,-440,1,-440,321,1,321
958,1997,530,-176,1,-176,215,22,9.772727272727273
959,2005,523,-87,21,-4.142857142857143,-232,1,-232
