# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true, postMetrics=false, regrowthMetrics=true
id, year, value, magnitude, duration, rate, indexRegrowth, recoveryIndicator, y2r60, y2r80, y2r100
200,2010,334,-247,1,-247,135.33333333333331,-0.547908232118758,1,2,NaN
201,1999,424,-209,2,-104.5,78,-0.373205741626794,1,1,NaN
201,2019,552,-63,18,-3.5,NaN,NaN,NaN,NaN,NaN
202,1986,78,-318,1,-318,-208,0.654088050314465,NaN,NaN,NaN
202,1990,-130,-208,4,-52,-52.66666666666666,0.253205128205128,NaN,NaN,NaN
202,2019,-198,-68,29,-2.344827586206896,NaN,NaN,NaN,NaN,NaN
203,2010,-521,-785,1,-785,379,-0.482802547770701,NaN,NaN,NaN
204,2008,-24,-484,1,-484,446.5,-0.922520661157025,2,3,NaN
204,2019,407,-1,8,-0.125,NaN,NaN,NaN,NaN,NaN
205,1995,-246,-502,1,-502,223.66666666666666,-0.445551128818061,17,18,20
205,2011,60,-90,5,-18,184,-2.044444444444444,1,1,1
205,2019,262,-70,4,-17.5,NaN,NaN,NaN,NaN,NaN
206,2001,628,-56,17,-3.294117647058823,-431.66666666666663,7.708333333333333,NaN,NaN,NaN
206,2002,-244,-872,1,-872,495,-0.567660550458716,10,NaN,NaN
207,1998,510,-70,14,-5,4,-0.057142857142857,1,2,2
207,1999,359,-151,1,-151,214.33333333333337,-1.419426048565122,1,1,1
207,2001,472,-198,1,-198,144,-0.727272727272727,1,2,NaN
208,2005,567,-166,1,-166,-73.33333333333331,0.441767068273092,1,5,NaN
208,2011,251,-423,1,-423,325.33333333333337,-0.769109535066982,1,5,NaN
209,1998,545,-124,1,-124,156.66666666666663,-1.263440860215054,1,1,2
210,2014,690,-24,30,-0.8,-453,18.875,NaN,NaN,NaN
210,2015,-309,-999,1,-999,546,-0.546546546546547,NaN,NaN,NaN
211,1991,626,-14,7,-2,-491.66666666666663,35.11904761904761,6,NaN,NaN
211,1992,-321,-947,1,-947,584.6666666666667,-0.617388243576206,5,25,NaN
212,2019,486,-29,17,-1.705882352941176,NaN,NaN,NaN,NaN,NaN
213,2000,393,-257,1,-257,252,-0.980544747081712,1,3,3
213,2015,401,-270,12,-22.5,270,-1,1,1,1
214,1999,355,-265,1,-265,182.66666666666663,-0.689308176100629,1,5,10
215,1999,415,-242,1,-242,131,-0.541322314049587,1,1,NaN
216,2004,439,-6,20,-0.3,-177,29.5,NaN,NaN,NaN
216,2005,-97,-536,1,-536,359,-0.669776119402985,8,9,NaN
217,2011,189,-303,2,-151.5,119,-0.392739273927393,3,NaN,NaN
218,2001,290,-67,9,-7.444444444444445,-371,5.537313432835821,NaN,NaN,NaN
218,2002,-81,-371,1,-371,0,-0,NaN,NaN,NaN
219,1991,-21,-245,1,-245,0,-0,18,NaN,NaN
220,1998,501,-131,1,-131,-146,1.114503816793893,1,2,NaN
220,2001,355,-217,1,-217,0,-0,1,NaN,NaN
221,2005,-274,-924,1,-924,382,-0.413419913419913,12,NaN,NaN
221,2014,100,-24,8,-3,290,-12.083333333333334,1,1,1
223,2015,277,-69,2,-34.5,-389,5.63768115942029,NaN,NaN,NaN
223,2016,-112,-389,1,-389,NaN,NaN,NaN,NaN,NaN
224,2019,739,-8,14,-0.571428571428571,NaN,NaN,NaN,NaN,NaN
226,1999,-23,-243,1,-243,0,-0,NaN,NaN,NaN
227,2009,389,-318,1,-318,303,-0.952830188679245,1,2,NaN
228,1997,142,-19,13,-1.461538461538461,-146,7.684210526315789,NaN,NaN,NaN
228,1998,-170,-312,1,-312,166,-0.532051282051282,NaN,NaN,NaN
229,2019,-39,-1,35,-0.028571428571429,NaN,NaN,NaN,NaN,NaN
230,2019,468,-128,10,-12.8,NaN,NaN,NaN,NaN,NaN
231,1988,-1,-293,4,-73.25,488.6666666666667,-1.667804323094426,1,1,1
231,2001,576,-109,12,-9.083333333333334,95,-0.871559633027523,2,4,NaN
231,2002,10,-566,1,-566,664.3333333333334,-1.173733804475854,1,1,3
232,2018,-471,-1056,1,-1056,NaN,NaN,NaN,NaN,NaN
233,2017,648,-44,33,-1.333333333333333,NaN,NaN,2,NaN,NaN
233,2018,266,-382,1,-382,NaN,NaN,1,NaN,NaN
234,2007,-99,-787,2,-393.5,155,-0.196950444726811,NaN,NaN,NaN
234,2010,-132,-162,1,-162,31,-0.191358024691358,1,1,1
234,2019,-79,-178,8,-22.25,NaN,NaN,NaN,NaN,NaN
235,2001,-94,-244,2,-122,223,-0.913934426229508,4,4,4
235,2019,-22,-296,9,-32.888888888888886,NaN,NaN,NaN,NaN,NaN
236,2007,-447,-984,1,-984,673.6666666666666,-0.684620596205962,2,2,NaN
236,2011,174,-265,2,-132.5,210.66666666666669,-0.79496855345912,3,3,3
237,2010,609,-108,26,-4.153846153846154,-210,1.944444444444444,NaN,NaN,NaN
237,2011,125,-484,1,-484,304,-0.628099173553719,2,NaN,NaN
238,2004,198,-26,20,-1.3,-257.3333333333333,9.897435897435896,NaN,NaN,NaN
238,2005,-306,-504,1,-504,262,-0.51984126984127,13,NaN,NaN
239,2008,139,-75,13,-5.769230769230769,-200.33333333333334,2.671111111111111,NaN,NaN,NaN
239,2009,-81,-220,1,-220,-1,0.004545454545455,NaN,NaN,NaN
240,1989,329,-287,1,-287,166.66666666666669,-0.580720092915215,1,2,25
240,2019,518,-163,5,-32.6,NaN,NaN,NaN,NaN,NaN
241,2011,466,-207,1,-207,238.66666666666663,-1.152979066022544,1,1,1
241,2019,665,-61,7,-8.714285714285714,NaN,NaN,NaN,NaN,NaN
242,2007,458,-262,1,-262,23,-0.087786259541985,6,6,6
242,2012,381,-77,5,-15.4,263.66666666666663,-3.424242424242424,1,1,1
242,2019,634,-104,6,-17.333333333333332,NaN,NaN,NaN,NaN,NaN
243,1985,76,-141,1,-141,-58,0.411347517730496,2,2,8
243,1992,50,-26,7,-3.714285714285714,-76.33333333333333,2.935897435897436,1,1,1
243,1996,-32,-430,2,-215,59.66666666666667,-0.138759689922481,NaN,NaN,NaN
244,2006,-476,-852,1,-852,600,-0.704225352112676,NaN,NaN,NaN
245,1999,-352,-677,1,-677,247,-0.364844903988183,NaN,NaN,NaN
245,2019,28,-27,14,-1.928571428571429,NaN,NaN,NaN,NaN,NaN
246,2001,470,-179,1,-179,76,-0.424581005586592,1,3,8
247,2002,555,-65,18,-3.611111111111111,-12,0.184615384615385,1,4,NaN
248,2009,673,-46,25,-1.84,-157.66666666666663,3.427536231884057,4,NaN,NaN
248,2010,142,-531,1,-531,414,-0.779661016949153,3,4,NaN
249,1998,-355,-719,1,-719,327,-0.454798331015299,15,NaN,NaN
249,2019,233,-40,6,-6.666666666666667,NaN,NaN,NaN,NaN,NaN
250,2006,493,-248,1,-248,205.33333333333337,-0.827956989247312,1,1,NaN
251,1998,7,-224,1,-224,-136.33333333333334,0.608630952380952,NaN,NaN,NaN
251,2002,-85,-92,4,-23,-173.33333333333331,1.884057971014492,1,1,1
251,2004,-381,-459,1,-459,280,-0.610021786492375,NaN,NaN,NaN
252,1992,644,-282,1,-282,-34.66666666666663,0.122931442080378,1,NaN,NaN
252,2019,600,-44,27,-1.62962962962963,NaN,NaN,NaN,NaN,NaN
253,1993,-421,-711,1,-711,375.6666666666667,-0.52836380684482,15,15,15
253,2019,176,-159,11,-14.454545454545455,NaN,NaN,NaN,NaN,NaN
254,1997,498,-75,13,-5.769230769230769,-106.33333333333331,1.417777777777778,5,6,6
254,1998,77,-421,1,-421,421.6666666666667,-1.001583531274743,4,5,5
254,2019,533,-78,16,-4.875,NaN,NaN,NaN,NaN,NaN
255,2010,214,-25,22,-1.136363636363636,-201,8.04,NaN,NaN,NaN
255,2011,13,-201,1,-201,0,-0,NaN,NaN,NaN
256,1998,461,-158,1,-158,203,-1.284810126582278,1,1,1
259,2006,444,-194,2,-97,0,-0,1,NaN,NaN
260,2019,690,-34,35,-0.971428571428571,NaN,NaN,NaN,NaN,NaN
263,2019,187,-59,35,-1.685714285714286,NaN,NaN,NaN,NaN,NaN
264,1985,-1,-176,1,-176,43.333333333333336,-0.246212121212121,12,24,24
264,2011,-101,-237,1,-237,-5.333333333333329,0.022503516174402,NaN,NaN,NaN
265,1985,-196,-473,1,-473,95.66666666666667,-0.202255109231853,20,25,25
266,2004,-326,-778,1,-778,596.3333333333333,-0.76649528706084,6,14,NaN
267,1996,-34,-471,1,-471,242.66666666666666,-0.515215852795471,7,10,14
268,1992,281,-139,8,-17.375,110.33333333333331,-0.793764988009592,1,1,2
268,2001,370,-46,8,-5.75,92.33333333333331,-2.007246376811594,3,3,3
268,2003,146,-224,2,-112,374,-1.669642857142857,1,1,1
269,1997,578,-14,13,-1.076923076923077,-289.6666666666667,20.690476190476193,NaN,NaN,NaN
269,1998,-197,-775,1,-775,544.3333333333333,-0.702365591397849,6,10,NaN
270,2015,454,-93,20,-4.65,-342,3.67741935483871,NaN,NaN,NaN
270,2016,-251,-705,1,-705,NaN,NaN,NaN,NaN,NaN
271,1985,-19,-434,1,-434,210.66666666666666,-0.485407066052227,6,12,28
272,1990,698,-52,6,-8.666666666666666,-226.66666666666669,4.358974358974359,5,6,NaN
272,1991,342,-356,1,-356,192,-0.539325842696629,4,5,NaN
272,2002,293,-316,6,-52.666666666666664,211,-0.667721518987342,1,1,NaN
272,2019,415,-121,16,-7.5625,NaN,NaN,NaN,NaN,NaN
273,2015,163,-536,1,-536,331,-0.617537313432836,2,NaN,NaN
274,2017,220,-333,1,-333,NaN,NaN,NaN,NaN,NaN
275,2011,402,-5,23,-0.217391304347826,-201,40.2,NaN,NaN,NaN
275,2012,12,-390,1,-390,201.33333333333334,-0.516239316239316,6,NaN,NaN
276,1999,473,-127,13,-9.76923076923077,-80,0.62992125984252,6,6,NaN
276,2000,266,-207,1,-207,149,-0.719806763285024,1,5,5
276,2019,478,-75,14,-5.357142857142857,NaN,NaN,NaN,NaN,NaN
278,1990,554,-14,6,-2.333333333333333,-805.3333333333334,57.523809523809526,NaN,NaN,NaN
278,1991,-439,-993,1,-993,344.3333333333333,-0.346760657938906,11,15,NaN
279,2012,-69,-290,1,-290,65.66666666666667,-0.226436781609195,NaN,NaN,NaN
280,2002,510,-279,1,-279,175,-0.627240143369176,1,1,NaN
280,2019,667,-73,15,-4.866666666666666,NaN,NaN,NaN,NaN,NaN
281,1994,129,-167,1,-167,-87,0.520958083832335,1,1,1
281,1998,42,-308,3,-102.66666666666667,52.66666666666667,-0.170995670995671,12,12,18
282,2019,508,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
283,1987,275,-247,3,-82.33333333333333,421.66666666666663,-1.707152496626181,1,1,1
283,1999,242,-479,1,-479,224,-0.467640918580376,1,12,NaN
284,2016,56,-585,1,-585,NaN,NaN,NaN,NaN,NaN
285,2006,-405,-600,1,-600,318,-0.53,NaN,NaN,NaN
286,2019,-13,-175,34,-5.147058823529412,NaN,NaN,NaN,NaN,NaN
287,1995,324,-65,11,-5.909090909090909,-380,5.846153846153846,NaN,NaN,NaN
287,1996,-181,-505,1,-505,125,-0.247524752475248,9,12,12
289,2004,463,-247,1,-247,137.33333333333337,-0.556005398110661,1,5,10
291,1999,221,-456,2,-228,289,-0.633771929824561,4,NaN,NaN
293,2001,-46,-74,17,-4.352941176470588,317,-4.283783783783784,1,1,1
294,1996,402,-230,1,-230,53,-0.230434782608696,1,NaN,NaN
295,2019,49,-55,13,-4.230769230769231,NaN,NaN,NaN,NaN,NaN
296,2019,664,-7,2,-3.5,NaN,NaN,NaN,NaN,NaN
297,1999,204,-352,1,-352,353.66666666666663,-1.004734848484848,2,4,4
297,2015,140,-421,1,-421,163,-0.387173396674584,1,1,NaN
297,2019,303,-167,3,-55.666666666666664,NaN,NaN,NaN,NaN,NaN
298,1997,271,-470,7,-67.14285714285714,27,-0.057446808510638,2,8,10
298,2002,109,-482,3,-160.66666666666666,457,-0.948132780082988,3,3,3
298,2019,401,-389,12,-32.416666666666664,NaN,NaN,NaN,NaN,NaN
299,2002,70,-495,1,-495,302.6666666666667,-0.611447811447811,6,6,NaN
300,2006,-156,-452,1,-452,-15,0.033185840707965,NaN,NaN,NaN
301,1993,482,-220,9,-24.444444444444443,165.33333333333337,-0.751515151515152,1,1,NaN
301,2019,628,-31,25,-1.24,NaN,NaN,NaN,NaN,NaN
302,1991,-44,-700,1,-700,436.3333333333333,-0.623333333333333,6,NaN,NaN
302,2007,-340,-677,1,-677,586,-0.865583456425406,2,6,7
303,2015,329,-419,1,-419,297,-0.708830548926014,1,1,NaN
303,2019,626,-3,3,-1,NaN,NaN,NaN,NaN,NaN
304,2001,-102,-280,12,-23.333333333333332,78,-0.278571428571429,1,1,1
304,2009,7,-184,7,-26.285714285714285,128.66666666666666,-0.699275362318841,1,1,1
304,2019,80,-193,9,-21.444444444444443,NaN,NaN,NaN,NaN,NaN
305,2001,-108,-283,2,-141.5,227.33333333333331,-0.803297997644287,4,7,7
306,2007,-20,-482,2,-241,33.666666666666664,-0.06984785615491,NaN,NaN,NaN
307,2010,301,-93,13,-7.153846153846154,-366.3333333333333,3.939068100358423,NaN,NaN,NaN
307,2011,41,-260,1,-260,-110,0.423076923076923,NaN,NaN,NaN
307,2019,-75,-116,8,-14.5,NaN,NaN,NaN,NaN,NaN
308,1994,-221,-584,1,-584,257,-0.440068493150685,11,18,19
309,2015,-349,-805,1,-805,287,-0.356521739130435,NaN,NaN,NaN
310,2003,241,-172,1,-172,15,-0.087209302325581,1,7,NaN
310,2014,-125,-455,1,-455,113,-0.248351648351648,NaN,NaN,NaN
311,2015,-121,-791,1,-791,495,-0.625790139064475,NaN,NaN,NaN
312,2010,560,-3,26,-0.115384615384615,-422.83333333333337,140.94444444444446,6,NaN,NaN
312,2011,-239,-799,1,-799,498,-0.623279098873592,5,NaN,NaN
313,1991,288,-347,1,-347,210,-0.605187319884726,1,14,NaN
313,2013,261,-286,2,-143,312,-1.090909090909091,3,4,4
314,2000,-65,-262,1,-262,141,-0.538167938931298,8,9,9
314,2015,-110,-384,1,-384,300,-0.78125,1,NaN,NaN
315,1999,409,-243,2,-121.5,148,-0.609053497942387,1,3,10
315,2019,545,-126,10,-12.6,NaN,NaN,NaN,NaN,NaN
316,1999,738,-14,15,-0.933333333333333,-221.33333333333337,15.809523809523812,1,NaN,NaN
316,2001,498,-240,2,-120,98.66666666666663,-0.411111111111111,1,6,NaN
317,1989,124,-99,5,-19.8,-132,1.333333333333333,1,1,1
317,1991,37,-538,1,-538,-49,0.091078066914498,NaN,NaN,NaN
317,2006,-135,-172,15,-11.466666666666667,271,-1.575581395348837,1,1,1
317,2019,50,-23,12,-1.916666666666667,NaN,NaN,NaN,NaN,NaN
318,1997,-2,-546,1,-546,137.33333333333334,-0.251526251526252,15,NaN,NaN
319,2019,309,-179,9,-19.88888888888889,NaN,NaN,NaN,NaN,NaN
320,2009,690,-46,25,-1.84,-110,2.391304347826087,3,NaN,NaN
320,2010,-1,-691,1,-691,599.3333333333334,-0.867342016401351,2,2,NaN
321,2001,664,-29,17,-1.705882352941176,-145,5,3,NaN,NaN
321,2002,165,-499,1,-499,354,-0.709418837675351,2,9,NaN
322,2012,33,-261,1,-261,156,-0.597701149425287,1,NaN,NaN
322,2019,189,-3,6,-0.5,NaN,NaN,NaN,NaN,NaN
323,2015,522,-7,31,-0.225806451612903,-892,127.42857142857143,1,1,1
323,2017,-370,-1026,1,-1026,NaN,NaN,NaN,NaN,NaN
324,2005,515,-18,21,-0.857142857142857,-270,15,NaN,NaN,NaN
324,2006,-114,-629,1,-629,359,-0.570747217806041,NaN,NaN,NaN
325,1994,43,-383,1,-383,-31,0.080939947780679,20,NaN,NaN
325,2004,-32,-75,10,-7.5,245,-3.266666666666667,1,2,2
326,1995,154,-230,1,-230,68,-0.295652173913043,8,8,8
326,2002,-18,-240,1,-240,467,-1.945833333333333,1,1,1
327,2019,605,-46,35,-1.314285714285714,NaN,NaN,NaN,NaN,NaN
328,1991,91,-562,1,-562,0,-0,25,25,25
328,2015,75,-16,24,-0.666666666666667,630,-39.375,1,1,1
329,2010,-378,-987,1,-987,522,-0.52887537993921,NaN,NaN,NaN
330,2016,-29,-788,1,-788,NaN,NaN,NaN,NaN,NaN
330,2017,-66,-37,1,-37,NaN,NaN,1,1,1
331,1992,541,-65,8,-8.125,-125.33333333333331,1.928205128205128,4,NaN,NaN
331,1993,-93,-634,1,-634,498,-0.785488958990536,3,3,14
332,1995,-479,-803,1,-803,471.3333333333333,-0.586965545869655,9,10,13
332,2010,225,-270,1,-270,-371.66666666666663,1.376543209876543,NaN,NaN,NaN
332,2011,-439,-664,1,-664,309.66666666666663,-0.46636546184739,NaN,NaN,NaN
333,1999,-453,-1101,1,-1101,718,-0.652134423251589,17,NaN,NaN
334,2000,543,-57,16,-3.5625,-53.666666666666686,0.941520467836258,1,5,NaN
334,2003,403,-140,3,-46.666666666666664,86.33333333333331,-0.616666666666667,1,1,5
334,2018,460,-166,1,-166,NaN,NaN,1,1,NaN
335,2004,141,-159,2,-79.5,123,-0.773584905660377,1,1,3
335,2012,47,-286,5,-57.2,-43,0.15034965034965,NaN,NaN,NaN
335,2019,37,-10,7,-1.428571428571429,NaN,NaN,NaN,NaN,NaN
336,1986,81,-655,1,-655,446.66666666666663,-0.681933842239186,2,8,15
337,2007,200,-135,23,-5.869565217391305,-246.66666666666666,1.82716049382716,1,1,1
337,2010,290,-121,2,-60.5,-214.66666666666669,1.774104683195592,NaN,NaN,NaN
337,2011,-249,-539,1,-539,344.6666666666667,-0.639455782312925,NaN,NaN,NaN
338,1993,589,-92,9,-10.222222222222221,45.66666666666663,-0.496376811594202,1,3,NaN
338,1995,366,-223,2,-111.5,261.33333333333337,-1.171898355754858,1,1,1
338,2019,605,-4,23,-0.173913043478261,NaN,NaN,NaN,NaN,NaN
339,1998,138,-225,2,-112.5,201.33333333333331,-0.894814814814815,2,2,NaN
339,2008,258,-97,8,-12.125,-311,3.206185567010309,NaN,NaN,NaN
339,2009,-175,-433,1,-433,144,-0.33256351039261,NaN,NaN,NaN
340,1996,-70,-394,1,-394,275,-0.697969543147208,5,5,7
341,2000,68,-466,6,-77.66666666666667,431,-0.924892703862661,1,1,1
341,2002,267,-361,1,-361,242.5,-0.671745152354571,1,5,NaN
341,2019,548,-79,4,-19.75,NaN,NaN,NaN,NaN,NaN
342,1992,530,-133,8,-16.625,-175.33333333333331,1.318295739348371,NaN,NaN,NaN
342,1993,-371,-901,1,-901,752,-0.834628190899001,3,10,15
343,2000,117,-510,1,-510,191.66666666666669,-0.375816993464052,8,14,NaN
344,1991,289,-40,4,-10,-162.33333333333331,4.058333333333333,NaN,NaN,NaN
344,1992,50,-239,1,-239,68.66666666666667,-0.287308228730823,7,13,16
345,1990,268,-254,2,-127,323,-1.271653543307087,1,2,3
345,2019,520,-71,26,-2.730769230769231,NaN,NaN,NaN,NaN,NaN
346,2001,-192,-621,1,-621,536,-0.863123993558776,5,5,6
347,2015,189,-427,1,-427,126,-0.295081967213115,NaN,NaN,NaN
348,1993,381,-278,9,-30.88888888888889,116.66666666666669,-0.419664268585132,1,1,4
348,1998,425,-240,1,-240,-20.666666666666686,0.086111111111111,1,10,NaN
348,2014,213,-441,1,-441,141,-0.319727891156463,NaN,NaN,NaN
349,2019,626,-37,35,-1.057142857142857,NaN,NaN,NaN,NaN,NaN
350,2004,690,-20,20,-1,-7.666666666666629,0.383333333333331,1,1,NaN
351,1993,-27,-104,1,-104,0,-0,8,12,12
351,2012,-60,-219,1,-219,0,-0,NaN,NaN,NaN
352,2019,624,-90,35,-2.571428571428572,NaN,NaN,NaN,NaN,NaN
353,1995,82,-609,1,-609,254,-0.417077175697865,10,18,NaN
354,2014,-53,-458,1,-458,166,-0.362445414847162,NaN,NaN,NaN
355,2001,-74,-47,17,-2.764705882352941,229.33333333333334,-4.879432624113475,1,1,1
355,2007,46,-118,5,-23.6,0,-0,9,9,NaN
355,2017,-81,-240,1,-240,NaN,NaN,NaN,NaN,NaN
356,2008,-239,-382,1,-382,0,-0,NaN,NaN,NaN
357,2019,655,-26,22,-1.181818181818182,NaN,NaN,NaN,NaN,NaN
358,2019,178,-82,13,-6.307692307692307,NaN,NaN,NaN,NaN,NaN
359,2000,59,-284,1,-284,0,-0,NaN,NaN,NaN
359,2019,-12,-71,19,-3.736842105263158,NaN,NaN,NaN,NaN,NaN
360,2004,-10,-118,19,-6.210526315789473,507,-4.296610169491525,1,1,1
361,2011,140,-93,7,-13.285714285714286,182,-1.956989247311828,1,1,1
362,2019,426,-17,35,-0.485714285714286,NaN,NaN,NaN,NaN,NaN
363,2018,-1,-515,1,-515,NaN,NaN,NaN,NaN,NaN
364,1999,-334,-948,1,-948,586.6666666666666,-0.618846694796062,10,NaN,NaN
364,2008,158,-140,3,-46.666666666666664,186.66666666666669,-1.333333333333333,1,1,1
365,2009,-260,-585,1,-585,498,-0.851282051282051,5,6,6
366,2010,243,-67,11,-6.090909090909091,-350.6666666666667,5.233830845771145,NaN,NaN,NaN
366,2011,-23,-266,1,-266,-57.66666666666667,0.216791979949875,NaN,NaN,NaN
367,1999,-543,-1094,1,-1094,691.6666666666666,-0.632236441194394,10,13,NaN
368,1998,184,-259,1,-259,70.33333333333334,-0.271557271557272,6,8,11
368,2010,338,-278,1,-278,94.33333333333331,-0.339328537170264,4,NaN,NaN
369,2010,534,-188,1,-188,-322.66666666666663,1.716312056737588,1,1,NaN
369,2014,-5,-637,1,-637,500,-0.784929356357928,2,NaN,NaN
369,2019,495,-4,3,-1.333333333333333,NaN,NaN,NaN,NaN,NaN
370,2015,-361,-981,1,-981,697,-0.710499490316004,NaN,NaN,NaN
371,2013,131,-204,1,-204,-40.66666666666667,0.199346405228758,NaN,NaN,NaN
371,2019,96,-35,6,-5.833333333333333,NaN,NaN,NaN,NaN,NaN
372,1988,711,-35,4,-8.75,-200.33333333333331,5.723809523809523,2,6,NaN
372,1989,258,-453,1,-453,298.66666666666663,-0.659308314937454,1,5,13
372,2019,674,-86,15,-5.733333333333333,NaN,NaN,NaN,NaN,NaN
373,1996,-65,-461,1,-461,121.33333333333334,-0.263195950831526,16,17,NaN
374,2016,-80,-425,2,-212.5,NaN,NaN,NaN,NaN,NaN
375,2010,374,-247,3,-82.33333333333333,-615,2.489878542510121,1,3,NaN
375,2014,-241,-849,1,-849,0,-0,NaN,NaN,NaN
376,1996,738,-18,12,-1.5,-181,10.055555555555555,4,4,NaN
376,1997,245,-493,1,-493,288.33333333333337,-0.584854631507776,3,3,NaN
376,1999,189,-56,2,-28,384.66666666666663,-6.869047619047619,1,1,1
376,2012,445,-185,12,-15.416666666666666,233.33333333333337,-1.261261261261261,1,1,2
377,1989,390,-3,5,-0.6,30.333333333333314,-10.111111111111105,1,1,1
377,1993,405,-189,2,-94.5,20.333333333333314,-0.107583774250441,1,10,NaN
377,2009,387,-18,16,-1.125,-204,11.333333333333334,NaN,NaN,NaN
377,2010,183,-204,1,-204,39,-0.191176470588235,6,7,NaN
378,1998,555,-41,14,-2.928571428571428,-112.33333333333331,2.739837398373983,2,NaN,NaN
378,1999,321,-234,1,-234,121,-0.517094017094017,1,4,13
378,2008,367,-36,8,-4.5,228,-6.333333333333333,1,1,1
379,2005,338,-40,21,-1.904761904761905,-375,9.375,NaN,NaN,NaN
379,2006,-167,-505,1,-505,113,-0.223762376237624,NaN,NaN,NaN
379,2012,-88,-136,5,-27.2,191,-1.404411764705882,4,4,4
380,2003,673,-65,19,-3.421052631578947,-147,2.261538461538461,1,NaN,NaN
380,2004,526,-147,1,-147,0,-0,1,7,NaN
381,2001,272,-63,17,-3.705882352941177,-146,2.317460317460318,NaN,NaN,NaN
381,2002,-76,-348,1,-348,191.66666666666669,-0.550766283524904,11,11,12
381,2012,95,-9,8,-1.125,222,-24.666666666666668,1,1,1
382,1997,-66,-312,2,-156,264,-0.846153846153846,1,1,14
382,2010,85,-113,12,-9.416666666666666,31,-0.274336283185841,1,1,1
382,2019,-51,-321,8,-40.125,NaN,NaN,NaN,NaN,NaN
383,1998,519,-13,14,-0.928571428571429,-832.3333333333333,64.02564102564102,NaN,NaN,NaN
383,1999,-453,-972,1,-972,247.33333333333334,-0.254458161865569,NaN,NaN,NaN
383,2007,-237,-300,1,-300,48.33333333333334,-0.161111111111111,NaN,NaN,NaN
384,1993,354,-249,1,-249,345,-1.385542168674699,3,4,4
384,2017,447,-252,20,-12.6,NaN,NaN,1,1,NaN
385,2009,385,-252,1,-252,139.33333333333337,-0.552910052910053,1,1,NaN
386,1994,531,-65,10,-6.5,-304,4.676923076923077,NaN,NaN,NaN
386,1995,227,-304,1,-304,4.666666666666657,-0.015350877192982,NaN,NaN,NaN
386,2002,-100,-341,1,-341,621,-1.821114369501466,1,1,1
387,1996,557,-198,1,-198,0,-0,1,12,NaN
387,2007,423,-174,1,-174,195,-1.120689655172414,1,1,1
387,2019,656,-2,11,-0.181818181818182,NaN,NaN,NaN,NaN,NaN
390,2001,80,-312,1,-312,0,-0,NaN,NaN,NaN
391,2019,217,-4,35,-0.114285714285714,NaN,NaN,NaN,NaN,NaN
392,2015,274,-286,2,-143,0,-0,NaN,NaN,NaN
394,1999,228,-144,1,-144,0,-0,1,NaN,NaN
394,2008,-187,-415,1,-415,518,-1.248192771084337,1,1,1
395,2019,628,-86,35,-2.457142857142857,NaN,NaN,NaN,NaN,NaN
396,2004,331,-276,1,-276,227.66666666666663,-0.82487922705314,1,1,3
396,2010,374,-299,3,-99.66666666666667,218.66666666666663,-0.731326644370123,1,1,1
396,2019,646,-44,8,-5.5,NaN,NaN,NaN,NaN,NaN
397,1995,-251,-659,1,-659,294.6666666666667,-0.447142134547294,11,11,NaN
397,2019,260,-49,7,-7,NaN,NaN,NaN,NaN,NaN
398,1998,304,-339,1,-339,182.33333333333331,-0.537856440511308,1,6,15
398,2016,457,-221,3,-73.66666666666667,NaN,NaN,1,1,1
398,2019,656,-55,2,-27.5,NaN,NaN,NaN,NaN,NaN
399,1995,-83,-172,1,-172,54.66666666666667,-0.317829457364341,7,9,9
399,2015,-48,-217,1,-217,146,-0.672811059907834,1,3,NaN
399,2019,98,-26,3,-8.666666666666666,NaN,NaN,NaN,NaN,NaN
400,2015,690,-53,31,-1.709677419354839,-283,5.339622641509434,NaN,NaN,NaN
400,2016,311,-379,1,-379,NaN,NaN,1,NaN,NaN
401,2006,-423,-761,1,-761,426.3333333333333,-0.560227770477442,11,NaN,NaN
402,1999,386,-294,2,-147,231.66666666666663,-0.787981859410431,1,4,12
402,2012,535,-168,1,-168,29.66666666666663,-0.176587301587301,1,1,NaN
402,2019,502,-188,3,-62.666666666666664,NaN,NaN,NaN,NaN,NaN
403,1988,60,-114,4,-28.5,334,-2.929824561403509,1,1,1
403,2003,181,-377,8,-47.125,185.66666666666669,-0.492484526967286,1,7,NaN
403,2019,310,-218,9,-24.22222222222222,NaN,NaN,NaN,NaN,NaN
404,2001,504,-107,13,-8.23076923076923,103,-0.962616822429907,2,4,NaN
404,2010,486,-236,1,-236,167.66666666666663,-0.71045197740113,1,1,NaN
404,2019,683,-4,8,-0.5,NaN,NaN,NaN,NaN,NaN
405,1995,-57,-484,1,-484,219,-0.452479338842975,13,NaN,NaN
406,1998,224,-368,1,-368,224.66666666666669,-0.610507246376812,1,1,14
406,2000,285,-212,1,-212,242.66666666666663,-1.144654088050314,3,3,4
407,1990,379,-131,1,-131,58.666666666666686,-0.447837150127227,1,1,2
407,1995,316,-268,2,-134,144,-0.537313432835821,1,1,NaN
407,2019,465,-75,23,-3.260869565217391,NaN,NaN,NaN,NaN,NaN
408,2002,50,-351,1,-351,106.66666666666666,-0.303893637226971,7,8,11
