# Running on file ./src/test/resources/it/unibo/c2c/input.csv with args: maxError=75.0, maxSegments=6, startYear=1984, endYear=2019, infill=true, spikesTolerance=0.85, revertBand=false, negativeMagnitudeOnly=true, postMetrics=false, regrowthMetrics=true
id, year, value, magnitude, duration, rate, indexRegrowth, recoveryIndicator, y2r60, y2r80, y2r100
409,2009,312,-235,1,-235,119,-0.506382978723404,3,3,NaN
409,2011,255,-57,2,-28.5,167,-2.929824561403509,1,1,1
409,2019,422,-22,7,-3.142857142857143,NaN,NaN,NaN,NaN,NaN
410,2011,-45,-331,1,-331,0,-0,NaN,NaN,NaN
411,2002,284,-224,2,-112,21,-0.09375,6,15,NaN
412,2001,-326,-600,1,-600,187,-0.311666666666667,NaN,NaN,NaN
413,2008,151,-72,24,-3,-181,2.513888888888889,NaN,NaN,NaN
413,2009,-248,-399,1,-399,241.33333333333334,-0.60484544695071,8,NaN,NaN
414,1998,524,-1,14,-0.071428571428571,-218,218,NaN,NaN,NaN
414,1999,35,-489,1,-489,271,-0.554192229038855,10,10,NaN
415,2015,503,-18,30,-0.6,-315,17.5,1,NaN,NaN
415,2017,188,-315,2,-157.5,NaN,NaN,NaN,NaN,NaN
416,1991,-24,-372,1,-372,405,-1.088709677419355,2,2,2
416,2003,-89,-470,3,-156.66666666666666,484,-1.029787234042553,1,1,1
418,1994,301,-235,1,-235,101,-0.429787234042553,1,7,NaN
419,1999,-485,-1046,1,-1046,831,-0.794455066921606,4,NaN,NaN
420,2000,108,-353,1,-353,91,-0.257790368271955,13,18,NaN
421,2003,-21,-685,1,-685,417.6666666666667,-0.609732360097324,6,7,13
423,2019,535,-162,35,-4.628571428571429,NaN,NaN,NaN,NaN,NaN
424,2005,220,-435,1,-435,185.66666666666669,-0.426819923371648,1,7,NaN
425,2019,428,-102,35,-2.914285714285714,NaN,NaN,NaN,NaN,NaN
426,2019,385,-13,5,-2.6,NaN,NaN,NaN,NaN,NaN
427,2019,599,-33,35,-0.942857142857143,NaN,NaN,NaN,NaN,NaN
429,2016,-296,-964,1,-964,NaN,NaN,NaN,NaN,NaN
430,1990,157,-482,6,-80.33333333333333,203,-0.421161825726141,9,11,NaN
430,2002,251,-333,1,-333,212,-0.636636636636637,3,4,NaN
430,2019,318,-168,3,-56,NaN,NaN,NaN,NaN,NaN
431,1995,-523,-931,1,-931,687.3333333333334,-0.73827425707125,9,10,11
431,2003,141,-93,3,-31,262,-2.817204301075269,1,1,1
431,2019,310,-107,13,-8.23076923076923,NaN,NaN,NaN,NaN,NaN
432,1998,373,-226,6,-37.666666666666664,55.666666666666686,-0.246312684365782,1,12,NaN
432,2016,370,-171,2,-85.5,NaN,NaN,1,1,1
433,2004,-54,-586,1,-586,407,-0.694539249146758,4,13,NaN
433,2011,261,-129,1,-129,105.33333333333331,-0.816537467700258,1,1,1
434,1997,136,-346,2,-173,78.66666666666666,-0.227360308285164,1,1,15
434,2001,380,-21,3,-7,18,-0.857142857142857,3,4,4
434,2002,111,-269,1,-269,298.3333333333333,-1.1090458488228,2,3,3
435,2010,290,-102,7,-14.571428571428571,-327.3333333333333,3.209150326797385,NaN,NaN,NaN
435,2011,-432,-722,1,-722,418.6666666666667,-0.579870729455217,NaN,NaN,NaN
436,1993,589,-115,9,-12.777777777777779,-548.6666666666666,4.771014492753623,NaN,NaN,NaN
436,1994,-52,-641,1,-641,156,-0.243369734789392,14,15,16
437,2002,112,-507,1,-507,226.33333333333331,-0.446416831032216,6,12,NaN
438,2006,-47,-359,1,-359,23,-0.064066852367688,NaN,NaN,NaN
439,1986,-221,-494,1,-494,211.33333333333334,-0.427800269905533,9,22,26
439,2013,-197,-474,1,-474,136,-0.286919831223629,NaN,NaN,NaN
440,1995,337,-230,3,-76.66666666666667,225,-0.978260869565217,1,2,2
440,2013,427,-184,16,-11.5,192,-1.043478260869565,1,1,1
440,2019,619,-57,5,-11.4,NaN,NaN,NaN,NaN,NaN
441,1991,-338,-608,1,-608,396.3333333333333,-0.651864035087719,16,16,16
441,2016,26,-310,1,-310,NaN,NaN,NaN,NaN,NaN
442,1988,513,-152,4,-38,-387.3333333333333,2.548245614035088,NaN,NaN,NaN
442,1989,-32,-545,1,-545,312,-0.572477064220184,5,7,7
442,1992,-111,-79,3,-26.333333333333332,587.3333333333333,-7.434599156118143,1,1,1
443,2016,96,-536,1,-536,NaN,NaN,1,NaN,NaN
444,1998,42,-502,1,-502,-99.33333333333334,0.197875166002656,16,16,17
444,2007,27,-15,9,-1.666666666666667,196,-13.066666666666666,1,2,2
445,2014,730,-9,30,-0.3,-216,24,2,NaN,NaN
445,2015,429,-301,1,-301,85,-0.282392026578073,1,NaN,NaN
446,1985,54,-374,1,-374,231.66666666666669,-0.619429590017825,5,6,6
447,1997,326,-62,6,-10.333333333333334,-226,3.645161290322581,NaN,NaN,NaN
447,1998,19,-307,1,-307,81,-0.263843648208469,10,10,10
447,2019,173,-184,11,-16.727272727272727,NaN,NaN,NaN,NaN,NaN
448,2002,507,-118,17,-6.941176470588236,-56,0.474576271186441,2,NaN,NaN
448,2003,233,-274,1,-274,254.33333333333331,-0.928223844282238,1,1,6
448,2019,476,-206,9,-22.88888888888889,NaN,NaN,NaN,NaN,NaN
449,2008,-421,-557,1,-557,341.3333333333333,-0.612806702573309,NaN,NaN,NaN
450,1994,618,-55,10,-5.5,-123,2.236363636363636,4,NaN,NaN
450,1995,31,-587,1,-587,464,-0.79045996592845,2,3,12
450,2005,452,-43,7,-6.142857142857143,266.33333333333337,-6.193798449612404,1,1,1
451,2010,279,-236,1,-236,-47.66666666666666,0.201977401129943,NaN,NaN,NaN
451,2019,240,-39,9,-4.333333333333333,NaN,NaN,NaN,NaN,NaN
452,1993,562,-10,9,-1.111111111111111,-142,14.2,2,NaN,NaN
452,1994,338,-224,1,-224,82,-0.366071428571429,1,9,18
452,2010,388,-99,7,-14.142857142857142,315,-3.181818181818182,1,1,1
453,1999,72,-456,1,-456,80,-0.175438596491228,11,12,NaN
453,2019,430,-39,8,-4.875,NaN,NaN,NaN,NaN,NaN
454,1989,550,-143,5,-28.6,0,-0,1,9,NaN
455,2019,404,-72,35,-2.057142857142857,NaN,NaN,NaN,NaN,NaN
456,2015,-52,-601,1,-601,40,-0.066555740432612,NaN,NaN,NaN
457,2006,-218,-358,1,-358,178,-0.497206703910615,NaN,NaN,NaN
458,2002,479,-98,18,-5.444444444444445,-134,1.36734693877551,NaN,NaN,NaN
458,2003,195,-284,1,-284,150,-0.528169014084507,1,7,NaN
459,1990,311,-70,6,-11.666666666666666,-109,1.557142857142857,1,1,1
459,1992,202,-366,1,-366,0,-0,NaN,NaN,NaN
459,2019,151,-51,27,-1.888888888888889,NaN,NaN,NaN,NaN,NaN
461,2019,592,-13,34,-0.382352941176471,NaN,NaN,NaN,NaN,NaN
462,1985,433,-157,1,-157,-24,0.152866242038217,1,1,23
462,1990,333,-210,4,-52.5,102.66666666666669,-0.488888888888889,1,1,3
462,2019,470,-27,28,-0.964285714285714,NaN,NaN,NaN,NaN,NaN
463,1998,621,-10,14,-0.714285714285714,-222.33333333333331,22.23333333333333,5,NaN,NaN
463,1999,163,-458,1,-458,251,-0.548034934497817,3,9,NaN
464,1998,603,-24,14,-1.714285714285714,-204.33333333333331,8.513888888888888,4,NaN,NaN
464,1999,364,-239,1,-239,24.666666666666686,-0.103207810320781,1,10,18
465,2004,378,-222,1,-222,110.33333333333331,-0.496996996996997,1,1,NaN
465,2006,316,-234,1,-234,145,-0.61965811965812,1,1,7
465,2019,374,-201,6,-33.5,NaN,NaN,NaN,NaN,NaN
466,1988,-82,-507,1,-507,345,-0.680473372781065,4,8,22
466,2009,9,-405,13,-31.153846153846153,216.66666666666666,-0.534979423868313,1,1,1
466,2019,293,-242,9,-26.88888888888889,NaN,NaN,NaN,NaN,NaN
467,2006,-9,-397,1,-397,70.33333333333334,-0.177162048698573,NaN,NaN,NaN
468,1990,664,-119,1,-119,-79.33333333333337,0.666666666666667,1,1,NaN
468,1995,556,-206,4,-51.5,82.33333333333337,-0.399676375404531,1,5,NaN
469,2001,-71,-417,2,-208.5,242.33333333333334,-0.581135091926459,1,3,7
469,2015,168,-90,13,-6.923076923076923,21,-0.233333333333333,1,1,1
469,2019,189,-312,3,-104,NaN,NaN,NaN,NaN,NaN
470,1992,352,-317,1,-317,333.33333333333337,-1.051524710830705,1,1,4
470,2016,597,-12,23,-0.521739130434783,NaN,NaN,1,NaN,NaN
470,2019,256,-341,3,-113.66666666666667,NaN,NaN,NaN,NaN,NaN
471,1985,101,-171,1,-171,413.66666666666663,-2.419103313840156,1,1,1
471,1998,453,-18,11,-1.636363636363636,-169.33333333333331,9.407407407407407,1,1,6
471,2003,165,-288,5,-57.6,220.66666666666669,-0.766203703703704,1,1,1
471,2019,268,-253,15,-16.866666666666667,NaN,NaN,NaN,NaN,NaN
472,2005,105,-425,2,-212.5,118.33333333333334,-0.27843137254902,11,NaN,NaN
474,1999,351,-297,3,-99,300.66666666666663,-1.012345679012346,1,1,1
474,2019,516,-145,19,-7.631578947368421,NaN,NaN,NaN,NaN,NaN
475,2002,-340,-860,1,-860,486,-0.565116279069767,NaN,NaN,NaN
475,2015,-248,-549,1,-549,470,-0.856102003642987,1,NaN,NaN
476,2016,-44,-648,1,-648,NaN,NaN,NaN,NaN,NaN
477,2001,700,-30,17,-1.764705882352941,-114,3.8,2,2,NaN
477,2002,146,-554,1,-554,445,-0.803249097472924,1,1,8
478,2019,613,-26,35,-0.742857142857143,NaN,NaN,NaN,NaN,NaN
480,2015,-77,-423,1,-423,207,-0.48936170212766,NaN,NaN,NaN
481,1995,207,-14,11,-1.272727272727273,-190,13.571428571428571,NaN,NaN,NaN
481,1996,-225,-432,1,-432,284.3333333333333,-0.658179012345679,17,17,17
481,2012,7,-41,12,-3.416666666666667,147,-3.585365853658537,1,1,1
481,2019,154,-121,6,-20.166666666666668,NaN,NaN,NaN,NaN,NaN
482,1995,60,-524,1,-524,109,-0.208015267175573,17,17,NaN
482,2019,510,-16,7,-2.285714285714286,NaN,NaN,NaN,NaN,NaN
483,1985,209,-161,1,-161,306,-1.900621118012422,1,1,1
483,2000,127,-623,2,-311.5,247.66666666666669,-0.397538790797218,8,NaN,NaN
484,2014,-355,-884,1,-884,697,-0.788461538461538,3,NaN,NaN
485,2001,194,-441,1,-441,0,-0,16,NaN,NaN
486,2001,-37,-205,1,-205,54.66666666666667,-0.266666666666667,6,9,9
486,2011,192,-189,1,-189,-76,0.402116402116402,NaN,NaN,NaN
486,2019,108,-84,8,-10.5,NaN,NaN,NaN,NaN,NaN
487,2014,570,-47,30,-1.566666666666667,-260,5.531914893617022,NaN,NaN,NaN
487,2015,-3,-573,1,-573,328,-0.572425828970332,NaN,NaN,NaN
488,2019,-2,-97,21,-4.619047619047619,NaN,NaN,NaN,NaN,NaN
489,2019,227,-2,6,-0.333333333333333,NaN,NaN,NaN,NaN,NaN
491,2019,133,-39,35,-1.114285714285714,NaN,NaN,NaN,NaN,NaN
492,2012,227,-328,1,-328,398,-1.213414634146341,1,1,1
493,1996,513,-186,1,-186,110,-0.591397849462366,1,1,NaN
494,2019,128,-8,35,-0.228571428571429,NaN,NaN,NaN,NaN,NaN
495,2002,-424,-1102,1,-1102,930.3333333333333,-0.844222625529341,1,6,NaN
496,1987,176,-298,1,-298,223.33333333333331,-0.749440715883669,4,4,25
496,1990,116,-60,3,-20,254.33333333333331,-4.238888888888889,1,1,1
496,2004,213,-243,13,-18.692307692307693,118.66666666666669,-0.488340192043896,1,2,8
497,1987,438,-126,3,-42,124.33333333333337,-0.986772486772487,1,1,1
497,2001,529,-84,13,-6.461538461538462,-395.66666666666663,4.71031746031746,NaN,NaN,NaN
497,2002,-273,-802,1,-802,445,-0.554862842892768,9,16,NaN
498,2006,-298,-553,1,-553,194.66666666666669,-0.35201928872815,NaN,NaN,NaN
499,2004,456,-221,8,-27.625,21.333333333333314,-0.096530920060332,1,1,10
499,2011,336,-283,4,-70.75,269.66666666666663,-0.952885747938751,1,1,1
499,2019,632,-11,7,-1.571428571428571,NaN,NaN,NaN,NaN,NaN
500,1988,-47,-132,4,-33,545,-4.128787878787879,1,1,1
500,2000,62,-612,5,-122.4,291,-0.475490196078431,6,8,NaN
500,2019,268,-303,11,-27.545454545454547,NaN,NaN,NaN,NaN,NaN
501,2014,643,-19,30,-0.633333333333333,-478,25.157894736842106,NaN,NaN,NaN
501,2015,154,-489,1,-489,11,-0.022494887525562,NaN,NaN,NaN
501,2016,-99,-253,1,-253,NaN,NaN,2,2,2
502,1997,401,-264,1,-264,180.33333333333337,-0.683080808080808,1,3,16
502,2019,599,-25,18,-1.388888888888889,NaN,NaN,NaN,NaN,NaN
503,1985,-15,-100,1,-100,64.66666666666666,-0.646666666666667,1,12,12
503,2009,-237,-519,1,-519,212.33333333333334,-0.409120102761721,NaN,NaN,NaN
504,2003,577,-168,1,-168,87.66666666666663,-0.521825396825397,1,1,14
505,2006,-185,-513,1,-513,172,-0.335282651072125,NaN,NaN,NaN
506,1991,259,-276,7,-39.42857142857143,157.16666666666669,-0.569444444444445,1,3,3
506,2002,360,-240,1,-240,331,-1.379166666666667,1,2,3
506,2019,678,-13,13,-1,NaN,NaN,NaN,NaN,NaN
507,1992,345,-389,1,-389,276,-0.709511568123393,1,4,17
507,2017,571,-190,1,-190,NaN,NaN,1,1,1
508,2010,404,-47,26,-1.807692307692308,-257.5,5.478723404255319,NaN,NaN,NaN
508,2011,-43,-447,1,-447,181.83333333333334,-0.406785980611484,NaN,NaN,NaN
508,2019,127,-25,7,-3.571428571428572,NaN,NaN,NaN,NaN,NaN
509,1998,402,-181,13,-13.923076923076923,192.33333333333337,-1.062615101289135,1,2,3
510,1995,-409,-1009,1,-1009,798,-0.790882061446977,5,9,12
511,1993,339,-379,1,-379,-49,0.129287598944591,16,20,NaN
511,2002,9,-336,1,-336,199,-0.592261904761905,3,7,7
511,2019,301,-293,6,-48.833333333333336,NaN,NaN,NaN,NaN,NaN
512,2010,485,-48,26,-1.846153846153846,-211,4.395833333333333,NaN,NaN,NaN
512,2011,114,-371,1,-371,167.33333333333331,-0.451033243486074,5,NaN,NaN
513,2006,-467,-959,1,-959,731.6666666666667,-0.762947514772332,6,7,NaN
515,1992,-88,-715,1,-715,350.6666666666667,-0.49044289044289,6,9,NaN
516,2016,308,-373,1,-373,NaN,NaN,NaN,NaN,NaN
517,2013,367,-191,1,-191,73,-0.382198952879581,1,1,NaN
519,2008,231,-204,1,-204,59,-0.28921568627451,1,NaN,NaN
520,1999,-109,-133,14,-9.5,303,-2.278195488721805,1,1,1
520,2019,94,-100,18,-5.555555555555555,NaN,NaN,NaN,NaN,NaN
521,2002,321,-186,1,-186,261,-1.403225806451613,1,1,1
521,2019,493,-89,16,-5.5625,NaN,NaN,NaN,NaN,NaN
522,1993,-177,-815,1,-815,657,-0.806134969325153,1,11,NaN
523,2003,370,-116,19,-6.105263157894737,-232,2,NaN,NaN,NaN
523,2004,138,-232,1,-232,0,-0,NaN,NaN,NaN
524,2008,-11,-197,1,-197,0,-0,NaN,NaN,NaN
526,2012,267,-25,28,-0.892857142857143,-180,7.2,NaN,NaN,NaN
526,2013,87,-180,1,-180,0,-0,NaN,NaN,NaN
527,2019,499,-139,35,-3.971428571428572,NaN,NaN,NaN,NaN,NaN
528,2004,476,-173,2,-86.5,48.33333333333337,-0.279383429672447,1,3,NaN
528,2016,359,-211,2,-105.5,NaN,NaN,1,1,NaN
529,1999,-207,-843,1,-843,458.66666666666663,-0.544088572558323,14,NaN,NaN
530,1999,406,-344,2,-172,125.66666666666663,-0.36531007751938,2,9,NaN
531,2008,-240,-461,1,-461,158.66666666666669,-0.344179320318149,NaN,NaN,NaN
531,2019,-16,-71,4,-17.75,NaN,NaN,NaN,NaN,NaN
532,1990,-99,-46,6,-7.666666666666667,144,-3.130434782608696,1,1,1
532,2001,-265,-374,10,-37.4,268.3333333333333,-0.7174688057041,3,10,10
532,2019,-21,-102,15,-6.8,NaN,NaN,NaN,NaN,NaN
533,2013,393,-265,1,-265,2,-0.007547169811321,1,NaN,NaN
533,2015,309,-84,2,-42,86,-1.023809523809524,1,1,1
533,2019,395,-101,3,-33.666666666666664,NaN,NaN,NaN,NaN,NaN
534,2006,401,-158,1,-158,-137.66666666666669,0.871308016877637,1,NaN,NaN
534,2011,137,-264,1,-264,153,-0.579545454545455,1,NaN,NaN
535,2015,-330,-914,1,-914,676,-0.739606126914661,NaN,NaN,NaN
536,1993,-256,-586,1,-586,442.33333333333337,-0.754835039817975,6,7,7
536,1994,-311,-55,1,-55,627,-11.4,1,1,1
537,2012,111,-142,16,-8.875,-131.66666666666666,0.927230046948357,NaN,NaN,NaN
537,2013,-154,-265,1,-265,169,-0.637735849056604,5,NaN,NaN
538,1985,375,-494,1,-494,0,-0,7,7,NaN
538,2000,621,-226,8,-28.25,-93.33333333333337,0.412979351032449,5,5,NaN
538,2001,197,-424,1,-424,411.66666666666663,-0.970911949685535,1,4,4
539,2002,-11,-192,16,-12,302.3333333333333,-1.574652777777778,1,1,1
539,2019,73,-279,3,-93,NaN,NaN,NaN,NaN,NaN
540,1985,54,-258,1,-258,109.66666666666666,-0.425064599483204,9,9,28
540,2016,280,-197,1,-197,NaN,NaN,2,NaN,NaN
541,1996,164,-435,1,-435,298.3333333333333,-0.685823754789272,1,3,NaN
541,2015,228,-342,1,-342,296,-0.865497076023392,1,2,NaN
542,2010,336,-96,9,-10.666666666666666,-352,3.666666666666667,NaN,NaN,NaN
542,2011,-397,-733,1,-733,411.6666666666667,-0.561618917689859,NaN,NaN,NaN
543,2019,590,-112,35,-3.2,NaN,NaN,NaN,NaN,NaN
544,2014,562,-86,30,-2.866666666666667,-199,2.313953488372093,NaN,NaN,NaN
544,2015,-282,-844,1,-844,645,-0.764218009478673,1,NaN,NaN
545,2000,343,-276,8,-34.5,148,-0.536231884057971,2,6,NaN
546,1985,233,-322,1,-322,142,-0.440993788819876,5,5,5
546,1989,-93,-326,4,-81.5,766.3333333333334,-2.350715746421268,1,1,1
546,2009,443,-166,19,-8.736842105263158,379,-2.283132530120482,1,1,1
546,2019,827,-127,9,-14.11111111111111,NaN,NaN,NaN,NaN,NaN
547,1998,419,-205,1,-205,163.66666666666663,-0.798373983739837,1,1,6
548,1992,-36,-46,8,-5.75,781,-16.97826086956522,1,1,1
548,2000,563,-182,6,-30.333333333333332,-665.6666666666666,3.657509157509157,NaN,NaN,NaN
548,2001,-116,-679,1,-679,57.333333333333336,-0.084437898870889,9,9,9
548,2019,297,-298,9,-33.111111111111114,NaN,NaN,NaN,NaN,NaN
549,2006,-493,-1027,1,-1027,617,-0.600778967867575,NaN,NaN,NaN
550,2010,564,-27,26,-1.038461538461539,-310,11.481481481481481,NaN,NaN,NaN
550,2011,-138,-702,1,-702,392,-0.558404558404558,NaN,NaN,NaN
550,2019,239,-15,6,-2.5,NaN,NaN,NaN,NaN,NaN
551,2019,583,-81,35,-2.314285714285715,NaN,NaN,NaN,NaN,NaN
552,2019,9,-99,25,-3.96,NaN,NaN,NaN,NaN,NaN
553,2019,455,-116,35,-3.314285714285715,NaN,NaN,NaN,NaN,NaN
554,2007,253,-245,1,-245,0,-0,NaN,NaN,NaN
555,2011,222,-370,1,-370,121,-0.327027027027027,NaN,NaN,NaN
556,1999,114,-174,1,-174,0,-0,NaN,NaN,NaN
556,2007,-181,-295,1,-295,251,-0.850847457627119,6,NaN,NaN
557,2017,537,-79,33,-2.393939393939394,NaN,NaN,2,NaN,NaN
557,2018,320,-217,1,-217,NaN,NaN,1,NaN,NaN
558,2019,441,-16,34,-0.470588235294118,NaN,NaN,NaN,NaN,NaN
559,1999,287,-174,2,-87,0,-0,1,NaN,NaN
559,2019,276,-11,20,-0.55,NaN,NaN,NaN,NaN,NaN
561,1992,-166,-686,3,-228.66666666666666,554.5,-0.808309037900875,1,1,1
561,2002,29,-598,9,-66.44444444444444,212.33333333333334,-0.355072463768116,1,2,2
561,2019,386,-246,15,-16.4,NaN,NaN,NaN,NaN,NaN
562,2002,-31,-520,1,-520,353.6666666666667,-0.680128205128205,4,10,15
563,1998,654,-16,14,-1.142857142857143,-253,15.8125,6,NaN,NaN
563,1999,311,-343,1,-343,95,-0.276967930029155,5,9,NaN
564,2002,196,-524,1,-524,449.66666666666663,-0.858142493638677,1,2,13
565,2015,-490,-1064,1,-1064,494,-0.464285714285714,NaN,NaN,NaN
566,1999,-490,-1101,1,-1101,923.3333333333333,-0.838631547078413,3,10,18
567,1987,330,-223,1,-223,164,-0.73542600896861,1,1,12
567,2003,261,-337,4,-84.25,271,-0.804154302670623,1,1,13
568,2001,646,-68,17,-4,-110,1.617647058823529,2,6,NaN
568,2002,191,-455,1,-455,406,-0.892307692307692,1,5,6
569,2000,-71,-553,1,-553,334,-0.603978300180832,10,14,18
570,1992,142,-177,8,-22.125,206.33333333333331,-1.165725047080979,1,1,1
570,2007,245,-321,8,-40.125,115,-0.358255451713396,1,7,7
570,2019,278,-309,5,-61.8,NaN,NaN,NaN,NaN,NaN
571,1990,82,-115,6,-19.166666666666668,207.66666666666669,-1.805797101449276,1,1,1
571,2001,-9,-420,7,-60,203,-0.483333333333333,6,13,NaN
571,2015,167,-227,1,-227,-46,0.202643171806167,1,NaN,NaN
571,2019,121,-46,4,-11.5,NaN,NaN,NaN,NaN,NaN
572,2013,-275,-509,1,-509,249,-0.489194499017682,NaN,NaN,NaN
573,2002,362,-256,2,-128,137.66666666666669,-0.537760416666667,1,1,8
573,2019,497,-171,9,-19,NaN,NaN,NaN,NaN,NaN
574,1987,477,-134,2,-67,159,-1.186567164179104,1,1,1
574,1995,486,-161,1,-161,51.66666666666663,-0.320910973084886,1,1,NaN
575,2012,323,-38,28,-1.357142857142857,-457,12.026315789473685,1,1,1
575,2014,-295,-967,1,-967,230,-0.237849017580145,NaN,NaN,NaN
576,1998,289,-22,14,-1.571428571428571,-557,25.318181818181817,NaN,NaN,NaN
576,1999,-276,-565,1,-565,8,-0.014159292035398,15,15,15
577,1991,235,-306,1,-306,-68,0.222222222222222,3,16,16
577,2008,370,-216,1,-216,65,-0.300925925925926,1,6,NaN
578,2006,-180,-454,1,-454,175,-0.385462555066079,NaN,NaN,NaN
578,2019,-28,-23,12,-1.916666666666667,NaN,NaN,NaN,NaN,NaN
579,2019,315,-62,35,-1.771428571428571,NaN,NaN,NaN,NaN,NaN
580,1993,439,-158,1,-158,-19,0.120253164556962,1,1,2
580,1997,420,-233,2,-116.5,0,-0,1,NaN,NaN
581,2006,144,-21,22,-0.954545454545455,-294,14,NaN,NaN,NaN
581,2007,-182,-326,1,-326,32,-0.098159509202454,NaN,NaN,NaN
581,2019,-3,-60,5,-12,NaN,NaN,NaN,NaN,NaN
582,2004,-115,-707,1,-707,435.3333333333333,-0.615747289014616,8,8,NaN
583,2017,263,-374,1,-374,NaN,NaN,NaN,NaN,NaN
584,1998,478,-158,1,-158,0,-0,1,7,8
584,2019,611,-53,13,-4.076923076923077,NaN,NaN,NaN,NaN,NaN
585,1996,-107,-563,1,-563,471.3333333333333,-0.837181764357608,5,5,21
587,2002,645,-45,18,-2.5,-295,6.555555555555555,NaN,NaN,NaN
587,2003,350,-295,1,-295,0,-0,7,7,7
587,2011,292,-380,1,-380,164,-0.431578947368421,5,5,NaN
588,2015,-23,-265,1,-265,0,-0,NaN,NaN,NaN
589,1998,538,-2,14,-0.142857142857143,-68,34,2,2,NaN
589,1999,188,-350,1,-350,282,-0.805714285714286,1,1,17
592,1998,427,-122,14,-8.714285714285714,297,-2.434426229508197,1,1,1
592,2019,666,-58,20,-2.9,NaN,NaN,NaN,NaN,NaN
593,2019,643,-3,35,-0.085714285714286,NaN,NaN,NaN,NaN,NaN
594,2013,-413,-721,1,-721,558.3333333333334,-0.774387424872862,6,NaN,NaN
595,2016,-529,-723,1,-723,NaN,NaN,NaN,NaN,NaN
596,1995,-279,-778,1,-778,590,-0.758354755784062,2,10,16
596,1998,232,-144,1,-144,62.666666666666686,-0.435185185185185,1,1,7
597,1998,553,-39,14,-2.785714285714286,-261,6.692307692307693,NaN,NaN,NaN
597,1999,-208,-761,1,-761,510.3333333333333,-0.670608848007008,7,7,NaN
597,2007,205,-292,1,-292,152.66666666666669,-0.522831050228311,1,2,7
598,1986,56,-16,2,-8,58.33333333333333,-3.645833333333333,1,1,1
598,1988,-26,-286,1,-286,180.66666666666666,-0.631701631701632,6,17,17
598,2016,221,-179,1,-179,NaN,NaN,1,1,NaN
599,1989,596,-132,5,-26.4,120.66666666666663,-0.914141414141414,1,1,6
599,1996,366,-412,1,-412,92.33333333333331,-0.224110032362459,4,13,NaN
600,1991,425,-231,1,-231,151.66666666666663,-0.656565656565656,1,5,22
600,2010,444,-185,1,-185,180,-0.972972972972973,1,1,2
600,2019,565,-184,5,-36.8,NaN,NaN,NaN,NaN,NaN
601,2010,523,-67,8,-8.375,-302,4.507462686567164,NaN,NaN,NaN
601,2011,-481,-1004,1,-1004,777.6666666666667,-0.77456839309429,6,NaN,NaN
602,2011,-212,-276,1,-276,174.33333333333334,-0.631642512077295,NaN,NaN,NaN
602,2019,-57,-46,6,-7.666666666666667,NaN,NaN,NaN,NaN,NaN
603,1985,150,-453,1,-453,242.33333333333331,-0.53495217071376,1,1,9
603,2003,-84,-587,17,-34.529411764705884,434,-0.739352640545145,2,2,2
603,2010,335,-271,5,-54.2,347.66666666666663,-1.28290282902829,1,1,2
604,1999,477,-191,4,-47.75,72.66666666666663,-0.380453752181501,1,3,NaN
604,2012,433,-146,1,-146,11.333333333333314,-0.077625570776256,1,2,NaN
604,2019,430,-3,7,-0.428571428571429,NaN,NaN,NaN,NaN,NaN
605,1999,-279,-775,1,-775,210,-0.270967741935484,NaN,NaN,NaN
605,2014,-135,-401,1,-401,193,-0.481296758104738,NaN,NaN,NaN
606,1993,113,-336,5,-67.2,-18,0.053571428571429,20,NaN,NaN
607,1989,-185,-378,5,-75.6,269,-0.711640211640212,1,1,1
607,2009,-26,-709,4,-177.25,536.6666666666667,-0.75693464974142,1,1,1
607,2019,392,-374,9,-41.55555555555556,NaN,NaN,NaN,NaN,NaN
608,2005,239,-236,10,-23.6,-283,1.199152542372881,NaN,NaN,NaN
608,2006,-481,-720,1,-720,447,-0.620833333333333,NaN,NaN,NaN
610,2004,258,-312,2,-156,275.66666666666663,-0.883547008547008,3,4,6
610,2015,-252,-777,1,-777,613,-0.788931788931789,2,NaN,NaN
611,1988,78,-27,4,-6.75,338,-12.518518518518519,1,1,1
611,2000,127,-292,4,-73,202,-0.691780821917808,1,8,8
612,1989,226,-182,3,-60.666666666666664,189.33333333333331,-1.04029304029304,1,1,1
612,2000,300,-182,10,-18.2,138.33333333333331,-0.76007326007326,1,1,1
612,2019,370,-123,18,-6.833333333333333,NaN,NaN,NaN,NaN,NaN
613,1990,-140,-81,6,-13.5,244,-3.012345679012346,1,1,1
613,1997,8,-198,6,-33,18,-0.090909090909091,NaN,NaN,NaN
614,2010,458,-118,26,-4.538461538461538,125.66666666666663,-1.064971751412429,1,1,2
614,2019,594,-62,5,-12.4,NaN,NaN,NaN,NaN,NaN
615,1994,205,-502,10,-50.2,549,-1.093625498007968,1,1,1
615,2001,768,-65,6,-10.833333333333334,-223,3.430769230769231,2,NaN,NaN
615,2002,-183,-951,1,-951,728,-0.765509989484753,1,9,9
616,2008,-514,-721,1,-721,626,-0.868238557558946,NaN,NaN,NaN
617,2013,-139,-356,1,-356,103,-0.289325842696629,NaN,NaN,NaN
618,2019,279,-129,35,-3.685714285714285,NaN,NaN,NaN,NaN,NaN
619,1995,262,-297,1,-297,296,-0.996632996632997,1,1,NaN
619,2009,530,-28,11,-2.545454545454545,-255,9.107142857142858,1,NaN,NaN
